name;tag;dob;pob;dept_num;dept_ob;region;lat;lon;confidence
Françoise Héritier-Augé;scholar;1933.0;Veauche;42;Loire;Auvergne-Rhône-Alpes;45.561486;4.290024;0.945
Jacques Glowinski;scholar;1936;Unknown;foreign;foreign;foreign;;;
Paul Garelli;scholar;1924.0;Croydon;foreign;foreign;foreign;;;
Xavier Le Pichon;scholar;1937.0;Quy Nhơn;foreign;foreign;foreign;;;
Harald Weinrich;scholar;1927.0;Wismar;foreign;foreign;foreign;;;
Jean Yoyotte;scholar;1927;Unknown;foreign;foreign;foreign;;;
Michel Tardieu;scholar;Not found;Not found;foreign;foreign;foreign;;;
Harald Weinrich;scholar;Not found;Not found;foreign;foreign;foreign;;;
Werner Hildenbrand;scholar;Not found;Not found;foreign;foreign;foreign;;;
Guangda Zhang;scholar;Not found;Not found;foreign;foreign;foreign;;;
Norbert Ohler;scholar;Not found;Not found;foreign;foreign;foreign;;;
Orest Ranum;scholar;1933;Unknown;foreign;foreign;foreign;;;
Harris Memel-Fotê;scholar;1930.0;Mopoyem;foreign;foreign;foreign;;;
Klaus Rajewsky;scholar;Not found;Not found;foreign;foreign;foreign;;;
Jacques Bouveresse;scholar;1940;Unknown;foreign;foreign;foreign;;;
Javier Teixidor;scholar;Not found;Not found;foreign;foreign;foreign;;;
Armand Ricqlès, de;scholar;Not found;Not found;foreign;foreign;foreign;;;
Jean Rouxel;scholar;Not found;Not found;foreign;foreign;foreign;;;
Brian Stock;scholar;Not found;Not found;foreign;foreign;foreign;;;
Abram de Swaan;scholar;Not found;Not found;foreign;foreign;foreign;;;
Jerzy Grotowski;scholar;1933.0;Rzeszów;foreign;foreign;foreign;;;
Thomas W. Gaehtgens;scholar;1940.0;Leipzig;foreign;foreign;foreign;;;
Patrice Higonnet;scholar;Not found;Not found;foreign;foreign;foreign;;;
Hans Wilhelm Müller-Gartner;scholar;Not found;Not found;foreign;foreign;foreign;;;
Jean-Marie Durand;scholar;1940;Unknown;foreign;foreign;foreign;;;
Michael Edwards;scholar;Not found;Not found;foreign;foreign;foreign;;;
Miklós Szabó;scholar;Not found;Not found;foreign;foreign;foreign;;;
Anne Fagot-Largeault;scholar;1938;Unknown;foreign;foreign;foreign;;;
Spyros Artavanis-Tsakonas;scholar;Not found;Not found;foreign;foreign;foreign;;;
Don B. Zagier;scholar;Not found;Not found;foreign;foreign;foreign;;;
Paul Farmer;scholar;1959.0;North Adams;foreign;foreign;foreign;;;
Christine Petit;scholar;1948;Unknown;foreign;foreign;foreign;;;
Hans Belting;scholar;1935.0;Andernach;59;Nord;Hauts-de-France;50.449085;3.437755;0.69
Stuart Edelstein;scholar;Not found;Not found;foreign;foreign;foreign;;;
Theodor Berchem;scholar;Not found;Not found;foreign;foreign;foreign;;;
Jayant Vishnu Narlikar;scholar;1938.0;Kolhapur;foreign;foreign;foreign;;;
Michael Edwards;scholar;Not found;Not found;foreign;foreign;foreign;;;
Maurice Bloch;scholar;2005.0;Caen;14;Calvados;Normandie;49.184316;-0.37193;0.957
Celâl Şengör;scholar;Not found;Not found;foreign;foreign;foreign;;;
Sandro Stringari;scholar;;Tarcento;foreign;foreign;foreign;;;
Christian Portzamparc, de;scholar;Not found;Not found;foreign;foreign;foreign;;;
Guy Orban;scholar;Not found;Not found;foreign;foreign;foreign;;;
Daniele Vitali;scholar;Not found;Not found;foreign;foreign;foreign;;;
Gérard Berry;scholar;1948;Unknown;foreign;foreign;foreign;;;
Thomas C. Römer;scholar;Not found;Not found;foreign;foreign;foreign;;;
Gérard Berry;scholar;1948;Unknown;foreign;foreign;foreign;;;
Patrick Couvreur;scholar;1950.0;Schaerbeek;foreign;foreign;foreign;;;
Nicholas Stern;scholar;1946.0;Hammersmith;foreign;foreign;foreign;;;
Martín Abadi;scholar;1963;Unknown;foreign;foreign;foreign;;;
Elias Zerhouni;scholar;1951.0;Nedroma;foreign;foreign;foreign;;;
Clément Sanchez;scholar;Not found;Not found;foreign;foreign;foreign;;;
Manuela Carneiro da Cunha;scholar;Not found;Not found;foreign;foreign;foreign;;;
Paul Colonna;scholar;Not found;Not found;foreign;foreign;foreign;;;
Barbara Romanowicz;scholar;1950.0;Suresnes;92;Hauts-de-Seine;Île-de-France;48.870985;2.218087;0.953
Jean Dalibard;scholar;1958;Unknown;foreign;foreign;foreign;;;
Karol Beffa;scholar;1973.0;Paris;75;Paris;Île-de-France;48.859;2.347;0.97
Dominique Kerouedan;scholar;Not found;Not found;foreign;foreign;foreign;;;
Gérard Berry;scholar;1948;Unknown;foreign;foreign;foreign;;;
Frantz Grenet;scholar;1952.0;Gruchet-le-Valasse;76;Seine-Maritime;Normandie;49.551491;0.492499;0.941
Nicholas Ayache;scholar;1958.0;Paris;75;Paris;Île-de-France;48.859;2.347;0.97
François Bourguignon;scholar;1945;Unknown;foreign;foreign;foreign;;;
Philippe Walter;scholar;1952.0;Metz;57;Moselle;Grand Est;49.108385;6.194891;0.957
Dominique Charpin;scholar;1954.0;Neuilly-sur-Seine;92;Hauts-de-Seine;Île-de-France;48.886191;2.265869;0.954
Hugues Thé, de;scholar;Not found;Not found;foreign;foreign;foreign;;;
Marie-Paule Cani;scholar;1965;Unknown;foreign;foreign;foreign;;;
Jean-Louis Cohen;scholar;1949.0;Paris 11;75;Paris;Île-de-France;48.86030960083008;2.3786137104034424;
Alain Mabanckou;scholar;1966;foreign;foreign;foreign;foreign;;;
José-Alain Sahel;scholar;1955;foreign;foreign;foreign;foreign;;;
Thomas Sterner;scholar;;Unknown;foreign;foreign;foreign;;;
Jean-Daniel Boissonnat;scholar;1953;Unknown;foreign;foreign;foreign;;;
Victor Stoichiță;scholar;Not found;Not found;foreign;foreign;foreign;;;
Xavier Leroy;scholar;1968;Unknown;foreign;foreign;foreign;;;
Amos Gitaï;scholar;1950.0;Haïfa;13;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;43.251992;5.391115;0.695
Molly Przeworski;scholar;Not found;Not found;foreign;foreign;foreign;;;
François-Xavier Fauvelle;scholar;1968;Unknown;foreign;foreign;foreign;;;
Bảo Châu Ngô;scholar;Not found;Not found;foreign;foreign;foreign;;;
François Recanati;scholar;1952;Unknown;foreign;foreign;foreign;;;
Yahd Ben Achour;scholar;Not found;Not found;foreign;foreign;foreign;;;
Didier Fassin;scholar;1955;Unknown;foreign;foreign;foreign;;;
Walter Fontana;scholar;Not found;Not found;foreign;foreign;foreign;;;
Sonia Garel;scholar;1972.0;Paris;75;Paris;Île-de-France;48.859;2.347;0.97
Timothy Gowers;scholar;1963;Unknown;foreign;foreign;foreign;;;
Frédéric Magniez;scholar;Not found;Not found;foreign;foreign;foreign;;;
Virginie Courtier-Orgogozo;scholar;;Unknown;foreign;foreign;foreign;;;
Tatiana Giraud;scholar;1972;Unknown;foreign;foreign;foreign;;;
Daniel Lincot;scholar;1954;Unknown;foreign;foreign;foreign;;;
Wendy Elizabeth Mackay;scholar;Not found;Not found;foreign;foreign;foreign;;;
Rémy Slama;scholar;Not found;Not found;foreign;foreign;foreign;;;
Didier Fassin;scholar;1955;Unknown;foreign;foreign;foreign;;;
Antoine Lilti;scholar;1972;Unknown;foreign;foreign;foreign;;;
Mieke Bal;scholar;1946.0;Heemstede;foreign;foreign;foreign;;;
Lydéric Bocquet;scholar;1968;Unknown;foreign;foreign;foreign;;;
Phượng  Bùi Trân;scholar;Not found;Not found;foreign;foreign;foreign;;;
Alessandro  Morbidelli;scholar;1966.0;Priocca;foreign;foreign;foreign;;;
Kyle Harper;scholar;1979;foreign;foreign;foreign;foreign;;;
Stéphanie Lacour;scholar;Not found;Not found;foreign;foreign;foreign;;;
Salikoko S. Mufwene;scholar;Not found;Not found;foreign;foreign;foreign;;;
Emmanuelle Porcher;scholar;Not found;Not found;foreign;foreign;foreign;;;
Benoît Sagot;scholar;Not found;Not found;foreign;foreign;foreign;;;
Peter Sloterdijk;scholar;1947.0;Karlsruhe;54;Meurthe-et-Moselle;Grand Est;48.677602;6.173306;0.696
Nathalie Bajos;scholar;Not found;Not found;foreign;foreign;foreign;;;
François-Marie Bréon;scholar;1965;Unknown;foreign;foreign;foreign;;;
Sébastien Lecommandoux;scholar;Not found;Not found;foreign;foreign;foreign;;;
Wadji Mouawad;scholar;Not found;Not found;foreign;foreign;foreign;;;
Maria Melchior;scholar;Not found;Not found;foreign;foreign;foreign;;;
Claude Grison;scholar;1960;Unknown;foreign;foreign;foreign;;;
Isabelle Ratié;scholar;1976;Unknown;foreign;foreign;foreign;;;
Marcel Bataillon;scholar;1895;Dijon;21;Côte-d'Or;Bourgogne-Franche-Comté;47.331848;5.033601;0.959
André Lallemand;scholar;1904;Cirey-lès-Pontailler;21;Côte-d'Or;Bourgogne-Franche-Comté;47.309437;5.296085;0.928
James Watson Cronin;scholar;1931;Chicago;21;Côte-d'Or;Bourgogne-Franche-Comté;47.301281;5.063328;0.701
Jean Pommier;scholar;1922;Niort;79;Deux-Sèvres;Nouvelle-Aquitaine;46.327232;-0.466291;0.954
Paul Demiéville;scholar;1894;Lausanne;37;Indre-et-Loire;Centre-Val de Loire;47.043244;1.182838;0.939
Yves Bonnefoy;scholar;1923;Tours;37;Indre-et-Loire;Centre-Val de Loire;47.395476;0.695848;0.958
Paul Mus;scholar;1902;Bourges;9;Ariège;Occitanie;42.962755;1.861999;0.954
Pierre Gourou;scholar;1900;Tunis;47;Lot-et-Garonne;Nouvelle-Aquitaine;44.05238;0.276355;0.942
Félix Lecoy;scholar;1903;Tunis;47;Lot-et-Garonne;Nouvelle-Aquitaine;44.05238;0.276355;0.942
René-Jean Dupuy;scholar;1918;Tunis;47;Lot-et-Garonne;Nouvelle-Aquitaine;44.05238;0.276355;0.942
Luigi Rizzi;scholar;1952;Gênes en Italie;47;Lot-et-Garonne;Nouvelle-Aquitaine;44.185642;0.62186;0.361
Marcel Giraud;scholar;1900;Nice;6;Alpes-Maritimes;Provence-Alpes-Côte d'Azur;43.71273;7.25092;0.962
Jacques-Louis Lions;scholar;1928;Grasse;6;Alpes-Maritimes;Provence-Alpes-Côte d'Azur;43.654057;6.937765;0.953
Pierre-Louis Lions;scholar;1956;Grasse;6;Alpes-Maritimes;Provence-Alpes-Côte d'Azur;43.654057;6.937765;0.953
Jean Roche;scholar;1937;Beaujeu;5;Hautes-Alpes;Provence-Alpes-Côte d'Azur;44.316578;5.834988;0.949
Jean Leray;scholar;1906;Chantenay-sur-Loire;77;Seine-et-Marne;Île-de-France;48.417037;3.090192;0.402
Jean-Pierre Vernant;scholar;1914;Provins;77;Seine-et-Marne;Île-de-France;48.558668;3.2981;0.947
Ismail Serageldin;scholar;1944;Gizeh;77;Seine-et-Marne;Île-de-France;48.852806;2.586398;0.688
Roger Dion;scholar;1896;Argenton-sur-Creuse;36;Indre;Centre-Val de Loire;46.580769;1.496044;0.943
Gilles Clément;scholar;1943;Argenton-sur-Creuse;36;Indre;Centre-Val de Loire;46.580769;1.496044;0.943
Jean Laval;scholar;1900;Saint-Pardoux-le-Vieu;19;Corrèze;Nouvelle-Aquitaine;45.597529;2.277006;0.839
Jean-Paul Laumond;scholar;1953;Donzenac;19;Corrèze;Nouvelle-Aquitaine;45.230446;1.523418;0.94
Fernand Braudel;scholar;1902;Luméville-en-Ornois;55;Meuse;Grand Est;48.491135;5.467285;0.558
René Huyghe;scholar;1906;Arras;62;Pas-de-Calais;Hauts-de-France;50.287896;2.768267;0.953
Gérard Fussman;scholar;1940;Lens;62;Pas-de-Calais;Hauts-de-France;50.437872;2.819642;0.951
Denis Knoepfler;scholar;1944;Bienne;62;Pas-de-Calais;Hauts-de-France;50.749616;1.757905;0.936
Maurice Merleau-Ponty;scholar;1908;Rochefort;61;Orne;Normandie;48.755313;-0.717625;0.95
André Vaillant;scholar;1890;Soissons;2;Aisne;Hauts-de-France;49.377401;3.327152;0.951
Jean Kellens;scholar;1944;Seraing;2;Aisne;Hauts-de-France;50.027649;3.368787;0.704
François Héran;scholar;1953;Laon;2;Aisne;Hauts-de-France;49.570287;3.614719;0.95
Henri-Charles Puech;scholar;1902;Montpellier;34;Hérault;Occitanie;43.610476;3.87048;0.962
Jean-Pierre Serre;scholar;1926;Bages;34;Hérault;Occitanie;43.624444;3.49938;0.947
André Miquel;scholar;1929;Mèze;34;Hérault;Occitanie;43.435562;3.584267;0.947
Françoise Combes;scholar;1952;Montpellier;34;Hérault;Occitanie;43.610476;3.87048;0.962
René Labat;scholar;1904;Saint-Loubès;33;Gironde;Nouvelle-Aquitaine;44.922032;-0.430094;0.946
Nicolas Grimal;scholar;1948;Libourne;33;Gironde;Nouvelle-Aquitaine;44.920384;-0.226836;0.95
Gabriele Veneziano;scholar;1942;Florence;33;Gironde;Nouvelle-Aquitaine;44.84132;-0.411643;0.943
Sanjay Subrahmanyam;scholar;1961;New Delhi;33;Gironde;Nouvelle-Aquitaine;44.869736;-0.54963;0.309
Sanjay Subrahmanyam;scholar;1961;New Delhi;33;Gironde;Nouvelle-Aquitaine;44.869736;-0.54963;0.309
Jean-Luc Fournet;scholar;1965;Bordeaux;33;Gironde;Nouvelle-Aquitaine;44.851897;-0.587877;0.961
Pierre Courcelle;scholar;1912;Orléans;45;Loiret;Centre-Val de Loire;47.873569;1.911358;0.957
Claude Lévi-Strauss;scholar;1908;Bruxelles;45;Loiret;Centre-Val de Loire;47.773607;2.881945;0.944
Lucien Bernot;scholar;1919;Gien;45;Loiret;Centre-Val de Loire;47.69809;2.645031;0.947
Antoine Compagnon;scholar;1950;Bruxelles;45;Loiret;Centre-Val de Loire;47.773607;2.881945;0.944
Marc Henneaux;scholar;1955;Bruxelles;45;Loiret;Centre-Val de Loire;47.773607;2.881945;0.944
Christian Gollier;scholar;1961;Bruxelles;45;Loiret;Centre-Val de Loire;47.773607;2.881945;0.944
André Lichnerowicz;scholar;1915;Bourbon-l'Archambault;3;Allier;Auvergne-Rhône-Alpes;46.580561;3.059294;0.94
Charles Oberling;scholar;1895;Metz;57;Moselle;Grand Est;49.108385;6.194891;0.957
Nathan Wachtel;scholar;1935;Metz;57;Moselle;Grand Est;49.108385;6.194891;0.957
François Déroche;scholar;1952;Metz;57;Moselle;Grand Est;49.108385;6.194891;0.957
Pierre-Michel Menger;scholar;1953;Forbach;57;Moselle;Grand Est;49.190789;6.893798;0.949
Jean Gagé;scholar;1902;Nainville-les-Roches;91;Essonne;Île-de-France;48.505229;2.49527;0.933
Anny Cazenave;scholar;1944;Draveil;91;Essonne;Île-de-France;48.677829;2.412138;0.951
Pascale Senellart;scholar;1972;Corbeil-Essonnes;91;Essonne;Île-de-France;48.598229;2.465045;0.954
François Perroux;scholar;1903;Lyon;69;Rhône;Auvergne-Rhône-Alpes;45.758;4.835;0.964
Antoine Guillaumont;scholar;1915;L'Arbresle;69;Rhône;Auvergne-Rhône-Alpes;45.834532;4.610769;0.944
Roger Chartier;scholar;1945;Lyon;69;Rhône;Auvergne-Rhône-Alpes;45.758;4.835;0.964
Pierre-Laurent Aimard;scholar;1957;Lyon;69;Rhône;Auvergne-Rhône-Alpes;45.758;4.835;0.964
Sandra Lavorel;scholar;1965;Lyon;69;Rhône;Auvergne-Rhône-Alpes;45.758;4.835;0.964
Etienne Wolff;scholar;1904;Auxerre;89;Yonne;Bourgogne-Franche-Comté;47.791247;3.579905;0.952
Henri Laoust;scholar;1905;Fresnes-sur-Escaut;59;Nord;Hauts-de-France;50.433148;3.574831;0.945
Stanislas Dehaene;scholar;1965;Roubaix;59;Nord;Hauts-de-France;50.688454;3.183662;0.956
Laurent Coulon;scholar;1970;Villeneuve-d'Ascq;59;Nord;Hauts-de-France;50.637788;3.147967;0.954
Alain Horeau;scholar;1909;Nantes;44;Loire-Atlantique;Pays de la Loire;47.239367;-1.555335;0.962
Jean Delumeau;scholar;1923;Nantes;44;Loire-Atlantique;Pays de la Loire;47.239367;-1.555335;0.962
Ian Hacking;scholar;1936;Vancouver;44;Loire-Atlantique;Pays de la Loire;47.259249;-1.577679;0.699
Edouard Bard;scholar;1962;Genève;44;Loire-Atlantique;Pays de la Loire;47.21202;-1.60215;0.708
John Scheid;scholar;1946;Luxembourg;44;Loire-Atlantique;Pays de la Loire;47.230756;-1.35472;0.95
Alain Supiot;scholar;1949;Nantes;44;Loire-Atlantique;Pays de la Loire;47.239367;-1.555335;0.962
Gilles Bœuf;scholar;1950;Paimbœuf;44;Loire-Atlantique;Pays de la Loire;47.286082;-2.028603;0.941
Denis Duboule;scholar;1955;Genève;44;Loire-Atlantique;Pays de la Loire;47.21202;-1.60215;0.708
Edhem Eldem;scholar;1960;Genève;44;Loire-Atlantique;Pays de la Loire;47.21202;-1.60215;0.708
Denis Duboule;scholar;1955;Genève;44;Loire-Atlantique;Pays de la Loire;47.21202;-1.60215;0.708
Alfred Sauvy;scholar;1898;Villeneuve-de-la-Raho;66;Pyrénées-Orientales;Occitanie;42.639539;2.909431;0.942
Louis  Leprince-Ringuet;scholar;1901;Alès;30;Gard;Occitanie;44.125356;4.089242;0.953
Maurice Agulhon;scholar;1926;Uzès;30;Gard;Occitanie;44.021276;4.415586;0.945
William Marx;scholar;1966;Villeneuve-lès-Avignon;30;Gard;Occitanie;43.971791;4.77692;0.947
Jules Vuillemin;scholar;1920;Pierrefontaine-les-Va;25;Doubs;Bourgogne-Franche-Comté;47.214176;6.541457;0.679
Jean Hyppolite;scholar;1907;Jonzac;17;Charente-Maritime;Nouvelle-Aquitaine;45.444416;-0.427413;0.941
Lea Ypi;scholar;1979;Tirana;17;Charente-Maritime;Nouvelle-Aquitaine;46.170384;-1.171936;0.693
André Dupont-Sommer;scholar;1900;Marnes-la-Coquette;92;Hauts-de-Seine;Île-de-France;48.835162;2.170097;0.938
Christian Goudineau;scholar;1939;Neuilly-sur-Seine;92;Hauts-de-Seine;Île-de-France;48.886191;2.265869;0.954
Pierre Corvol;scholar;1941;Boulogne-Billancourt;92;Hauts-de-Seine;Île-de-France;48.837892;2.241994;0.957
Alain Berthoz;scholar;1939;Neuilly-sur-Seine;92;Hauts-de-Seine;Île-de-France;48.886191;2.265869;0.954
Michel Zink;scholar;1945;Issy-les-Moulineaux;92;Hauts-de-Seine;Île-de-France;48.823903;2.262887;0.955
Philippe Kourilsky;scholar;1942;Boulogne-Billancourt;92;Hauts-de-Seine;Île-de-France;48.837892;2.241994;0.957
Jacques Livage;scholar;1938;Neuilly-sur-Seine;92;Hauts-de-Seine;Île-de-France;48.886191;2.265869;0.954
Henry Laurens;scholar;1954;Neuilly-sur-Seine;92;Hauts-de-Seine;Île-de-France;48.886191;2.265869;0.954
Ariane Mnouchkine;scholar;1939;Boulogne-Billancourt;92;Hauts-de-Seine;Île-de-France;48.837892;2.241994;0.957
Alain de Libera;scholar;1948;Neuilly-sur-Seine;92;Hauts-de-Seine;Île-de-France;48.886191;2.265869;0.954
