dept_num;pob;cadres;activity_rate;tertiaire
18128;Limeux;0;82.7;0
18129;Lissay-Lochy;5;85.6;52.9
18130;Loye-sur-Arnon;0;73.3;42.6
18132;Lugny-Champagne;7.8;83.8;27.4
18133;Lunery;2.3;73.9;67.2
18134;Lury-sur-Arnon;1.8;74.6;62.6
18135;Maisonnais;0;77;23.9
18136;Marçais;8.1;83.3;66.3
18137;Mareuil-sur-Arnon;3.3;75.7;76.7
18138;Marmagne;8.5;78.8;82.8
18139;Marseilles-lès-Aubigny;3.5;77.6;82.1
18140;Massay;4.4;79.1;59
18141;Mehun-sur-Yèvre;3.3;77.2;67.3
18142;Meillant;1.9;78.5;42.6
18143;Menetou-Couture;4;77.3;100
18144;Menetou-Râtel;2.6;79.5;30.2
18145;Menetou-Salon;4.5;79.5;60.1
18146;Ménétréol-sous-Sancerre;6.1;79;61.5
18147;Ménétréol-sur-Sauldre;0;78.4;0
18148;Méreau;5.5;77.7;46.2
18149;Méry-ès-Bois;2.1;78.7;38
18150;Méry-sur-Cher;3.5;78.5;33.6
18151;Montigny;3.5;78.5;46.8
18152;Montlouis;0;72.1;66.2
18153;Morlac;0;77.2;25.6
18154;Mornay-Berry;0;80.2;0
18155;Mornay-sur-Allier;2.7;69.1;58
18156;Morogues;2.8;78.5;43.8
18157;Morthomiers;6.5;81.7;63.3
18158;Moulins-sur-Yèvre;9.2;82.3;65.6
18159;Nançay;6;78.5;76.6
18160;Nérondes;0.8;70.7;88.4
18161;Neuilly-en-Dun;0;72;32.6
18162;Neuilly-en-Sancerre;4.7;71.2;54.5
18163;Neuvy-Deux-Clochers;4.1;84.2;38.3
18164;Neuvy-le-Barrois;8.5;80.5;25
18165;Neuvy-sur-Barangeon;7.3;79.5;81.9
18166;Nohant-en-Goût;4.1;78.7;86.1
18167;Nohant-en-Graçay;4.5;76.9;100
18168;Le Noyer;27;76.5;75.4
18169;Nozières;5.1;82.3;76.1
18170;Oizon;7.4;79.2;56.9
18171;Orcenais;0;80.5;44.1
18172;Orval;2.8;72.4;59.9
18173;Osmery;4.6;75.1;23.4
18174;Osmoy;4.3;76;100
18175;Ourouer-les-Bourdelins;2;74.9;90.2
18176;Parassy;2.9;82.1;58
18177;Parnay;0;71;64.3
18178;La Perche;0;77.9;66.7
18179;Pigny;5.4;81.6;58.3
18180;Plaimpied-Givaudins;11.1;79.4;78.5
18181;Plou;4.6;81.3;67.7
18182;Poisieux;0;82.7;0
18183;Le Pondy;0;78.3;100
18184;Précy;0;77.7;91.2
18185;Presly;0;84.7;56
18186;Preuilly;2.5;83.1;44.4
18187;Préveranges;2.2;66.4;41.3
18188;Primelles;0;68.3;16.7
18189;Quantilly;2.7;76.8;28.6
18190;Quincy;3;83.2;47.5
18191;Raymond;0;74;35.7
18192;Reigny;0;70;64
18193;Rezay;4.1;77;48.6
18194;Rians;4.9;79;37.6
18195;Sagonne;6;73.6;54.5
18196;Saint-Aignan-des-Noyers;0;65.8;40
18197;Saint-Amand-Montrond;3.5;70.9;82.1
18198;Saint-Ambroix;3.2;81.4;32.9
18199;Saint-Baudel;9.6;77.2;31.6
18200;Saint-Bouize;4.2;78.6;75
18201;Saint-Caprais;8.1;82.2;64.2
18202;Saint-Céols;0;77.8;N/A - division par 0
18203;Saint-Christophe-le-Chaudry;0;75.4;0
18204;Saint-Denis-de-Palin;4.3;84.7;82.3
18205;Saint-Doulchard;5.7;73.9;83.9
18206;Saint-Éloy-de-Gy;8.3;81.9;83.2
18207;Saint-Florent-sur-Cher;2.5;76.3;71.6
18208;Sainte-Gemme-en-Sancerrois;3;74.3;9.6
18209;Saint-Georges-de-Poisieux;0;76.6;25
18210;Saint-Georges-sur-la-Prée;8.6;78.6;79.1
18211;Saint-Georges-sur-Moulon;6.7;75.3;33.1
18212;Saint-Germain-des-Bois;8.1;77.9;72
18213;Saint-Germain-du-Puy;3.5;75.1;84.2
18214;Saint-Hilaire-de-Court;4.1;72.6;34
18215;Saint-Hilaire-de-Gondilly;9.3;78.9;31.2
18216;Saint-Hilaire-en-Lignières;4.6;80.9;30.8
18217;Saint-Jeanvrin;0;68.5;23.8
18218;Saint-Just;7.6;81.4;91.7
18219;Saint-Laurent;7.7;79.8;81.5
18220;Saint-Léger-le-Petit;6.4;77.7;35.7
18221;Saint-Loup-des-Chaumes;8.5;79.1;26.8
18223;Saint-Martin-d'Auxigny;6.4;82.7;70.4
18224;Saint-Martin-des-Champs;0;81.2;40.6
18225;Saint-Maur;4.5;64.3;34
18226;Saint-Michel-de-Volangis;4.8;80.5;25.6
18227;Sainte-Montaine;6.6;72.3;38.8
18228;Saint-Outrille;5.4;69.2;0
18229;Saint-Palais;5.9;83.5;41.1
18230;Saint-Pierre-les-Bois;0;80;100
18231;Saint-Pierre-les-Étieux;1.6;74.3;51.9
18232;Saint-Priest-la-Marche;4.5;72.1;16.7
18233;Saint-Satur;0;74.2;74.7
18234;Saint-Saturnin;2.1;67;68.4
18235;Sainte-Solange;4.3;78.3;64.1
18236;Saint-Symphorien;0;74.1;0
18237;Sainte-Thorette;12.5;81.5;82.8
18238;Saint-Vitte;0;81.4;75
18240;Sancergues;0;72;82
18241;Sancerre;8.2;78;69.7
18242;Sancoins;1.2;69.1;66.6
18243;Santranges;5.6;81.3;44.4
18244;Saugy;0;81.4;100
18245;Saulzais-le-Potier;5;77.9;50.5
18246;Savigny-en-Sancerre;3.2;78.7;54.1
18247;Savigny-en-Septaine;5.7;80.8;68.8
18248;Senneçay;14.2;82.8;75.6
18249;Sens-Beaujeu;0;80.7;31.8
18250;Serruelles;24;86.8;N/A - division par 0
18251;Sévry;0;74.4;0
18252;Sidiailles;3.7;70.3;23.4
18253;Soulangis;0;81.6;26.3
18254;Soye-en-Septaine;8.1;82;61.1
18255;Le Subdray;11.3;70;51.2
18256;Subligny;3.5;75.7;39.2
18257;Sury-près-Léré;6;75.5;82
18258;Sury-en-Vaux;5.3;79.8;45.1
18259;Sury-ès-Bois;0;75;42.4
18260;Tendron;0;88.5;20.8
18261;Thaumiers;2.8;71.3;76.7
18262;Thauvenay;0;81;33.3
18263;Thénioux;1.9;76.4;34.1
18264;Thou;0;76.6;31.2
18265;Torteron;3;76.6;49
18266;Touchay;8.8;73.3;50
18267;Trouy;9.7;79.5;75.2
18268;Uzay-le-Venon;3.2;79.6;0
18269;Vailly-sur-Sauldre;5;72.8;73.4
18270;Vallenay;0;72.2;30.3
18271;Vasselay;6.6;83.1;81.3
18272;Veaugues;5.4;75.6;82.6
18273;Venesmes;4.7;76.1;53.6
18274;Verdigny;4;84.8;20.6
18275;Vereaux;0;76.5;25
18276;Vernais;0;69.1;38.5
18277;Verneuil;0;71.4;100
18278;Vesdun;4.3;74;42.9
18279;Vierzon;3.4;71.2;79.3
18280;Vignoux-sous-les-Aix;10.7;80.9;49.5
18281;Vignoux-sur-Barangeon;2.5;80.3;40.8
18282;Villabon;2.2;80.4;76.8
18283;Villecelin;0;79.1;19.2
18284;Villegenon;0;71;34.9
18285;Villeneuve-sur-Cher;5.2;72;N/A - division par 0
18286;Villequiers;0;73.7;53
18287;Vinon;3.6;84.2;25
18288;Vorly;4.8;86.1;100
18289;Vornay;2.2;83.1;65.5
18290;Vouzeron;6.2;87.5;85.6
19001;Affieux;2.8;68.8;68.2
19002;Aix;7.2;81.2;68.2
19003;Albignac;4.9;79.2;N/A - division par 0
19004;Albussac;6.5;77.3;46.6
19005;Allassac;4.5;76.6;68.7
19006;Alleyrat;10.9;87.9;68.8
19007;Altillac;2.8;75;38.8
19008;Ambrugeat;10.9;73.4;37.5
19009;Les Angles-sur-Corrèze;25;87.9;N/A - division par 0
19010;Argentat-sur-Dordogne;4.7;72.8;71.4
19011;Arnac-Pompadour;5.1;73.6;61
19012;Astaillac;0;75.4;N/A - division par 0
19013;Aubazines;6.9;79.8;64.6
19014;Auriac;0;76.5;77.1
19015;Ayen;6.8;75.6;92.3
19016;Bar;0;72.8;44.4
19017;Bassignac-le-Bas;0;78;0
19018;Bassignac-le-Haut;0;68.9;25
19019;Beaulieu-sur-Dordogne;6;76.1;89.3
19020;Beaumont;11.5;69;0
19021;Bellechassagne;23.3;83.1;35.7
19022;Benayes;5.2;74.8;77.3
19023;Beynat;4.2;81.4;71.4
19024;Beyssac;11.3;74.6;68
19025;Beyssenac;3.2;79.7;27.3
19026;Bilhac;5.2;78.3;55.6
19027;Bonnefond;0;66.7;66.7
19028;Bort-les-Orgues;3.6;71.7;66.9
19029;Branceilles;3.8;81.5;52.9
19030;Brignac-la-Plaine;4.9;76.9;59.2
19031;Brive-la-Gaillarde;6.8;73.5;81
19033;Bugeat;0;65;82.1
19034;Camps-Saint-Mathurin-Léobazel;0;79.2;35.6
19035;Chabrignac;4.4;76.5;79.6
19036;Chamberet;2.4;68.9;76.5
19037;Chamboulive;2.9;73.4;65.4
19038;Chameyrat;8.6;76;65.1
19039;Champagnac-la-Noaille;0;79.7;75
19040;Champagnac-la-Prune;0;66.3;27.3
19041;Chanac-les-Mines;5.3;73.4;50
19042;Chanteix;8.3;80.2;54.3
19043;La Chapelle-aux-Brocs;0;78.3;46.9
19044;La Chapelle-aux-Saints;4.6;80.6;47.1
19045;La Chapelle-Saint-Géraud;12.5;72.3;0
19046;Chapelle-Spinasse;9.8;86.2;84.4
19047;Chartrier-Ferrière;3.2;78.3;48.8
19048;Le Chastang;0;81.4;11.8
19049;Chasteaux;3.3;83.4;45.9
19050;Chauffour-sur-Vell;5.2;76.8;61.9
19051;Chaumeil;5.6;73.1;37.8
19052;Chavanac;0;59.3;N/A - division par 0
19053;Chaveroche;13.1;83.3;31.2
19054;Chenailler-Mascheix;0;71.6;0
19055;Chirac-Bellevue;12.2;79.3;25
19056;Clergoux;0;73.5;27.8
19057;Collonges-la-Rouge;2.3;75.9;73.6
19058;Combressol;6.4;69.6;23.4
19059;Concèze;9.1;81.2;30.8
19060;Condat-sur-Ganaveix;7.1;68.3;59.1
19061;Cornil;2.6;77.7;89.8
19062;Corrèze;4;81;68.8
19063;Cosnac;5.9;75.8;67.8
19064;Couffy-sur-Sarsonne;0;88.9;0
19065;Courteix;0;89.2;N/A - division par 0
19066;Cublac;4.2;77.5;56.6
19067;Curemonte;16.2;78.3;62.5
19068;Dampniat;5.1;84.4;64.3
19069;Darazac;0;70.4;0
19070;Darnets;5.5;79.5;48.6
19071;Davignac;0;76;42.9
19072;Donzenac;8.4;79.5;74.2
19073;Égletons;3.2;66.1;68
19074;L'Église-aux-Bois;19.6;80;23.1
19075;Espagnac;0;73.1;45.5
19076;Espartignac;2.8;78.3;59.2
19077;Estivals;20.2;81.2;81.5
19078;Estivaux;0;80.4;60
19079;Eyburie;0;79;56.2
19080;Eygurande;5.2;76.3;85.8
19081;Eyrein;4.5;81.4;22.8
19082;Favars;9.8;79.8;82.6
19083;Feyt;10.8;84.4;26.3
19084;Forgès;0;70.2;56.7
19085;Gimel-les-Cascades;1.5;75.2;82.4
19086;Goulles;11.1;73.3;66
19087;Gourdon-Murat;0;78.6;37.5
19088;Grandsaigne;23.3;79.2;90.9
19089;Gros-Chastang;6.4;63.6;35.7
19090;Gumond;20.2;66.7;0
19091;Hautefage;0;77.1;66.1
19093;Jugeals-Nazareth;2.5;79.1;87.3
19094;Juillac;2;76.5;53.3
19095;Lacelle;0;81.6;56.5
19096;Ladignac-sur-Rondelles;2.8;75.6;76.6
19097;Lafage-sur-Sombre;0;73.9;0
19098;Lagarde-Marc-la-Tour;9.9;79.7;46.5
19099;Lagleygeolle;4.8;83.7;45.5
19100;Lagraulière;3.9;79.3;92.3
19101;Laguenne-sur-Avalouze;4.6;76.5;63.3
19102;Lamazière-Basse;8;69.5;42.9
19103;Lamazière-Haute;0;84.8;0
19104;Lamongerie;0;79.7;0
19105;Lanteuil;4.3;79.9;73.8
19106;Lapleau;5.9;78.7;77.3
19107;Larche;3.7;80.8;92.5
19108;Laroche-près-Feyt;0;82.2;0
19109;Lascaux;10.4;78.5;38.5
19110;Latronche;0;75;68
19111;Laval-sur-Luzège;9.3;69.1;31
19112;Lestards;0;78;0
19113;Liginiac;0;72.3;75.5
19114;Lignareix;7.2;71.3;107.1
19115;Ligneyrac;7.1;66.1;69.1
19116;Liourdres;7.8;85.9;17.5
19117;Lissac-sur-Couze;6.5;83.3;82.1
19118;Le Lonzac;11.3;73.2;68.5
19119;Lostanges;0;79.5;100
19120;Louignac;5.1;79.2;71.7
19121;Lubersac;5.1;77.4;58.9
19122;Madranges;15.1;71.1;62.2
19123;Malemort;3.4;75.2;70.9
19124;Mansac;1.6;76.9;62.2
19125;Marcillac-la-Croisille;2.6;72.3;88.2
19126;Marcillac-la-Croze;0;73.5;77.8
19128;Margerides;5.5;82.8;44.7
19129;Masseret;1.6;81.2;73.9
19130;Maussac;2.8;76.7;63
19131;Meilhards;6.2;71.3;33.7
19132;Ménoire;0;70.4;0
19133;Mercœur;0;63.9;63
19134;Merlines;4.3;70.8;97.5
19135;Mestes;10.5;78.3;22.2
19136;Meymac;5.2;71.2;67.6
19137;Meyrignac-l'Église;0;73.7;64.3
19138;Meyssac;5.1;76.3;64.9
19139;Millevaches;0;83.3;83.2
19140;Monceaux-sur-Dordogne;7.1;73.8;44.6
19141;Monestier-Merlines;3.9;82.6;94.4
19142;Monestier-Port-Dieu;0;69.5;61.5
19143;Montaignac-sur-Doustre;1.8;77.7;48.7
19144;Montgibaud;10.6;83.4;33.3
19145;Moustier-Ventadour;4.5;79.7;55.8
19146;Naves;6.2;77.4;78.2
19147;Nespouls;5.7;86.7;79
19148;Neuvic;7;66.4;83.4
19149;Neuville;5.6;73.2;100
19150;Noailhac;9.8;81.9;40
19151;Noailles;2.5;79.4;57
19152;Nonards;4.7;82.3;47.3
19153;Objat;4.1;75.9;74.8
19154;Orgnac-sur-Vézère;7.4;81.8;25
19155;Orliac-de-Bar;0;68.5;22.7
19156;Palazinges;16.4;84;66.7
19157;Palisse;0;77.8;61.5
19158;Pandrignes;19.6;76.9;33.3
19159;Péret-Bel-Air;0;78;0
19160;Pérols-sur-Vézère;5.5;68.6;50
19161;Perpezac-le-Blanc;8;79.4;53.6
19162;Perpezac-le-Noir;6.9;82.9;66.1
19163;Le Pescher;3.6;82.5;64.7
19164;Peyrelevade;1.3;52.5;88
19165;Peyrissac;0;79.4;100
19166;Pierrefitte;0;75;0
19167;Confolent-Port-Dieu;0;62.5;77.8
19168;Pradines;0;76.5;N/A - division par 0
19169;Puy-d'Arnac;7.8;78.7;37.5
19170;Queyssac-les-Vignes;11.4;77.9;29.4
19171;Reygade;6.2;75.7;21.1
19172;Rilhac-Treignac;0;68;68.8
19173;Rilhac-Xaintrie;3.7;68.3;38.8
19174;La Roche-Canillac;0;65.2;100
19175;Roche-le-Peyroux;0;76.7;0
19176;Rosiers-d'Égletons;6.4;77.3;52.1
19177;Rosiers-de-Juillac;0;86.2;50
19178;Sadroc;5.5;82.8;46.9
19179;Saillac;0;78.3;14
19180;Saint-Angel;7.1;78.9;37.9
19181;Saint-Augustin;2.7;74.5;61.2
19182;Saint-Aulaire;1.6;80.2;92.2
19184;Saint-Bazile-de-Meyssac;16.4;80;66.7
19186;Saint-Bonnet-Elvert;0;71.8;44.1
19187;Saint-Bonnet-la-Rivière;6.8;78.9;50
19188;Saint-Bonnet-l'Enfantier;6;79;60.8
19189;Saint-Bonnet-les-Tours-de-Merle;0;88.9;N/A - division par 0
19190;Saint-Bonnet-près-Bort;0;86;50
19191;Saint-Cernin-de-Larche;5.7;81.3;56.1
19192;Saint-Chamant;0;73.6;51
19193;Saint-Cirgues-la-Loutre;0;64.4;26.1
19194;Saint-Clément;2.6;81.1;70.2
19195;Saint-Cyprien;3.1;80.3;47.6
19196;Saint-Cyr-la-Roche;5.3;73.9;35.7
19198;Saint-Éloy-les-Tuileries;10.5;70.5;31.2
19199;Saint-Étienne-aux-Clos;0;74;71.4
19200;Saint-Étienne-la-Geneste;0;83.9;50
19201;Saint-Exupéry-les-Roches;3.9;81.4;73.2
19202;Sainte-Féréole;8.6;81.9;78.3
19203;Sainte-Fortunade;3.2;77;78.8
19204;Saint-Fréjoux;0;79.7;37.9
19205;Saint-Geniez-ô-Merle;0;75;20
19206;Saint-Germain-Lavolps;0;69.8;0
19207;Saint-Germain-les-Vergnes;13.2;78.6;65.5
19208;Saint-Hilaire-Foissac;0;80;27
19209;Saint-Hilaire-les-Courbes;10.4;80.2;0
19210;Saint-Hilaire-Luc;0;73;55.6
19211;Saint-Hilaire-Peyroux;7.4;81.8;62.6
19212;Saint-Hilaire-Taurieux;0;71.9;0
19213;Saint-Jal;3.8;76.4;65.8
19214;Saint-Julien-aux-Bois;9.4;78.5;43.3
19215;Saint-Julien-le-Pèlerin;0;74.1;60
19216;Saint-Julien-le-Vendômois;14.3;77.9;37
19217;Saint-Julien-Maumont;6.7;84.5;0
19219;Sainte-Marie-Lapanouze;19.5;74.4;100
19220;Saint-Martial-de-Gimel;7.9;79.9;81.1
19221;Saint-Martial-Entraygues;0;70.7;100
19222;Saint-Martin-la-Méanne;0;71.5;59.7
19225;Saint-Merd-de-Lapleau;0;71.7;100
19226;Saint-Merd-les-Oussines;10.6;78.9;100
19227;Saint-Mexant;4.8;79.5;69.5
19228;Saint-Pantaléon-de-Lapleau;0;72.5;45.2
19229;Saint-Pantaléon-de-Larche;6.7;78.7;66.9
19231;Saint-Pardoux-la-Croisille;13.4;74.5;41.2
19232;Saint-Pardoux-le-Neuf;0;84.3;0
19233;Saint-Pardoux-le-Vieux;15;81.1;34.1
19234;Saint-Pardoux-l'Ortigier;2.5;84.2;65.1
19235;Saint-Paul;9.1;71.4;44.4
19236;Saint-Priest-de-Gimel;2.5;79.9;53.7
19237;Saint-Privat;0;68.7;90.3
19238;Saint-Rémy;0;82.1;69.8
19239;Saint-Robert;3.8;71.1;59.7
19240;Saint-Salvadour;0;72.7;46.9
19241;Saint-Setiers;0;64.8;49.4
19242;Saint-Solve;18.3;75.4;71.4
19243;Saint-Sornin-Lavolps;1.6;79;71
19244;Saint-Sulpice-les-Bois;15.4;73.8;54.5
19245;Saint-Sylvain;7.5;58.8;50
19246;Saint-Viance;6.9;80.6;71.2
19247;Saint-Victour;17.3;84.1;33.3
19248;Les Trois-Saints;5.6;78.4;35.5
19249;Saint-Yrieix-le-Déjalat;0;78.5;37.7
19250;Salon-la-Tour;7.5;81.2;56.7
19251;Sarran;12;78.1;66.7
19252;Sarroux - Saint Julien;2.7;78.5;50
19253;Segonzac;0;70.9;42.6
19254;Ségur-le-Château;0;62.1;48.4
19255;Seilhac;6.1;77.5;86.5
19256;Sérandon;3.4;70.9;69.4
19257;Sérilhac;0;83.2;52.1
19258;Servières-le-Château;0;74.8;76.6
19259;Sexcles;5;84.5;51.4
19260;Sioniac;0;76.2;39.1
19261;Sornac;1.4;62.3;88.8
19262;Soudaine-Lavinadière;0;80.8;62.8
19263;Soudeilles;0;79.4;57.7
19264;Soursac;0;69.2;27.6
19265;Tarnac;3.4;77.4;45.5
19266;Thalamy;10.8;73.8;18.5
19268;Toy-Viam;0;82.4;100
19269;Treignac;0.9;71.4;78.7
19270;Troche;3.7;75.7;25.9
19271;Tudeils;13.4;79.5;59.3
19272;Tulle;3.8;76.2;88
19273;Turenne;0;74;69.6
19274;Ussac;7.3;77.5;78.1
19275;Ussel;3.6;74.2;73.4
19276;Uzerche;2;54.3;83.2
19277;Valiergues;0;86.3;50
19278;Varetz;5.5;76.4;80.4
19279;Vars-sur-Roseix;6.2;82.8;74
19280;Végennes;5.2;75;26.7
19281;Veix;0;86.8;N/A - division par 0
19283;Veyrières;0;76;0
19284;Viam;22.5;82.7;100
19285;Vigeois;2.7;68.7;84.8
19286;Vignols;4.4;78.5;41.7
19287;Vitrac-sur-Montane;0;80.3;74.5
19288;Voutezac;0.9;69.4;69.5
19289;Yssandon;7.3;75.4;35.7
21001;Agencourt;2.8;60.1;84.2
21002;Agey;10.2;81.6;85.7
21003;Ahuy;10.8;78.1;87.5
21004;Aignay-le-Duc;8.8;83.8;87.7
21005;Aiserey;4.8;82;80.9
21006;Aisey-sur-Seine;7.1;69;100
21007;Aisy-sous-Thil;0;83.8;72.2
21008;Alise-Sainte-Reine;10.2;60.9;91.8
21009;Allerey;7.1;85.9;0
21010;Aloxe-Corton;8.3;79.6;39.8
21011;Ampilly-les-Bordes;0;70.5;12.8
21012;Ampilly-le-Sec;0;79;41.7
21013;Ancey;27.9;82.8;60
21014;Antheuil;19.2;78.1;0
21015;Antigny-la-Ville;0;74.1;0
21016;Arceau;12.6;81.1;50.6
21017;Arcenant;9.2;82.5;73
21018;Arcey;0;93.5;44.4
21020;Arconcey;0;82;0
21021;Arc-sur-Tille;15.3;79.9;84.2
21022;Argilly;12;85.4;68.6
21023;Arnay-le-Duc;1.7;75.9;72.5
21024;Arnay-sous-Vitteaux;0;75;88.9
21025;Arrans;0;66.7;0
21026;Asnières-en-Montagne;0;77.9;43.1
21027;Asnières-lès-Dijon;17.9;77.6;100
21028;Athée;3;78.6;100
21029;Athie;0;94.7;38.9
21030;Aubaine;0;85;37.5
21031;Aubigny-en-Plaine;15.2;81.8;64.1
21032;Aubigny-la-Ronce;6.8;74.5;66.7
21033;Aubigny-lès-Sombernon;13.4;76.2;0
21034;Autricourt;15.4;76.8;33.3
21035;Auvillars-sur-Saône;7.2;82;65.2
21036;Auxant;0;89.8;0
21037;Auxey-Duresses;3.8;80.9;36.1
21038;Auxonne;4;77;89.1
21039;Avelanges;0;77.3;33.3
21040;Avosnes;14.5;85.7;111.1
21041;Avot;11.5;81.1;55.6
21042;Bagnot;8.1;81.3;40
21043;Baigneux-les-Juifs;0;68.4;70.3
21044;Balot;0;89.1;69.6
21045;Barbirey-sur-Ouche;5.2;76;100
21046;Bard-le-Régulier;0;75;N/A - division par 0
21047;Bard-lès-Époisses;0;86.4;N/A - division par 0
21048;Barges;12.4;81.5;27
21049;Barjon;0;94.4;50
21050;Baubigny;0;82.4;45.2
21051;Baulme-la-Roche;11.5;79.4;N/A - division par 0
21052;Beaulieu;0;76.5;100
21053;Beaumont-sur-Vingeanne;0;79;47.6
21054;Beaune;8;78.2;81.7
21055;Beaunotte;0;66.7;100
21056;Beire-le-Châtel;8.4;73.1;66.8
21057;Beire-le-Fort;16;81.7;67.9
21058;Belan-sur-Ource;5.7;78.7;26.8
21059;Bellefond;9.7;76.3;100
21060;Belleneuve;3.9;80.1;81.5
21061;Bellenod-sur-Seine;0;84.2;0
21062;Bellenot-sous-Pouilly;5.1;81.8;80
21063;Beneuvre;0;71.7;100
21064;Benoisey;11.5;76.8;26.3
21065;Bessey-en-Chaume;0;84.2;47.6
21066;Bessey-la-Cour;0;89.7;0
21067;Bessey-lès-Cîteaux;7.4;83.3;61.1
21068;Beurey-Bauguay;8.3;80;100
21069;Beurizot;0;82.1;0
21070;Bévy;28;82.1;14.7
21071;Bèze;10.8;79.7;81.6
21072;Bézouotte;5.6;81.8;72.1
21074;Billey;0;72.5;100
21075;Billy-lès-Chanceaux;16.9;76.2;20.4
21076;Binges;10.6;82.6;49.6
21077;Bissey-la-Côte;0;79.5;100
21078;Bissey-la-Pierre;0;85;0
21079;Blagny-sur-Vingeanne;0;80.3;50
21080;Blaisy-Bas;7.3;78.4;100
21081;Blaisy-Haut;20.4;76.5;61.5
21082;Blancey;0;87.5;100
21083;Blanot;8.7;79.3;0
21084;Source-Seine;20;85.7;81.2
21085;Bligny-le-Sec;15.5;80.6;84.6
21086;Bligny-lès-Beaune;13.6;83.2;55
21087;Bligny-sur-Ouche;6.9;72.1;78.8
21088;Boncourt-le-Bois;18.3;73.7;19.2
21089;Bonnencontre;5.6;84.7;64.3
21090;Boudreville;0;85.7;0
21091;Bouhey;0;75;0
21092;Bouilland;32.5;87.6;56
21093;Bouix;0;80.2;N/A - division par 0
21094;Bourberain;2.9;79.8;51.7
21095;Bousselange;0;66.7;0
21096;Boussenois;12.8;81.2;0
21097;Boussey;0;95.5;0
21098;Boux-sous-Salmaise;0;79.1;37
21099;Bouze-lès-Beaune;0;83.6;41.7
21100;Brain;0;68.2;100
21101;Braux;6.5;81.6;0
21102;Brazey-en-Morvan;0;71;50
21103;Brazey-en-Plaine;5.1;80.2;71.5
21104;Brémur-et-Vaurois;28.6;87;100
21105;Bressey-sur-Tille;4.7;82;59.4
21106;Bretenière;1.4;81.1;75.2
21107;Bretigny;12.1;79;74.3
21108;Brianny;9.1;72.1;44.4
21109;Brion-sur-Ource;5.8;72;44.6
21110;Brochon;15.7;76.2;80.4
21111;Brognon;19.6;81;77.7
21112;Broin;5.9;84.4;51.6
21113;Broindon;7.7;83.2;0
21114;Buffon;0;75.9;82.8
21115;Buncey;7;74.5;55.6
21116;Bure-les-Templiers;0;71.4;21.3
21117;Busseaut;0;72.2;N/A - division par 0
21118;Busserotte-et-Montenaille;0;71.4;0
21119;Bussières;0;81;0
21120;La Bussière-sur-Ouche;12.6;79.8;100
21121;Bussy-la-Pesle;0;86;100
21122;Bussy-le-Grand;19.3;79.7;36.8
21123;Buxerolles;50;90.9;70
21124;Censerey;0;68.8;59.3
21125;Cérilly;9.2;74.5;27.8
21126;Cessey-sur-Tille;10;88.1;65.1
21127;Chaignay;12;81.6;75
21128;Chailly-sur-Armançon;4.5;80.7;71.3
21129;Chambain;38.1;94.1;57.1
21130;Chambeire;0;84.7;100
21131;Chamblanc;5.2;76.3;72.6
21132;Chambœuf;24.8;76;75
21133;Chambolle-Musigny;8.2;85.7;36.2
21134;Chamesson;0;73;42.4
21135;Champagne-sur-Vingeanne;4.1;76.7;100
21136;Champagny;0;89.5;100
21137;Champ-d'Oiseau;0;75.9;100
21138;Champdôtre;4.3;81.8;34.2
21139;Champeau-en-Morvan;4.7;81.1;50
21140;Champignolles;17.9;87;0
21141;Champrenault;37.8;73.7;N/A - division par 0
21142;Chanceaux;0;78.6;58.3
21143;Channay;0;69.7;103.1
21144;Charencey;33.3;95;N/A - division par 0
21145;Charigny;0;87;N/A - division par 0
21146;Charmes;0;76.3;100
21147;Charny;0;93.3;N/A - division par 0
21148;Charrey-sur-Saône;4;81.1;82.8
21149;Charrey-sur-Seine;0;80.9;N/A - division par 0
21150;Chassagne-Montrachet;0;80.4;47.6
21151;Chassey;31.6;82.5;N/A - division par 0
21152;Châteauneuf;15.4;75;79.2
21153;Châtellenot;7;82.7;51.6
21154;Châtillon-sur-Seine;4.7;63.3;74.8
21155;Chaudenay-la-Ville;0;59.1;100
21156;Chaudenay-le-Château;0;96.6;100
21157;Chaugey;0;100;N/A - division par 0
21158;Chaume-et-Courchamp;0;84.8;71.4
21159;La Chaume;0;75;100
21160;Chaume-lès-Baigneux;13.5;80.3;19.2
21161;Chaumont-le-Bois;0;71.4;0
21162;Chaux;10.4;82.7;41.7
21163;Chazeuil;6;83.9;52.4
21164;Chazilly;0;87.4;44.4
21165;Chemin-d'Aisey;0;80.6;68.8
21166;Chenôve;3.7;71.5;76.8
21167;Cheuge;0;93;17.2
21168;Chevannay;0;79.2;0
21169;Chevannes;6.8;87.6;80.6
21170;Chevigny-en-Valière;0;89.3;12.8
21171;Chevigny-Saint-Sauveur;7.4;79.4;61.6
21172;Chivres;0;80.2;66.7
21173;Chorey-les-Beaune;3.9;79.5;35.7
21175;Cirey-lès-Pontailler;0;83.3;N/A - division par 0
21176;Civry-en-Montagne;0;83.1;50
21177;Clamerey;11.2;81;62.9
21178;Valforêt;6.5;81.9;33.3
21179;Clénay;9.2;79.9;68.6
21180;Cléry;0;82.5;N/A - division par 0
21181;Clomot;0;72.5;33.3
21182;Collonges-lès-Bévy;0;92.1;41.7
21183;Collonges-et-Premières;4.7;83.4;56
21184;Colombier;20;92.7;N/A - division par 0
21185;Combertault;4.5;74.6;58.1
21186;Comblanchien;6;80.3;30
