dept_num;pob;cadres;activity_rate;tertiaire
70571;Visoncourt;0;91.3;0
70572;Vitrey-sur-Mance;3.9;79;86.2
70573;La Voivre;0;84.2;35.7
70574;Volon;0;89.7;0
70575;Voray-sur-l'Ognon;7.4;80.9;43.8
70576;Vougécourt;0;67.1;26.3
70577;Vouhenans;3;78.4;54.2
70578;Vregille;0;82.4;100
70579;Vyans-le-Val;10;75.8;70.6
70580;Vy-le-Ferroux;0;79.8;55.6
70581;Vy-lès-Lure;1.7;78.5;100
70582;Vy-lès-Rupt;0;78.3;0
70583;Vy-lès-Filain;18;82.1;37.5
71001;L'Abergement-de-Cuisery;4.6;81.5;62.2
71002;L'Abergement-Sainte-Colombe;3.1;82.6;72
71003;Allerey-sur-Saône;3;80.9;59.3
71004;Allériot;5.4;82.5;69.8
71005;Aluze;18.6;75;25
71006;Amanzé;5.7;78.4;76.2
71007;Ameugny;7.8;64.4;64.1
71008;Anglure-sous-Dun;0;77.8;0
71009;Anost;9;72.2;56.5
71010;Antully;1.5;78.5;37.3
71011;Anzy-le-Duc;5.6;78.7;77.5
71012;Artaix;9.2;76.6;55.2
71013;Authumes;4.1;72.4;60
71014;Autun;5.4;70.5;79.5
71015;Auxy;9.2;74.1;65.5
71016;Azé;5.7;79.5;61.1
71017;Ballore;16.4;79.2;0
71018;Bantanges;2.2;71.9;68.5
71019;Barizey;14.9;79.2;25
71020;Barnay;11.1;81;50
71021;Baron;14.7;76.2;76.2
71022;Baudemont;0;80.2;63.3
71023;Baudrières;2.2;81.7;58.1
71024;Baugy;7.1;74.2;39.2
71025;Beaubery;13.1;78.2;46.4
71026;Beaumont-sur-Grosne;0;83.6;26.3
71027;Beaurepaire-en-Bresse;0;80.1;48.8
71028;Beauvernois;0;77.6;50
71029;Bellevesvre;3.6;73.2;83.3
71030;Bergesserin;0;59;83.7
71031;Berzé-le-Châtel;0;77.5;0
71032;Berzé-la-Ville;8.5;82.5;30.3
71033;Bey;6;81.7;63.6
71034;Bissey-sous-Cruchaud;3.6;77.2;11.1
71035;Bissy-la-Mâconnaise;10.8;79.4;0
71036;Bissy-sous-Uxelles;0;72.3;0
71037;Bissy-sur-Fley;14.7;78;55.6
71038;Les Bizots;5.5;79.1;29
71039;Blanot;9.9;82.8;35.9
71040;Blanzy;2.5;72.6;60.3
71041;Bois-Sainte-Marie;5.8;78;100
71042;Bonnay-Saint-Ythaire;4.3;55.4;86.5
71043;Les Bordes;0;79.7;0
71044;Bosjean;4;76.7;42.1
71045;Bouhans;0;72.6;50
71046;La Boulaye;0;69.1;88.5
71047;Bourbon-Lancy;2.3;73.6;54.9
71048;Bourg-le-Comte;0;75.5;53.7
71050;Bourgvilain;8.1;79.6;68.1
71051;Bouzeron;6.8;78.7;62
71052;Boyer;7.8;77.7;65.7
71054;Bragny-sur-Saône;3.7;85;47.5
71056;Branges;2;77.1;45.4
71057;Bray;9.3;88.2;18.6
71058;Bresse-sur-Grosne;0;77.8;34.4
71059;Le Breuil;3.7;70.9;85.8
71060;Briant;4.9;78.4;47.9
71061;Brienne;0;80.1;83.3
71062;Brion;0;79.6;66.7
71063;Broye;3;77.2;66.7
71064;Bruailles;2.4;74.3;54.5
71065;Buffières;19;83.4;60.9
71066;Burgy;0;80.6;0
71067;Burnand;0;76.6;0
71068;Burzy;0;81.2;37.5
71069;Bussières;8.6;79.4;15.2
71070;Buxy;7.1;72.9;82
71071;Céron;4.9;75.2;33.3
71072;Cersot;27.1;90.1;25
71073;Chagny;1.7;79.5;70.3
71074;Chaintré;13.7;79.1;86.5
71075;Chalmoux;3.7;75.8;54.5
71076;Chalon-sur-Saône;6.1;75.1;80.6
71077;Chambilly;4.8;76.1;40.7
71078;Chamilly;9.3;86.1;17.2
71079;Champagnat;2.5;81;56.1
71080;Champagny-sous-Uxelles;14.3;79.5;50
71081;Champforgeuil;2.5;75.5;52.1
71082;Champlecy;0;81.9;62.7
71084;Chânes;6.6;81.8;71.9
71085;Change;15.1;79.6;20.3
71086;Changy;2.8;83.3;39
71087;Chapaize;0;81.3;79.1
71088;La Chapelle-au-Mans;12;85.9;33.3
71089;La Chapelle-de-Bragny;4.8;77.9;40
71090;La Chapelle-de-Guinchay;6.4;79.5;68.6
71091;La Chapelle-du-Mont-de-France;6.7;73.1;50
71092;La Chapelle-Naude;2.5;74.8;26
71093;La Chapelle-Saint-Sauveur;5.6;70.3;58.7
71094;La Chapelle-sous-Brancion;7;80.3;40
71095;La Chapelle-sous-Dun;2.8;77.6;20.4
71096;La Chapelle-sous-Uchon;0;74.3;44
71097;La Chapelle-Thècle;5.9;77.4;61.1
71098;Charbonnat;5.9;81.5;60.9
71099;Charbonnières;10.5;81;100
71100;Chardonnay;0;85;26.7
71101;Charette-Varennes;0;77.5;100
71102;La Charmée;10.8;76.9;74.1
71103;Charmoy;4.5;88.6;14.5
71104;Charnay-lès-Chalon;5.6;89.2;76.9
71105;Charnay-lès-Mâcon;7.6;75;79.4
71106;Charolles;6.6;71.6;85.3
71107;Charrecey;7.6;78.4;51.7
71108;Chasselas;6.5;86.5;77.3
71109;Chassey-le-Camp;6.9;82.7;32
71110;Chassigny-sous-Dun;4.3;79.1;30.3
71111;Chassy;3.9;79;47.2
71112;Château;4.9;78.3;35.5
71113;Châteauneuf;13.5;84.6;50
71115;Châtel-Moron;0;77.2;0
71116;Châtenay;0;72.6;80
71117;Châtenoy-en-Bresse;8.2;80.3;75.2
71118;Châtenoy-le-Royal;5.4;77.7;78.7
71119;Chaudenay;4.2;83.9;72.5
71120;Chauffailles;4.4;72.2;74.8
71121;La Chaux;0;72.1;48.4
71122;Cheilly-lès-Maranges;1.8;82;61.9
71123;Chenay-le-Châtel;0;79.4;23.8
71124;Chenôves;0;82.2;32.5
71125;Chérizet;0;72.7;85.2
71126;Chevagny-les-Chevrières;13.5;80;17.6
71127;Chevagny-sur-Guye;0;84.6;62.5
71128;Chiddes;11.4;90;30.8
71129;Chissey-en-Morvan;0;77.6;53.3
71130;Chissey-lès-Mâcon;4.8;75.8;65.5
71132;Ciry-le-Noble;4.5;78.3;68.9
71133;La Clayette;4;76.1;81.1
71134;Navour-sur-Grosne;13.2;83.7;56.4
71135;Clessé;4.4;81;45
71136;Clessy;0;75.6;100
71137;Cluny;5.2;64.4;79
71139;Collonge-en-Charollais;9.1;81;50
71140;Collonge-la-Madeleine;33.3;87;86.2
71141;Colombier-en-Brionnais;4;78.1;47.9
71142;La Comelle;0;72.4;33.3
71143;Condal;0;79.8;31.2
71144;Cordesse;0;80.2;82.6
71145;Cormatin;5.7;74.6;65.3
71146;Cortambert;0;81;100
71147;Cortevaix;19.9;81.2;37.8
71148;Coublanc;2.9;74.8;38.9
71149;Couches;1;80.1;69.3
71150;Crêches-sur-Saône;3.8;79.5;83.6
71151;Créot;13.8;88.4;100
71152;Cressy-sur-Somme;7.5;82.3;60
71153;Le Creusot;4;68.2;62.9
71154;Crissey;4.4;75.4;63.2
71155;Cronat;2.8;72.3;58.8
71156;Cruzille;4.4;77.8;55.6
71157;Cuiseaux;1.9;76.5;64.7
71158;Cuisery;2.1;75.9;69.1
71159;Culles-les-Roches;11.8;77.5;19.2
71160;Curbigny;3.6;80.2;28.6
71161;Curdin;3.8;83.2;60
71162;Curgy;8.5;79.9;40.7
71163;Curtil-sous-Buffières;10.8;83.6;N/A - division par 0
71164;Curtil-sous-Burnand;16.1;72.6;0
71165;Cussy-en-Morvan;14.1;67.4;68.3
71166;Cuzy;9.4;76.1;0
71167;Damerey;4.3;76.9;100
71168;Dampierre-en-Bresse;0;74.1;N/A - division par 0
71169;Davayé;5.9;82.6;57.7
71170;Demigny;4.9;78.2;62.3
71171;Dennevy;4;78.2;100
71172;Dettey;0;78.7;27.3
71173;Devrouze;7.2;79.3;44.4
71174;Dezize-lès-Maranges;21.2;83.1;34.5
71175;Diconne;3.5;75.1;51.2
71176;Digoin;1.5;71.8;74.4
71177;Dommartin-lès-Cuiseaux;1.5;75.4;63.2
71178;Dompierre-les-Ormes;5.4;76.2;43.5
71179;Dompierre-sous-Sanvignes;0;82.9;N/A - division par 0
71181;Donzy-le-Pertuis;0;77.9;50
71182;Dracy-le-Fort;3.8;73;70.8
71183;Dracy-lès-Couches;0;83.9;10.8
71184;Dracy-Saint-Loup;1.9;78.8;31.6
71185;Dyo;7;82;76.5
71186;Écuelles;0;85.4;18.2
71187;Écuisses;3.7;76.7;61.2
71188;Épertully;0;82.1;62.5
71189;Épervans;5;81.2;46.5
71190;Épinac;1.6;73.7;59.8
71191;Essertenne;9.9;75.1;78.7
71192;Étang-sur-Arroux;3.2;76.7;80.8
71193;Étrigny;2.4;75.9;50
71194;Farges-lès-Chalon;7.5;78;79.3
71195;Farges-lès-Mâcon;11.4;84.4;47.6
71196;Le Fay;0;78.4;70.9
71198;Flacey-en-Bresse;3;78.9;66.7
71199;Flagy;6.1;83;16.1
71200;Fleury-la-Montagne;5.1;83.1;74.7
71201;Fley;0;70;75
71202;Fontaines;6.3;75.1;63
71203;Fontenay;28.6;93.3;0
71204;Fragnes-La Loyère;6.9;79.6;65.4
71205;Frangy-en-Bresse;1.6;74.2;70.4
71206;La Frette;4.7;77;100
71207;Fretterans;0;70.7;60.9
71208;Frontenard;5.8;70.3;51.7
71209;Frontenaud;0;74.4;90.2
71210;Fuissé;10.2;84.9;29.8
71212;Génelard;2.5;71.8;54.1
71213;La Genête;2.1;80.7;17.6
71214;Genouilly;9.5;77.7;41.5
71215;Gergy;6.3;78.3;68.1
71216;Germagny;0;72.8;66.7
71217;Germolles-sur-Grosne;0;80;40.5
71218;Gibles;4.3;74.1;41
71219;Gigny-sur-Saône;2.2;79.1;38.8
71220;Gilly-sur-Loire;4.5;72.2;54.4
71221;Givry;17;78.8;71.1
71222;Gourdon;6.2;78.1;74.8
71223;La Grande-Verrière;4.2;79.5;49.4
71224;Grandvaux;13;71.7;55.6
71225;Granges;12;86.7;53.3
71226;Grevilly;0;78.6;13
71227;Grury;4.7;69.5;46.3
71228;Guerfand;0;84.1;107.1
71229;Les Guerreaux;4.9;80.6;19.2
71230;Gueugnon;1.6;72.8;62.2
71231;La Guiche;0;79.3;83.1
71232;Hautefond;18.2;75.4;14.9
71233;L'Hôpital-le-Mercier;0;80.7;72.5
71234;Huilly-sur-Seille;3.3;70.7;11.8
71235;Hurigny;4.9;79.6;85.5
71236;Igé;7.2;81.8;57.6
71237;Igornay;0;75.9;54.5
71238;Iguerande;9;80.6;50.8
71239;Issy-l'Évêque;3.3;79.8;52.3
71240;Jalogny;3.1;84.7;30
71241;Jambles;10.2;82.4;41.2
71242;Joncy;2.1;77.6;87
71243;Joudes;0;77.4;53.1
71244;Jouvençon;7.8;72.5;48.3
71245;Jugy;3.8;74.9;52.6
71246;Juif;10;79.1;50
71247;Jully-lès-Buxy;3.8;80.7;61.9
71248;Lacrost;0;81.8;43.1
71249;Laives;10.5;78.3;52.9
71250;Laizé;9.4;84.5;68.8
71251;Laizy;0;81.1;25.6
71252;Lalheue;7.1;78.3;54.8
71253;Lans;2.6;76.1;69.7
71254;Lays-sur-le-Doubs;0;77.4;17.9
71255;Lesme;0;80.2;73.7
71256;Lessard-en-Bresse;6.5;81.9;83.3
71257;Lessard-le-National;5.5;77.7;64.3
71258;Leynes;11.3;83.7;80.1
71259;Ligny-en-Brionnais;0;81.2;67.5
71261;Loisy;3.4;78.6;72.1
71262;Longepierre;0;72.4;59.4
71263;Louhans;2.5;72.8;79.5
71264;Lournand;7.7;77.7;39.6
71266;Lucenay-l'Évêque;7.4;82;48.4
71267;Lugny;8.3;84.6;69.2
71268;Lugny-lès-Charolles;4.4;87;56.8
71269;Lux;5;80.5;87.7
71270;Mâcon;6.3;74;84.8
71271;Mailly;7.6;78.4;23.8
71272;Malay;9.7;81.1;58.8
71273;Maltat;4.5;79.5;41.7
71274;Mancey;6.4;80.7;37
71275;Marcigny;3.3;76.5;61.7
71276;Marcilly-la-Gueurce;0;77.3;0
71277;Marcilly-lès-Buxy;15.2;80.7;55.6
71278;Marigny;8.2;72.8;18.9
71279;Le Rousset-Marizy;6.3;78.6;33.6
71280;Marly-sous-Issy;0;91.3;9.6
71281;Marly-sur-Arroux;3;70.8;39.6
71282;Marmagne;7.4;78.2;55.9
71283;Marnay;0;76.6;62.5
71284;Martailly-lès-Brancion;0;76.5;43.8
71285;Martigny-le-Comte;0;79;57.1
71286;Mary;9.2;75.5;80
71287;Massilly;0;76.5;19.9
71289;Matour;3.1;77;60.5
71290;Mazille;5.2;77.9;90.9
71291;Melay;2.7;78.5;48.7
71292;Mellecey;8.6;79.9;76.3
71293;Ménetreuil;6.1;79.5;68.9
71294;Mercurey;5.7;80.6;58.6
71295;Mervans;0;77.1;74.9
71296;Messey-sur-Grosne;10.5;85;65.6
71297;Mesvres;4.7;81.6;69.2
71299;Milly-Lamartine;6.5;82.4;60.9
71300;Le Miroir;2.2;75.7;61.6
71301;Mont;0;81.2;55.6
71302;Montagny-lès-Buxy;17.9;77;56.6
71303;Montagny-près-Louhans;2.5;78.5;61.5
71305;Montbellet;4.3;84.4;56
71306;Montceau-les-Mines;2.1;67.8;82
71307;Montceaux-l'Étoile;4.2;79.9;16.7
71308;Montceaux-Ragny;51.6;66.7;N/A - division par 0
71309;Montcenis;8.7;74.2;76.1
71310;Montchanin;4.2;76.4;70
71311;Montcony;8.8;77;58.8
71312;Montcoy;0;83.4;62.1
71313;Monthelon;3.3;81.7;11.9
71314;Montjay;5.9;74.1;50
71315;Mont-lès-Seurre;0;84.7;0
71316;Montmelard;6.7;77.9;49.4
71317;Montmort;5.8;74.1;0
71318;Montpont-en-Bresse;0;74.3;35.2
71319;Montret;1.7;78.5;81.3
71320;Mont-Saint-Vincent;6.5;80.7;91
71321;Morey;6.1;77.8;14.3
71322;Morlet;26.9;88.2;25
71323;Mornay;7.9;78.9;33.3
71324;Moroges;8.2;80.3;43
71325;La Motte-Saint-Jean;1.8;77.1;82
71326;Mouthier-en-Bresse;2.2;76.5;23.3
71327;Mussy-sous-Dun;7;80.3;18.5
71328;Nanton;3.6;81.5;62.5
71329;Navilly;0;80;59.8
71330;Neuvy-Grandchamp;7.6;82.5;24.1
71331;Nochize;0;84.7;35.3
71332;Ormes;0;78.2;42.4
71333;Oslon;6;79.2;58.8
71334;Oudry;9.9;83.2;27.8
71335;Ouroux-sous-le-Bois-Sainte-Marie;0;72.1;100
71336;Ouroux-sur-Saône;4.6;83;71
71337;Oyé;4.1;78.8;20
71338;Ozenay;9.1;78.7;41.4
71339;Ozolles;2.4;75;57.1
71340;Palinges;2.5;76.6;46.2
71341;Palleau;0;86.4;17.2
71342;Paray-le-Monial;3.5;70.1;89.8
71343;Paris-l'Hôpital;0;82.4;53.1
71344;Passy;0;53.5;79.2
71345;Péronne;12.1;83.9;63.9
71346;Perrecy-les-Forges;9.8;72.2;42.3
71347;Perreuil;2.3;75.1;81.1
71348;Perrigny-sur-Loire;0;72;33.3
71349;La Petite-Verrière;25;88.9;0
71350;Pierreclos;2.7;82.7;34.9
71351;Pierre-de-Bresse;1.2;76.4;64.9
71352;Le Planois;0;81;59.1
71353;Plottes;6.2;79.2;100
71354;Poisson;10.7;79.5;52.6
71355;Pontoux;0;80.9;30.6
71356;Pouilloux;4;77.9;68.3
71357;Pourlans;0;79;65.5
71358;Pressy-sous-Dondin;0;83.7;N/A - division par 0
71359;Préty;6.2;76.6;50
71360;Prissé;7.2;79.7;60.5
71361;Prizy;0;79.4;N/A - division par 0
71362;Pruzilly;3.8;82.9;77.3
71363;Le Puley;15;60;66.7
71364;La Racineuse;0;74.5;N/A - division par 0
71365;Rancy;6.5;77.2;44.7
71366;Ratenelle;0;78;87.8
71367;Ratte;3.2;81.7;75
71368;Reclesne;0;75.5;14.3
71369;Remigny;0;81;38.5
71370;Rigny-sur-Arroux;1.9;73.9;63.4
71371;La Roche-Vineuse;6;82.6;48.9
71372;Romanèche-Thorins;2.4;81.5;61.1
71373;Romenay;2;70.5;60.6
71374;Rosey;24.1;78.9;0
71376;Roussillon-en-Morvan;0;77.6;29.1
71377;Royer;18;82.6;19.2
71378;Rully;6.1;83.1;57.5
71379;Sagy;1.8;74;38
71380;Saillenard;8.6;78.3;82.8
71381;Sailly;0;81;100
71382;Saint-Agnan;3.4;77.7;45.8
71383;Saint-Albain;2.2;80.5;92.1
71384;Saint-Ambreuil;11.6;77.9;79.8
71385;Saint-Amour-Bellevue;5.7;85.7;41.4
71386;Saint-André-en-Bresse;10.9;77.8;100
71387;Saint-André-le-Désert;4.4;79.5;73.5
71388;Saint-Aubin-en-Charollais;5.2;80.5;30.2
71389;Saint-Aubin-sur-Loire;0;79.2;78.3
71390;Saint-Berain-sous-Sanvignes;5.7;78.4;19.8
71391;Saint-Bérain-sur-Dheune;6.6;79.2;74.1
71392;Saint-Boil;9.7;85.9;61.3
71393;Saint-Bonnet-de-Cray;7.3;77.9;60
71394;Saint-Bonnet-de-Joux;1.4;77.9;82.2
71395;Saint-Bonnet-de-Vieille-Vigne;0;77.9;62.5
71396;Saint-Bonnet-en-Bresse;4.1;81;53
71397;Sainte-Cécile;4.4;85.1;86.5
71398;Saint-Christophe-en-Bresse;2.3;78.7;89.1
71399;Saint-Christophe-en-Brionnais;7;77.4;73
71400;Saint-Clément-sur-Guye;9;80.2;74.3
71401;Sainte-Croix-en-Bresse;1.8;75.6;52.1
71402;Saint-Cyr;0;76.6;54.9
71403;Saint-Denis-de-Vaux;4.7;79.3;56.5
71404;Saint-Désert;5.2;81.9;75.6
71405;Saint-Didier-en-Bresse;19.3;80.9;43.5
71406;Saint-Didier-en-Brionnais;18;78.9;34
71407;Saint-Didier-sur-Arroux;8.8;85.8;44
71408;Saint-Edmond;3.7;79.8;63
71409;Saint-Émiland;11.8;82.4;71.4
71410;Saint-Étienne-en-Bresse;9;79;77.9
71411;Saint-Eugène;15.4;85.3;66.7
71412;Saint-Eusèbe;9.8;82.6;21.7
71413;Saint-Firmin;7.2;77.8;53
71414;Saint-Forgeot;2.5;75.8;15.4
71415;Sainte-Foy;0;73.2;50
71416;Saint-Gengoux-de-Scissé;2.1;79;32.4
71417;Saint-Gengoux-le-National;4.3;79.6;81.3
71419;Saint-Germain-du-Bois;4.1;72.4;75.9
71420;Saint-Germain-du-Plain;4.7;79.7;61.2
71421;Saint-Germain-en-Brionnais;0;80;20
71422;Saint-Germain-lès-Buxy;8.9;81.1;83.3
71423;Saint-Gervais-en-Vallière;0;79.8;48.4
71424;Saint-Gervais-sur-Couches;12.2;85.2;39.5
71425;Saint-Gilles;0;83;57.1
71426;Sainte-Hélène;7.2;83;58
71427;Saint-Huruge;0;83.3;0
71428;Saint-Igny-de-Roche;6.9;76.3;45.5
71430;Saint-Jean-de-Vaux;15.8;83.3;71.4
71431;Saint-Jean-de-Trézy;0;83.6;50.9
71433;Saint-Julien-de-Civry;10;81.5;53.7
71434;Saint-Julien-de-Jonzy;3.5;78.7;53.5
71435;Saint-Julien-sur-Dheune;0;85;73.9
71436;Saint-Laurent-d'Andenay;6.2;77.5;48.4
71437;Saint-Laurent-en-Brionnais;7.4;75.4;53.1
71438;Saint-Léger-du-Bois;2.3;81.1;52.4
71439;Saint-Léger-lès-Paray;5;83.7;67.9
71440;Saint-Léger-sous-Beuvray;12.7;78.2;52.6
71441;Saint-Léger-sous-la-Bussière;4.4;76.1;53.2
71442;Saint-Léger-sur-Dheune;8.1;81.3;80.1
71443;Saint-Loup-Géanges;6.3;81.1;50.8
71444;Saint-Loup-de-Varennes;8.9;77.9;59.6
71445;Saint-Marcel;6.8;78;54.3
71446;Saint-Marcelin-de-Cray;5.9;74.3;89.1
71447;Saint-Mard-de-Vaux;11.9;79.2;24.6
71448;Saint-Martin-Belle-Roche;4.3;80.3;47.9
71449;Saint-Martin-d'Auxy;9.5;82;N/A - division par 0
71450;Saint-Martin-de-Commune;0;81.2;48.4
71451;Saint-Martin-de-Lixy;0;88.7;0
71452;Saint-Martin-de-Salencey;0;69.1;26.3
71453;Saint-Martin-du-Lac;0;73.8;22.7
71454;Saint-Martin-du-Mont;6.7;73.8;100
71455;Saint-Martin-du-Tartre;7.4;78.2;85.3
71456;Saint-Martin-en-Bresse;2.6;78.4;82.3
71457;Saint-Martin-en-Gâtinois;0;79.1;N/A - division par 0
71458;Saint-Martin-la-Patrouille;0;83.3;100
71459;Saint-Martin-sous-Montaigu;13.9;84.4;22.6
71460;Saint-Maurice-de-Satonnay;2.6;82.7;88.2
71461;Saint-Maurice-des-Champs;0;85.7;N/A - division par 0
71462;Saint-Maurice-en-Rivière;2.3;80.5;64.8
71463;Saint-Maurice-lès-Châteauneuf;4.1;76.9;66.9
71464;Saint-Maurice-lès-Couches;0;85.7;34.9
71465;Saint-Micaud;5.3;85.7;21.2
71466;Saint-Nizier-sur-Arroux;8.5;80.9;33.3
71468;Saint-Pierre-de-Varennes;10.1;78.7;69.9
71469;Saint-Pierre-le-Vieux;3.3;77.6;44.4
71470;Saint-Point;14.4;79.6;66.7
71471;Saint-Privé;0;76.2;N/A - division par 0
71472;Saint-Prix;16.8;69.3;55.9
71473;Saint-Racho;0;81.9;54.1
71474;Sainte-Radegonde;0;69;17.9
71475;Saint-Rémy;6.6;74.6;75.7
71477;Saint-Romain-sous-Gourdon;13.8;81.8;83.9
71478;Saint-Romain-sous-Versigny;0;78;0
71479;Saint-Sernin-du-Bois;5.2;78.6;70.6
71480;Saint-Sernin-du-Plain;5.8;79.9;16.4
71481;Saint-Symphorien-d'Ancelles;4.4;81.3;79.1
71482;Saint-Symphorien-de-Marmagne;4.4;79.2;37.3
71483;Saint-Symphorien-des-Bois;2.3;76.6;59.4
71484;Saint-Usuge;2.6;79.3;51.8
71485;Saint-Vallerin;4.9;75.8;27.1
71486;Saint-Vallier;4.5;76.5;79.5
71487;Saint-Vérand;0;79.3;41.7
71488;Saint-Vincent-des-Prés;21.2;89.4;40.6
71489;Saint-Vincent-en-Bresse;2.2;81.3;46.6
71490;Saint-Vincent-Bragny;2.5;80.5;72.5
71491;Saint-Yan;2;79.9;78.1
71493;Saisy;0;78.4;47.6
71494;La Salle;0;78.7;60.9
71495;Salornay-sur-Guye;2.8;75.5;78.5
71496;Sampigny-lès-Maranges;8.1;79.1;37
71497;Sancé;4.6;79.1;78.2
71498;Santilly;0;77.5;100
71499;Sanvignes-les-Mines;3.5;76.7;76.6
71500;Sarry;20.7;76.9;86.8
71501;Sassangy;0;77.4;60.9
71502;Sassenay;6.8;80.1;79.4
71503;Saules;0;86.6;0
71504;Saunières;0;72.9;0
71505;Savianges;16.2;71.4;35.3
71506;Savigny-en-Revermont;7.8;82.7;58.7
71507;Savigny-sur-Grosne;0;91.2;48.8
71508;Savigny-sur-Seille;5.6;74.8;57.1
71509;La Celle-en-Morvan;10.3;76.2;33.3
71510;Semur-en-Brionnais;7.3;75.3;79.8
71512;Sennecey-le-Grand;3.6;77.4;83.3
71513;Senozan;4.4;75.7;35.5
71514;Sens-sur-Seille;0;78.7;43.5
71515;Sercy;0;79.6;100
71516;Serley;2;74.5;32.4
71517;Sermesse;13.5;80.1;20
71518;Serrières;4.1;84.9;30.6
71519;Serrigny-en-Bresse;0;85;73.7
71520;Sevrey;2.9;62.1;86.6
71521;Sigy-le-Châtel;0;87.3;100
71522;Simandre;3.6;80.5;40.9
71523;Simard;2;70.2;56.5
71524;Sivignon;6.1;72.4;64.5
71525;Sologny;6.7;82;44.4
71526;Solutré-Pouilly;14;81.9;57.1
71527;Sommant;24;85.5;0
71528;Sornay;3;75.6;66.7
71529;Suin;4.2;75.2;52.6
71530;Sully;2.2;78;50.8
71531;La Tagnière;0;72.4;34.4
71532;Taizé;0;55.3;73.4
71533;Tancon;4;76.2;32.6
71534;Le Tartre;10.3;83.6;33.3
71535;Tavernay;1.9;82;51.4
71537;Thil-sur-Arroux;0;68.9;23.8
71538;Thurey;2.9;78.4;40
71539;Tintry;0;87.2;100
71540;Torcy;3.1;65.8;65.7
71541;Torpes;0;75.2;34
71542;Toulon-sur-Arroux;1.4;74.3;70.2
71543;Tournus;5.6;73.4;78.9
71544;Toutenant;6.6;81.7;13.9
71545;Tramayes;4.4;78.5;71.5
71546;Trambly;8.7;78.2;27
71547;Trivy;0;82.7;57.1
71548;Tronchy;0;87.2;56.5
71549;La Truchère;0;70;78.3
71550;Uchizy;4.4;80.2;48
71551;Uchon;13;67.8;50
71552;Uxeau;2.4;73.4;28.6
71553;Vareilles;4.2;80.1;34.3
71554;Varenne-l'Arconce;0;72.9;41.7
71555;Varennes-le-Grand;7;56.8;82.4
71556;Varennes-lès-Mâcon;4.5;74.2;75.7
71557;Varenne-Saint-Germain;7.3;81.3;54.5
71558;Varennes-Saint-Sauveur;4;79.1;56.6
71559;Varennes-sous-Dun;2.1;78.5;47.7
71561;Vauban;5;74.8;52.9
71562;Vaudebarrier;4.9;78.4;38.8
71563;Vaux-en-Pré;16.9;82.2;62.5
71564;Vendenesse-lès-Charolles;3.2;78;37.1
71565;Vendenesse-sur-Arroux;0;76.2;42.6
71566;Verdun-Ciel;1.9;78.8;87
71567;Vergisson;10.5;89.9;25.9
71568;Vérissey;0;88.9;0
71570;Verjux;0;74.8;77.8
71571;Verosvres;5.4;78.9;30.4
71572;Vers;10.4;85.1;N/A - division par 0
71573;Versaugues;11.8;69.8;75
71574;Verzé;13.2;84.4;66.1
71576;Le Villars;21;73.5;62.5
71577;Villegaudin;6.6;82.6;93.8
71578;Clux-Villeneuve;0;78.6;56
71579;Villeneuve-en-Montagne;0;87;32.3
71580;Vincelles;2.6;81.1;56.8
71581;Vindecy;5.1;76.4;40.8
71582;La Vineuse sur Fregande;8.9;75.7;52.7
71583;Vinzelles;10.1;75.3;79.4
71584;Viré;8.2;83.7;62.6
71585;Virey-le-Grand;3.6;78.4;52.6
71586;Viry;0;78.2;33.3
71588;Vitry-en-Charollais;6.3;76.1;76.1
71589;Vitry-sur-Loire;0;74.1;53.8
71590;Volesvres;4;76.9;56.5
71591;Fleurville;10;84.7;65.9
72001;Aigné;6.2;77.6;68
72002;Aillières-Beauvoir;5.9;75.7;50
72003;Allonnes;2.9;68.3;77.7
72004;Amné;4.7;85;37.5
72005;Ancinnes;4.5;75;82.5
72006;Arçonnay;4.4;75.3;82.6
72007;Ardenay-sur-Mérize;5;79.6;30
72008;Arnage;3.6;74.2;60.8
72009;Arthezé;0;80.1;14.3
72010;Asnières-sur-Vègre;3.2;83.1;54.3
72011;Assé-le-Boisne;1.4;77.1;38.5
72012;Assé-le-Riboul;9.1;76.7;65.7
72013;Aubigné-Racan;1.1;75.6;42.1
72015;Les Aulneaux;0;65.2;35.7
72016;Auvers-le-Hamon;6.8;79;63.3
72017;Auvers-sous-Montfaucon;0;74.4;72.4
72018;Avesnes-en-Saosnois;0;75.4;80
72019;Avessé;0;81.1;17.9
72020;Avezé;3.1;74.7;76.6
72021;Avoise;14.3;81.6;56.3
72022;Le Bailleul;4.2;78.8;83.4
72023;Ballon-Saint Mars;2.7;79.5;80.9
72024;La Bazoge;8.8;77.2;66.9
72025;Bazouges Cré sur Loir;2.4;80;60.8
72026;Beaufay;6.5;78.4;61.3
72027;Beaumont-sur-Dême;13.2;79.5;84.6
72028;Beaumont-Pied-de-Bœuf;2.7;79.1;25.7
72029;Beaumont-sur-Sarthe;3.4;73.7;87.6
72031;Beillé;0;83.7;75.6
72032;Berfay;7.2;82.9;48.8
72034;Bérus;0;78.1;78.3
72035;Bessé-sur-Braye;3.4;70.9;66
72036;Béthon;4.3;78;100
72037;Blèves;0;78.7;100
72038;Boëssé-le-Sec;0;77.1;13.9
72039;Bonnétable;2.2;74.7;63.3
72040;La Bosse;8.6;77.8;100
72041;Bouër;0;85.1;36.6
72042;Bouloire;0;75.2;65.8
