pob;dept;global;politics;college_de_france;executive;minister;parliament;president;senat;median;expo_demog;lycees_pro;lycees_gt;lycees;edu;prepa;prepa_count
L'Abergement-Clémenciat;1;0;0;0;0;0;0;0;0;;491.72037749038793;0;0;0;0;0;0
L'Abergement-de-Varey;1;0;0;0;0;0;0;0;0;;204.05924501922405;0;0;0;0;0;0
Ambérieu-en-Bugey;1;1;1;0;0;0;1;0;0;;6723.505592450191;2;2;4;1;0;0
Ambérieux-en-Dombes;1;0;0;0;0;0;0;0;0;;687.0252534078994;0;0;0;0;0;0
Ambléon;1;0;0;0;0;0;0;0;0;;131.2530583711989;0;0;0;0;0;0
Ambronay;1;0;0;0;0;0;0;0;0;;1244.0944599790282;0;0;0;0;0;0
Ambutrix;1;0;0;0;0;0;0;0;0;;285.5473610625656;0;0;0;0;0;0
Andert-et-Condon;1;0;0;0;0;0;0;0;0;;223.63614120936737;0;0;0;0;0;0
Anglefort;1;0;0;0;0;0;0;0;0;;666.9993883257603;0;0;0;0;0;0
Apremont;1;0;0;0;0;0;0;0;0;;224.69547361062564;0;0;0;0;0;0
Aranc;1;0;0;0;0;0;0;0;0;;465.06807060468367;0;0;0;0;0;0
Arandas;1;0;0;0;0;0;0;0;0;;250.77936036350928;0;0;0;0;0;0
Arbent;1;0;0;0;0;0;0;0;0;;1059.2278923453339;0;0;0;0;0;0
Arboys en Bugey;1;0;0;0;0;0;0;0;0;;696.6617441454036;0;0;0;0;0;0
Arbigny;1;0;0;0;0;0;0;0;0;;505.6998427123383;0;0;0;0;0;0
Argis;1;0;0;0;0;0;0;0;0;;767.6592100664103;0;0;0;0;0;0
Armix;1;0;0;0;0;0;0;0;0;;72.83545962950018;0;0;0;0;0;0
Ars-sur-Formans;1;0;0;0;0;0;0;0;0;;504.72815449143656;0;0;0;0;0;0
Artemare;1;0;0;0;0;0;0;0;0;;884.4018699755329;0;0;0;0;0;0
Asnières-sur-Saône;1;0;0;0;0;0;0;0;0;;95.72186298497029;0;0;0;0;0;0
Attignat;1;0;0;0;0;0;0;0;0;;1194.3304788535477;0;0;0;0;0;0
Bâgé-Dommartin;1;0;0;0;0;0;0;0;0;;2360.6242572527085;0;0;0;0;0;0
Bâgé-le-Châtel;1;0;0;0;0;0;0;0;0;;561.2729814750087;1;0;1;1;0;0
Balan;1;0;0;0;0;0;0;0;0;;850.74239776302;0;0;0;0;0;0
Baneins;1;0;0;0;0;0;0;0;0;;363.3608004194337;0;0;0;0;0;0
Beaupont;1;0;0;0;0;0;0;0;0;;804.0346032855645;0;0;0;0;0;0
Beauregard;1;0;0;0;0;0;0;0;0;;371.38142257951773;0;0;0;0;0;0
Bellignat;1;0;0;0;0;0;0;0;0;;789.5164278224397;2;0;2;1;0;0
Béligneux;1;0;0;0;0;0;0;0;0;;832.3176336945122;0;0;0;0;0;0
Valserhône;1;0;0;0;0;0;0;0;0;;10291.494407549808;2;0;2;1;0;0
Belley;1;3;3;0;0;1;2;0;0;;6053.58502271933;0;0;0;0;0;0
Belleydoux;1;0;0;0;0;0;0;0;0;;432.5920132820693;0;0;0;0;0;0
Valromey-sur-Séran;1;0;0;0;0;0;0;0;0;;1536.4256378888501;0;0;0;0;0;0
Bénonces;1;0;0;0;0;0;0;0;0;;340.1329954561342;0;0;0;0;0;0
Bény;1;0;0;0;0;0;0;0;0;;696.6501223348479;0;0;0;0;0;0
Béréziat;1;0;0;0;0;0;0;0;0;;459.35188745193994;0;0;0;0;0;0
Bettant;1;0;0;0;0;0;0;0;0;;545.9723872771758;0;0;0;0;0;0
Bey;1;0;0;0;0;0;0;0;0;;162.24012583012933;0;0;0;0;0;0
Beynost;1;0;0;0;0;0;0;0;0;;1341.4868926948618;0;0;0;0;0;0
Billiat;1;0;0;0;0;0;0;0;0;;355.87766515204476;0;0;0;0;0;0
Birieux;1;0;0;0;0;0;0;0;0;;174.55339042292906;0;0;0;0;0;0
Biziat;1;0;0;0;0;0;0;0;0;;607.4987766515204;0;0;0;0;0;0
Blyes;1;0;0;0;0;0;0;0;0;;167.73986368402655;0;0;0;0;0;0
La Boisse;1;0;0;0;0;0;0;0;0;;1033.8374694162878;0;0;0;0;0;0
Boissey;1;0;0;0;0;0;0;0;0;;344.51992310380984;0;0;0;0;0;0
Bolozon;1;0;0;0;0;0;0;0;0;;168.1943376441804;0;0;0;0;0;0
Bouligneux;1;0;0;0;0;0;0;0;0;;303.2353198182454;0;0;0;0;0;0
Bourg-en-Bresse;1;11;10;0;1;0;9;0;1;;26960.92406501223;10;6;16;1;1;14
Bourg-Saint-Christophe;1;0;0;0;0;0;0;0;0;;540.185948968892;0;0;0;0;0;0
Boyeux-Saint-Jérôme;1;0;0;0;0;0;0;0;0;;418.7920307584761;0;0;0;0;0;0
Boz;1;0;0;0;0;0;0;0;0;;450.3303040894792;0;0;0;0;0;0
Brégnier-Cordon;1;0;0;0;0;0;0;0;0;;651.9750961202376;0;0;0;0;0;0
Brénod;1;0;0;0;0;0;0;0;0;;583.5883432366306;0;0;0;0;0;0
Brens;1;0;0;0;0;0;0;0;0;;415.0152044739601;0;0;0;0;0;0
Bressolles;1;0;0;0;0;0;0;0;0;;323.00043691017123;0;0;0;0;0;0
Brion;1;0;0;0;0;0;0;0;0;;237.7829430269137;0;0;0;0;0;0
Briord;1;0;0;0;0;0;0;0;0;;443.58563439356874;0;0;0;0;0;0
Buellas;1;1;1;0;0;0;1;0;0;;689.5676336945126;0;0;0;0;0;0
La Burbanche;1;0;0;0;0;0;0;0;0;;167.00856343935683;0;0;0;0;0;0
Ceignes;1;0;0;0;0;0;0;0;0;;155.1942502621461;0;0;0;0;0;0
Cerdon;1;0;0;0;0;0;0;0;0;;880.1855120587206;0;0;0;0;0;0
Certines;1;0;0;0;0;0;0;0;0;;475.4860188745194;0;0;0;0;0;0
Cessy;1;0;0;0;0;0;0;0;0;;502.84987766515206;2;0;2;1;0;0
Ceyzériat;1;0;0;0;0;0;0;0;0;;1101.0167773505768;0;0;0;0;0;0
Ceyzérieu;1;0;0;0;0;0;0;0;0;;886.420132820692;0;0;0;0;0;0
Chalamont;1;0;0;0;0;0;0;0;0;;1370.4578818594896;0;0;0;0;0;0
Chaleins;1;0;0;0;0;0;0;0;0;;544.7132121635792;0;0;0;0;0;0
Chaley;1;0;0;0;0;0;0;0;0;;421.7531457532332;0;0;0;0;0;0
Challes-la-Montagne;1;0;0;0;0;0;0;0;0;;238.84891646277526;0;0;0;0;0;0
Challex;1;0;0;0;0;0;0;0;0;;589.3063614120936;0;0;0;0;0;0
Champagne-en-Valromey;1;0;0;0;0;0;0;0;0;;768.0680706046837;0;0;0;0;0;0
Champdor-Corcelles;1;0;0;0;0;0;0;0;0;;705.4300943725968;0;0;0;0;0;0
Champfromier;1;0;0;0;0;0;0;0;0;;597.6835896539671;0;0;0;0;0;0
Chanay;1;0;0;0;0;0;0;0;0;;530.8375567983222;0;0;0;0;0;0
Chaneins;1;0;0;0;0;0;0;0;0;;478.2895840615169;0;0;0;0;0;0
Chanoz-Châtenay;1;0;0;0;0;0;0;0;0;;587.6184900384479;0;0;0;0;0;0
La Chapelle-du-Châtelard;1;0;0;0;0;0;0;0;0;;304.88614120936734;0;0;0;0;0;0
Charix;1;0;0;0;0;0;0;0;0;;303.3172841663753;0;0;0;0;0;0
Charnoz-sur-Ain;1;0;0;0;0;0;0;0;0;;162.15396714435508;0;0;0;0;0;0
Château-Gaillard;1;0;0;0;0;0;0;0;0;;478.408423628102;0;0;0;0;0;0
Châtenay;1;0;0;0;0;0;0;0;0;;323.7253582663404;0;0;0;0;0;0
Châtillon-la-Palud;1;0;0;0;0;0;0;0;0;;630.311342188046;0;0;0;0;0;0
Châtillon-sur-Chalaronne;1;0;0;0;0;0;0;0;0;;2770.373558196435;0;0;0;0;0;0
Chavannes-sur-Reyssouze;1;0;0;0;0;0;0;0;0;;858.8593149248516;0;0;0;0;0;0
Nivigne et Suran;1;0;0;0;0;0;0;0;0;;764.5900908773156;0;0;0;0;0;0
Chaveyriat;1;0;0;0;0;0;0;0;0;;742.8215658860539;0;0;0;0;0;0
Chazey-Bons;1;0;0;0;0;0;0;0;0;;740.1826284515904;0;0;0;0;0;0
Chazey-sur-Ain;1;0;0;0;0;0;0;0;0;;539.2139986018875;0;0;0;0;0;0
Cheignieu-la-Balme;1;0;0;0;0;0;0;0;0;;216.64182104159386;0;0;0;0;0;0
Chevillard;1;0;0;0;0;0;0;0;0;;185.6018000699056;0;0;0;0;0;0
Chevroux;1;0;0;0;0;0;0;0;0;;721.465571478504;0;0;0;0;0;0
Chevry;1;0;0;0;0;0;0;0;0;;386.25096120237674;0;0;0;0;0;0
Chézery-Forens;1;0;0;0;0;0;0;0;0;;778.9839217056973;0;0;0;0;0;0
Civrieux;1;0;0;0;0;0;0;0;0;;546.8593149248514;0;0;0;0;0;0
Cize;1;0;0;0;0;0;0;0;0;;155.65090877315623;0;0;0;0;0;0
Cleyzieu;1;0;0;0;0;0;0;0;0;;203.29526389374348;0;0;0;0;0;0
Coligny;1;0;0;0;0;0;0;0;0;;1279.2924676686473;0;0;0;0;0;0
Collonges;1;0;0;0;0;0;0;0;0;;837.1558021670745;0;0;0;0;0;0
Colomieu;1;0;0;0;0;0;0;0;0;;164.5680706046837;0;0;0;0;0;0
Conand;1;0;0;0;0;0;0;0;0;;204.7194162880112;0;0;0;0;0;0
Condamine;1;0;0;0;0;0;0;0;0;;230.23217406501223;0;0;0;0;0;0
Condeissiat;1;0;0;0;0;0;0;0;0;;622.0175637888849;0;0;0;0;0;0
Confort;1;0;0;0;0;0;0;0;0;;383.74947570779455;0;0;0;0;0;0
Confrançon;1;0;0;0;0;0;0;0;0;;892.6192764767563;0;0;0;0;0;0
Contrevoz;1;0;0;0;0;0;0;0;0;;432.45866829779794;0;0;0;0;0;0
Conzieu;1;0;0;0;0;0;0;0;0;;151.69914365606434;0;0;0;0;0;0
Corbonod;1;0;0;0;0;0;0;0;0;;940.2804963299545;0;0;0;0;0;0
Corlier;1;0;0;0;0;0;0;0;0;;125.49065012233484;0;0;0;0;0;0
Cormoranche-sur-Saône;1;0;0;0;0;0;0;0;0;;710.0949842712338;0;0;0;0;0;0
Cormoz;1;0;0;0;0;0;0;0;0;;847.5923628102062;0;0;0;0;0;0
Corveissiat;1;0;0;0;0;0;0;0;0;;579.0444774554352;0;0;0;0;0;0
Courmangoux;1;0;0;0;0;0;0;0;0;;480.1094023068856;0;0;0;0;0;0
Courtes;1;0;0;0;0;0;0;0;0;;321.7473785389724;0;0;0;0;0;0
Crans;1;0;0;0;0;0;0;0;0;;166.4903879762321;0;0;0;0;0;0
Bresse Vallons;1;0;0;0;0;0;0;0;0;;1333.04272981475;0;0;0;0;0;0
Cressin-Rochefort;1;0;0;0;0;0;0;0;0;;270.42048234882907;0;0;0;0;0;0
Crottet;1;0;0;0;0;0;0;0;0;;718.401782593499;0;0;0;0;0;0
Crozet;1;0;0;0;0;0;0;0;0;;480.82873121286264;0;0;0;0;0;0
Cruzilles-lès-Mépillat;1;0;0;0;0;0;0;0;0;;593.9278224397065;0;0;0;0;0;0
Culoz-Béon;1;0;0;0;0;0;0;0;0;;2200.9169870674586;0;0;0;0;0;0
Curciat-Dongalon;1;0;0;0;0;0;0;0;0;;951.7988465571482;0;0;0;0;0;0
Curtafond;1;0;0;0;0;0;0;0;0;;513.3705872072702;0;0;0;0;0;0
Cuzieu;1;0;0;0;0;0;0;0;0;;251.20962950017483;0;0;0;0;0;0
Dagneux;1;0;0;0;0;0;0;0;0;;1174.285826634044;0;0;0;0;0;0
Divonne-les-Bains;1;1;1;0;0;0;1;0;0;;2425.992222998952;0;0;0;0;0;0
Dompierre-sur-Veyle;1;0;0;0;0;0;0;0;0;;826.3786263544216;0;0;0;0;0;0
Dompierre-sur-Chalaronne;1;0;0;0;0;0;0;0;0;;218.3337119888151;0;0;0;0;0;0
Domsure;1;0;0;0;0;0;0;0;0;;661.1883082838167;0;0;0;0;0;0
Dortan;1;0;0;0;0;0;0;0;0;;1101.8185075148551;0;0;0;0;0;0
Douvres;1;0;0;0;0;0;0;0;0;;292.12416987067456;0;0;0;0;0;0
Drom;1;0;0;0;0;0;0;0;0;;209.6035477105907;0;0;0;0;0;0
Druillat;1;0;0;0;0;0;0;0;0;;764.7188919958058;0;0;0;0;0;0
Échallon;1;0;0;0;0;0;0;0;0;;539.0872072701852;0;0;0;0;0;0
Échenevex;1;0;0;0;0;0;0;0;0;;310.825061167424;0;0;0;0;0;0
Évosges;1;0;0;0;0;0;0;0;0;;170.7970989164628;0;0;0;0;0;0
Faramans;1;0;0;0;0;0;0;0;0;;322.6699580566235;0;0;0;0;0;0
Fareins;1;0;0;0;0;0;0;0;0;;1025.0919259000352;0;0;0;0;0;0
Farges;1;0;0;0;0;0;0;0;0;;408.7709716882209;0;0;0;0;0;0
Feillens;1;0;0;0;0;0;0;0;0;;2273.1175288360714;0;0;0;0;0;0
Ferney-Voltaire;1;2;2;0;0;0;1;0;1;;2014.565012233485;2;0;2;1;0;0
Flaxieu;1;0;0;0;0;0;0;0;0;;75.54404054526388;0;0;0;0;0;0
Foissiat;1;0;0;0;0;0;0;0;0;;2005.342100664103;0;0;0;0;0;0
Francheleins;1;0;0;0;0;0;0;0;0;;433.57235232436216;0;0;0;0;0;0
Frans;1;0;0;0;0;0;0;0;0;;488.01826284515903;0;0;0;0;0;0
Garnerans;1;0;0;0;0;0;0;0;0;;436.3858790632645;0;0;0;0;0;0
Genouilleux;1;0;0;0;0;0;0;0;0;;255.4881160433415;0;0;0;0;0;0
Béard-Géovreissiat;1;0;0;0;0;0;0;0;0;;224.86700454386576;0;0;0;0;0;0
Géovreisset;1;0;0;0;0;0;0;0;0;;170.8888500524292;0;0;0;0;0;0
Gex;1;0;0;0;0;0;0;0;0;;2523.538972387277;0;0;0;0;0;0
Giron;1;0;0;0;0;0;0;0;0;;196.29771059070254;0;0;0;0;0;0
Gorrevod;1;0;0;0;0;0;0;0;0;;423.7508738203425;0;0;0;0;0;0
Grand-Corent;1;0;0;0;0;0;0;0;0;;148.73296050332053;0;0;0;0;0;0
Grièges;1;0;0;0;0;0;0;0;0;;1028.743795875568;0;0;0;0;0;0
Grilly;1;0;0;0;0;0;0;0;0;;330.15824886403357;0;0;0;0;0;0
Groissiat;1;0;0;0;0;0;0;0;0;;224.99842712338344;0;0;0;0;0;0
Guéreins;1;0;0;0;0;0;0;0;0;;537.9987766515204;0;0;0;0;0;0
Hautecourt-Romanèche;1;0;0;0;0;0;0;0;0;;724.361586857742;0;0;0;0;0;0
Plateau d'Hauteville;1;0;0;0;0;0;0;0;0;;5000.68324012583;0;0;0;0;0;0
Haut Valromey;1;0;0;0;0;0;0;0;0;;1611.0768961901433;0;0;0;0;0;0
Illiat;1;0;0;0;0;0;0;0;0;;508.4678434113946;0;0;0;0;0;0
Injoux-Génissiat;1;0;0;0;0;0;0;0;0;;804.4285214959805;0;0;0;0;0;0
Innimond;1;0;0;0;0;0;0;0;0;;230.69547361062567;0;0;0;0;0;0
Izenave;1;0;0;0;0;0;0;0;0;;205.85197483397408;0;0;0;0;0;0
Izernore;1;0;0;0;0;0;0;0;0;;653.2160083886752;0;0;0;0;0;0
Izieu;1;0;0;0;0;0;0;0;0;;181.2716707444949;0;0;0;0;0;0
Jassans-Riottier;1;0;0;0;0;0;0;0;0;;1365.0904404054527;0;0;0;0;0;0
Jasseron;1;0;0;0;0;0;0;0;0;;666.8392170569731;0;0;0;0;0;0
Jayat;1;0;0;0;0;0;0;0;0;;843.7682628451591;0;0;0;0;0;0
Journans;1;0;0;0;0;0;0;0;0;;212.1540545263894;0;0;0;0;0;0
Joyeux;1;0;0;0;0;0;0;0;0;;220.79386578119542;0;0;0;0;0;0
Jujurieux;1;0;0;0;0;0;0;0;0;;1985.835721775603;0;0;0;0;0;0
Labalme;1;0;0;0;0;0;0;0;0;;165.63474309681934;0;0;0;0;0;0
Lagnieu;1;1;1;0;0;0;1;0;0;;3015.0845858091575;0;0;0;0;0;0
Laiz;1;0;0;0;0;0;0;0;0;;446.4587556798321;0;0;0;0;0;0
Le Poizat-Lalleyriat;1;0;0;0;0;0;0;0;0;;569.2286787836421;0;0;0;0;0;0
Lantenay;1;0;0;0;0;0;0;0;0;;237.11097518350232;0;0;0;0;0;0
Lapeyrouse;1;0;0;0;0;0;0;0;0;;275.13185948968885;0;0;0;0;0;0
Lavours;1;0;0;0;0;0;0;0;0;;199.61307235232437;0;0;0;0;0;0
Léaz;1;0;0;0;0;0;0;0;0;;488.6389374344635;0;0;0;0;0;0
Lélex;1;0;0;0;0;0;0;0;0;;282.52857392520104;0;0;0;0;0;0
Lent;1;1;1;0;0;0;1;0;0;;862.0025340789934;0;0;0;0;0;0
Lescheroux;1;0;0;0;0;0;0;0;0;;791.498252359315;0;0;0;0;0;0
Leyment;1;0;0;0;0;0;0;0;0;;559.5002621461027;0;0;0;0;0;0
Leyssard;1;0;0;0;0;0;0;0;0;;221.15361761621813;0;0;0;0;0;0
Surjoux-Lhopital;1;0;0;0;0;0;0;0;0;;194.8551205872073;0;0;0;0;0;0
Lhuis;1;0;0;0;0;0;0;0;0;;759.7301642782244;0;0;0;0;0;0
Lompnas;1;0;0;0;0;0;0;0;0;;217.15186997553303;0;0;0;0;0;0
Loyettes;1;0;0;0;0;0;0;0;0;;895.4423278573925;0;0;0;0;0;0
Lurcy;1;0;0;0;0;0;0;0;0;;233.22422229989516;0;0;0;0;0;0
Magnieu;1;0;0;0;0;0;0;0;0;;537.307846906676;0;0;0;0;0;0
Maillat;1;0;0;0;0;0;0;0;0;;477.61333449842715;0;0;0;0;0;0
Malafretaz;1;1;1;0;0;0;1;0;0;;538.7188919958056;0;0;0;0;0;0
Mantenay-Montlin;1;0;0;0;0;0;0;0;0;;427.0174764068508;0;0;0;0;0;0
Manziat;1;0;0;0;0;0;0;0;0;;1320.7894092974486;0;0;0;0;0;0
Marboz;1;1;1;0;0;0;1;0;0;;2061.784865431667;0;0;0;0;0;0
Marchamp;1;0;0;0;0;0;0;0;0;;234.05015728766162;0;0;0;0;0;0
Marignieu;1;0;0;0;0;0;0;0;0;;164.69879412792727;0;0;0;0;0;0
Marlieux;1;0;0;0;0;0;0;0;0;;678.5521670744496;0;0;0;0;0;0
Marsonnas;1;0;0;0;0;0;0;0;0;;884.005505068158;0;0;0;0;0;0
Martignat;1;0;0;0;0;0;0;0;0;;560.1068682278923;0;0;0;0;0;0
Massieux;1;0;0;0;0;0;0;0;0;;380.84795526039846;0;0;0;0;0;0
Massignieu-de-Rives;1;0;0;0;0;0;0;0;0;;402.9733484795526;0;0;0;0;0;0
Matafelon-Granges;1;0;0;0;0;0;0;0;0;;431.28888500524295;0;0;0;0;0;0
Meillonnas;1;0;0;0;0;0;0;0;0;;728.0009612023769;0;0;0;0;0;0
Mérignat;1;0;0;0;0;0;0;0;0;;167.73121286263543;0;0;0;0;0;0
Messimy-sur-Saône;1;0;0;0;0;0;0;0;0;;439.9873296050332;0;0;0;0;0;0
Meximieux;1;0;0;0;0;0;0;0;0;;2377.2513981125476;0;0;0;0;0;0
Bohas-Meyriat-Rignat;1;0;0;0;0;0;0;0;0;;745.1202376791333;0;0;0;0;0;0
Mézériat;1;0;0;0;0;0;0;0;0;;1382.5573226144702;0;0;0;0;0;0
Mijoux;1;0;0;0;0;0;0;0;0;;405.35634393568677;0;0;0;0;0;0
Mionnay;1;0;0;0;0;0;0;0;0;;412.19949318420123;0;0;0;0;0;0
Miribel;1;0;0;0;0;0;0;0;0;;4289.840877315624;0;0;0;0;0;0
Misérieux;1;0;0;0;0;0;0;0;0;;677.3458580915764;2;0;2;1;0;0
Mogneneins;1;0;0;0;0;0;0;0;0;;576.8621111499476;0;0;0;0;0;0
Montagnat;1;0;0;0;0;0;0;0;0;;463.4954561342188;0;0;0;0;0;0
Montagnieu;1;0;0;0;0;0;0;0;0;;335.3390422929046;0;0;0;0;0;0
Montanges;1;0;0;0;0;0;0;0;0;;294.32235232436216;0;0;0;0;0;0
Montceaux;1;0;0;0;0;0;0;0;0;;417.71347430968194;0;0;0;0;0;0
Montcet;1;0;0;0;0;0;0;0;0;;330.30872072701857;0;0;0;0;0;0
Le Montellier;1;0;0;0;0;0;0;0;0;;222.1271408598392;0;0;0;0;0;0
Monthieux;1;0;0;0;0;0;0;0;0;;264.8935686822789;0;0;0;0;0;0
Montluel;1;0;0;0;0;0;0;0;0;;2991.571740650122;2;0;2;1;0;0
Montmerle-sur-Saône;1;0;0;0;0;0;0;0;0;;1350.2953512757779;0;0;0;0;0;0
Montracol;1;0;0;0;0;0;0;0;0;;513.4569206571128;0;0;0;0;0;0
Montréal-la-Cluse;1;1;1;0;0;0;0;0;1;;1479.1813177210768;0;0;0;0;0;0
Montrevel-en-Bresse;1;0;0;0;0;0;0;0;0;;1448.7957881859493;0;0;0;0;0;0
Nurieux-Volognat;1;0;0;0;0;0;0;0;0;;508.1989688919957;0;0;0;0;0;0
Murs-et-Gélignieux;1;0;0;0;0;0;0;0;0;;191.57969241523946;0;0;0;0;0;0
Nantua;1;1;1;0;0;0;1;0;0;;3065.7805837119886;0;0;0;0;0;0
Neuville-les-Dames;1;1;1;0;0;0;0;0;1;;1198.0900034952813;0;0;0;0;0;0
Neuville-sur-Ain;1;0;0;0;0;0;0;0;0;;1048.2605732261447;0;0;0;0;0;0
Les Neyrolles;1;0;0;0;0;0;0;0;0;;415.7462425725271;0;0;0;0;0;0
Neyron;1;0;0;0;0;0;0;0;0;;787.1275777700105;0;0;0;0;0;0
Niévroz;1;0;0;0;0;0;0;0;0;;431.49667948269837;0;0;0;0;0;0
Nivollet-Montgriffon;1;0;0;0;0;0;0;0;0;;189.89007340090876;0;0;0;0;0;0
Oncieu;1;0;0;0;0;0;0;0;0;;118.24484445997903;0;0;0;0;0;0
Ordonnaz;1;0;0;0;0;0;0;0;0;;310.11883956658517;0;0;0;0;0;0
Ornex;1;0;0;0;0;0;0;0;0;;429.0911394617267;0;0;0;0;0;0
Outriaz;1;0;0;0;0;0;0;0;0;;222.90955959454732;0;0;0;0;0;0
Oyonnax;1;2;2;0;0;0;2;0;0;;13208.05173016428;2;0;2;1;0;0
Ozan;1;0;0;0;0;0;0;0;0;;370.7521845508563;0;0;0;0;0;0
Parcieux;1;0;0;0;0;0;0;0;0;;422.56300244669694;0;0;0;0;0;0
Parves et Nattages;1;1;1;0;0;0;1;0;0;;572.5879937084935;0;0;0;0;0;0
Péron;1;0;0;0;0;0;0;0;0;;804.3316148199931;0;0;0;0;0;0
Péronnas;1;0;0;0;0;0;0;0;0;;1849.3739951066061;2;0;2;1;0;0
Pérouges;1;0;0;0;0;0;0;0;0;;486.95788185948976;0;0;0;0;0;0
Perrex;1;0;0;0;0;0;0;0;0;;555.9072002796227;0;0;0;0;0;0
Peyriat;1;0;0;0;0;0;0;0;0;;113.04692415239424;0;0;0;0;0;0
Peyrieu;1;0;0;0;0;0;0;0;0;;656.9180356518699;0;0;0;0;0;0
Peyzieux-sur-Saône;1;0;0;0;0;0;0;0;0;;258.2058720727019;0;0;0;0;0;0
Pirajoux;1;0;0;0;0;0;0;0;0;;499.82943026913665;0;0;0;0;0;0
Pizay;1;0;0;0;0;0;0;0;0;;268.00323313526735;0;0;0;0;0;0
Plagne;1;0;0;0;0;0;0;0;0;;96.94136665501573;0;0;0;0;0;0
Le Plantay;1;0;0;0;0;0;0;0;0;;399.41987067458933;0;0;0;0;0;0
Polliat;1;0;0;0;0;0;0;0;0;;1434.2981475008742;0;0;0;0;0;0
Pollieu;1;0;0;0;0;0;0;0;0;;141.0619538622859;0;0;0;0;0;0
Poncin;1;0;0;0;0;0;0;0;0;;1279.7781370150299;0;0;0;0;0;0
Pont-d'Ain;1;0;0;0;0;0;0;0;0;;1691.7119014330653;0;0;0;0;0;0
Pont-de-Vaux;1;0;0;0;0;0;0;0;0;;2139.313701502971;0;0;0;0;0;0
Pont-de-Veyle;1;0;0;0;0;0;0;0;0;;1055.7051730164276;0;0;0;0;0;0
Port;1;0;0;0;0;0;0;0;0;;257.08895491087037;0;0;0;0;0;0
Pougny;1;0;0;0;0;0;0;0;0;;448.36211114994745;0;0;0;0;0;0
Pouillat;1;0;0;0;0;0;0;0;0;;93.39033554701153;0;0;0;0;0;0
Prémeyzel;1;0;0;0;0;0;0;0;0;;147.34699405802166;0;0;0;0;0;0
Prémillieu;1;0;0;0;0;0;0;0;0;;146.84218804613772;0;0;0;0;0;0
Prévessin-Moëns;1;0;0;0;0;0;0;0;0;;746.5718280321566;0;0;0;0;0;0
Priay;1;0;0;0;0;0;0;0;0;;769.3587906326458;0;0;0;0;0;0
Ramasse;1;0;0;0;0;0;0;0;0;;217.25803914715138;0;0;0;0;0;0
Rancé;1;0;0;0;0;0;0;0;0;;231.32296399860186;0;0;0;0;0;0
Relevant;1;0;0;0;0;0;0;0;0;;327.8310905277875;0;0;0;0;0;0
Replonges;1;1;1;0;0;0;1;0;0;;1805.0112722824188;0;0;0;0;0;0
Revonnas;1;0;0;0;0;0;0;0;0;;313.6779972037749;0;0;0;0;0;0
Reyrieux;1;2;2;0;0;1;1;0;0;;1231.215921006641;0;0;0;0;0;0
Reyssouze;1;0;0;0;0;0;0;0;0;;704.768262845159;0;0;0;0;0;0
Rignieux-le-Franc;1;0;0;0;0;0;0;0;0;;322.48130024466974;0;0;0;0;0;0
Romans;1;0;0;0;0;0;0;0;0;;457.97090178259344;0;0;0;0;0;0
Rossillon;1;0;0;0;0;0;0;0;0;;237.47203774903883;0;0;0;0;0;0
Saint-Alban;1;0;0;0;0;0;0;0;0;;201.37303390422932;0;0;0;0;0;0
Saint-André-de-Bâgé;1;0;0;0;0;0;0;0;0;;173.83738203425375;0;0;0;0;0;0
Saint-André-de-Corcy;1;0;0;0;0;0;0;0;0;;806.2612722824188;0;0;0;0;0;0
Saint-André-d'Huiriat;1;0;0;0;0;0;0;0;0;;452.0859839217057;0;0;0;0;0;0
Saint-André-le-Bouchoux;1;0;0;0;0;0;0;0;0;;173.9384830478854;0;0;0;0;0;0
Saint-André-sur-Vieux-Jonc;1;0;0;0;0;0;0;0;0;;672.935948968892;0;0;0;0;0;0
Saint-Bénigne;1;0;0;0;0;0;0;0;0;;831.797186298497;0;0;0;0;0;0
Groslée-Saint-Benoit;1;0;0;0;0;0;0;0;0;;1072.7516602586509;0;0;0;0;0;0
Saint-Bernard;1;0;0;0;0;0;0;0;0;;291.0906151695211;0;0;0;0;0;0
Sainte-Croix;1;0;0;0;0;0;0;0;0;;252.90807409996503;0;0;0;0;0;0
Saint-Cyr-sur-Menthon;1;0;0;0;0;0;0;0;0;;933.0624781544914;0;0;0;0;0;0
Saint-Denis-lès-Bourg;1;0;0;0;0;0;0;0;0;;1733.2484271233834;0;0;0;0;0;0
Saint-Denis-en-Bugey;1;0;0;0;0;0;0;0;0;;1111.7861761621812;0;0;0;0;0;0
Saint-Didier-d'Aussiat;1;0;0;0;0;0;0;0;0;;745.1774729115695;0;0;0;0;0;0
Saint-Didier-de-Formans;1;0;0;0;0;0;0;0;0;;612.7063963649073;0;0;0;0;0;0
Saint-Didier-sur-Chalaronne;1;0;0;0;0;0;0;0;0;;1915.6388500524292;0;0;0;0;0;0
Saint-Éloi;1;0;0;0;0;0;0;0;0;;238.33458580915766;0;0;0;0;0;0
Saint-Étienne-du-Bois;1;0;0;0;0;0;0;0;0;;1452.6512583012936;0;0;0;0;0;0
Saint-Étienne-sur-Chalaronne;1;0;0;0;0;0;0;0;0;;1001.424589304439;0;0;0;0;0;0
Saint-Étienne-sur-Reyssouze;1;0;0;0;0;0;0;0;0;;579.380548759175;0;0;0;0;0;0
