pob;dept;global;politics;college_de_france;executive;minister;parliament;president;senat;median;expo_demog;lycees_pro;lycees_gt;lycees;edu;prepa;prepa_count
Agnetz;60;0;0;0;0;0;0;0;0;27210.0;1199.2755155540021;0;0;0;0;0;0
Airion;60;0;0;0;0;0;0;0;0;25990.0;205.27464173365954;2;0;2;1;0;0
Allonne;60;0;0;0;0;0;0;0;0;25370.0;1530.2848654316674;0;0;0;0;0;0
Amblainville;60;0;0;0;0;0;0;0;0;26450.0;901.6442677385529;0;0;0;0;0;0
Amy;60;0;0;0;0;0;0;0;0;20660.0;371.5648374694163;0;0;0;0;0;0
Andeville;60;0;0;0;0;0;0;0;0;24560.0;1447.155015728766;0;0;0;0;0;0
Angicourt;60;0;0;0;0;0;0;0;0;27760.0;666.8138762670395;0;0;0;0;0;0
Angivillers;60;0;0;0;0;0;0;0;0;23830.0;209.84445997902833;0;0;0;0;0;0
Angy;60;0;0;0;0;0;0;0;0;23900.0;794.049982523593;0;0;0;0;0;0
Ansacq;60;0;0;0;0;0;0;0;0;27770.0;150.27446696959103;0;0;0;0;0;0
Ansauvillers;60;0;0;0;0;0;0;0;0;22690.0;732.2052603984622;0;0;0;0;0;0
Antheuil-Portes;60;0;0;0;0;0;0;0;0;23810.0;314.65921006641037;0;0;0;0;0;0
Antilly;60;0;0;0;0;0;0;0;0;26890.0;205.96286263544215;0;0;0;0;0;0
Appilly;60;0;0;0;0;0;0;0;0;21420.0;394.4450367004544;0;0;0;0;0;0
Apremont;60;0;0;0;0;0;0;0;0;32930.0;622.2581265291856;0;0;0;0;0;0
Armancourt;60;1;1;0;0;0;1;0;0;27750.0;193.7696609577071;0;0;0;0;0;0
Arsy;60;1;1;0;0;0;1;0;0;24920.0;484.8583537224747;0;0;0;0;0;0
Attichy;60;1;1;0;0;0;1;0;0;23620.0;1176.188395665851;0;0;0;0;0;0
Auchy-la-Montagne;60;0;0;0;0;0;0;0;0;22610.0;288.66043341488995;0;0;0;0;0;0
Auger-Saint-Vincent;60;0;0;0;0;0;0;0;0;26990.0;363.900122334848;0;0;0;0;0;0
Aumont-en-Halatte;60;0;0;0;0;0;0;0;0;36570.0;260.16899685424676;0;0;0;0;0;0
Auneuil;60;0;0;0;0;0;0;0;0;23400.0;1655.80033205173;0;0;0;0;0;0
Auteuil;60;0;0;0;0;0;0;0;0;24170.0;310.6765117091926;0;0;0;0;0;0
Autheuil-en-Valois;60;0;0;0;0;0;0;0;0;26830.0;262.12845159035305;0;0;0;0;0;0
Autrêches;60;0;0;0;0;0;0;0;0;23080.0;563.253757427473;0;0;0;0;0;0
Avilly-Saint-Léonard;60;0;0;0;0;0;0;0;0;33180.0;721.7437084935339;0;0;0;0;0;0
Avrechy;60;0;0;0;0;0;0;0;0;25200.0;458.1199755330304;0;0;0;0;0;0
Avricourt;60;0;0;0;0;0;0;0;0;20170.0;229.6619189094722;0;0;0;0;0;0
Avrigny;60;0;0;0;0;0;0;0;0;27470.0;244.92703600139808;0;0;0;0;0;0
Babœuf;60;0;0;0;0;0;0;0;0;23360.0;439.9175113596645;0;0;0;0;0;0
Bacouël;60;0;0;0;0;0;0;0;0;21200.0;401.6589479203076;0;0;0;0;0;0
Bailleul-le-Soc;60;0;0;0;0;0;0;0;0;25290.0;545.6880461377141;0;0;0;0;0;0
Bailleul-sur-Thérain;60;0;0;0;0;0;0;0;0;23340.0;831.317895840615;0;0;0;0;0;0
Bailleval;60;0;0;0;0;0;0;0;0;26380.0;620.3037399510661;0;0;0;0;0;0
Bailly;60;0;0;0;0;0;0;0;0;24620.0;279.22229989514153;0;0;0;0;0;0
Balagny-sur-Thérain;60;0;0;0;0;0;0;0;0;23770.0;1194.3633344984269;0;0;0;0;0;0
Barbery;60;0;0;0;0;0;0;0;0;31150.0;527.9193463823838;0;0;0;0;0;0
Bargny;60;0;0;0;0;0;0;0;0;25650.0;158.46731911918909;0;0;0;0;0;0
Baron;60;0;0;0;0;0;0;0;0;28240.0;666.5240300594198;0;0;0;0;0;0
Baugy;60;0;0;0;0;0;0;0;0;23320.0;231.4753582663404;0;0;0;0;0;0
Bazancourt;60;0;0;0;0;0;0;0;0;;129.26275777700107;0;0;0;0;0;0
Bazicourt;60;0;0;0;0;0;0;0;0;26200.0;173.7222125131073;0;0;0;0;0;0
Beaudéduit;60;0;0;0;0;0;0;0;0;21210.0;226.40300594197834;0;0;0;0;0;0
Beaugies-sous-Bois;60;0;0;0;0;0;0;0;0;26070.0;107.40064662705349;0;0;0;0;0;0
Beaulieu-les-Fontaines;60;0;0;0;0;0;0;0;0;21710.0;562.1578993358964;0;0;0;0;0;0
Beaumont-les-Nonains;60;0;0;0;0;0;0;0;0;;207.3972387277176;0;0;0;0;0;0
Beaurains-lès-Noyon;60;0;0;0;0;0;0;0;0;23710.0;177.09009087731565;0;0;0;0;0;0
Beaurepaire;60;0;0;0;0;0;0;0;0;;98.1715309332401;0;0;0;0;0;0
Beauvais;60;12;12;0;0;0;11;0;1;19520.0;31549.17616218106;2;6;8;1;0;0
Beauvoir;60;0;0;0;0;0;0;0;0;24320.0;233.30347780496334;0;0;0;0;0;0
Béhéricourt;60;0;0;0;0;0;0;0;0;25060.0;165.02481649772804;0;0;0;0;0;0
Belle-Église;60;0;0;0;0;0;0;0;0;27130.0;407.35389723872777;0;0;0;0;0;0
Belloy;60;0;0;0;0;0;0;0;0;;65.61447046487243;0;0;0;0;0;0
Berlancourt;60;0;0;0;0;0;0;0;0;21210.0;185.74257252708844;0;0;0;0;0;0
Berneuil-en-Bray;60;0;0;0;0;0;0;0;0;26210.0;428.9612023767912;0;0;0;0;0;0
Berneuil-sur-Aisne;60;0;0;0;0;0;0;0;0;24350.0;708.591576371898;0;0;0;0;0;0
Berthecourt;60;0;0;0;0;0;0;0;0;23820.0;765.5458755679832;0;0;0;0;0;0
Béthancourt-en-Valois;60;0;0;0;0;0;0;0;0;25400.0;198.4518524991262;0;0;0;0;0;0
Béthisy-Saint-Martin;60;0;0;0;0;0;0;0;0;23340.0;850.8668297797973;0;0;0;0;0;0
Béthisy-Saint-Pierre;60;0;0;0;0;0;0;0;0;22150.0;2047.2918559944076;0;0;0;0;0;0
Betz;60;0;0;0;0;0;0;0;0;26510.0;570.4064138413141;0;0;0;0;0;0
Bienville;60;0;0;0;0;0;0;0;0;27140.0;308.44224047535823;0;0;0;0;0;0
Biermont;60;0;0;0;0;0;0;0;0;26240.0;136.60136315973438;0;0;0;0;0;0
Bitry;60;0;0;0;0;0;0;0;0;23140.0;324.7732436211115;0;0;0;0;0;0
Blacourt;60;0;0;0;0;0;0;0;0;23520.0;344.66890947221253;0;0;0;0;0;0
Blaincourt-lès-Précy;60;0;0;0;0;0;0;0;0;28120.0;391.96059070255166;0;0;0;0;0;0
Blancfossé;60;0;0;0;0;0;0;0;0;22700.0;169.77822439706395;0;0;0;0;0;0
Blargies;60;0;0;0;0;0;0;0;0;20900.0;479.52752534079;0;0;0;0;0;0
Blicourt;60;0;0;0;0;0;0;0;0;24510.0;263.0618664802517;0;0;0;0;0;0
Blincourt;60;0;0;0;0;0;0;0;0;22330.0;114.15842362810206;0;0;0;0;0;0
Boissy-Fresnoy;60;0;0;0;0;0;0;0;0;26540.0;454.58135267389014;0;0;0;0;0;0
Bonlier;60;0;0;0;0;0;0;0;0;25870.0;150.6264418035652;0;0;0;0;0;0
Bonneuil-les-Eaux;60;0;0;0;0;0;0;0;0;22720.0;706.3331003145753;0;0;0;0;0;0
Bonneuil-en-Valois;60;0;0;0;0;0;0;0;0;24360.0;749.2079692415238;0;0;0;0;0;0
Bonnières;60;0;0;0;0;0;0;0;0;25980.0;181.04238028661305;0;0;0;0;0;0
Bonvillers;60;0;0;0;0;0;0;0;0;26660.0;170.3629849702901;0;0;0;0;0;0
Boran-sur-Oise;60;0;0;0;0;0;0;0;0;25700.0;1203.8178084585809;0;0;0;0;0;0
Borest;60;0;0;0;0;0;0;0;0;34760.0;285.0618664802516;0;0;0;0;0;0
Bornel;60;0;0;0;0;0;0;0;0;25290.0;2173.816060817896;0;0;0;0;0;0
Boubiers;60;0;0;0;0;0;0;0;0;28450.0;294.04124432016783;0;0;0;0;0;0
Bouconvillers;60;0;0;0;0;0;0;0;0;26090.0;201.92135616917162;0;0;0;0;0;0
Bouillancy;60;0;0;0;0;0;0;0;0;28890.0;319.9754456483747;0;0;0;0;0;0
Boullarre;60;0;0;0;0;0;0;0;0;25730.0;164.5725270884306;0;0;0;0;0;0
Boulogne-la-Grasse;60;0;0;0;0;0;0;0;0;23090.0;395.64243271583365;0;0;0;0;0;0
Boursonne;60;0;0;0;0;0;0;0;0;25750.0;240.6004019573576;0;0;0;0;0;0
Boury-en-Vexin;60;0;0;0;0;0;0;0;0;28010.0;331.7018524991261;0;0;0;0;0;0
Boutencourt;60;0;0;0;0;0;0;0;0;25660.0;190.96565886053827;0;0;0;0;0;0
Bouvresse;60;0;0;0;0;0;0;0;0;24640.0;152.83790632645926;0;0;0;0;0;0
Braisnes-sur-Aronde;60;0;0;0;0;0;0;0;0;29080.0;95.69145403704998;0;0;0;0;0;0
Brasseuse;60;0;0;0;0;0;0;0;0;;167.14819993009436;0;0;0;0;0;0
Brégy;60;0;0;0;0;0;0;0;0;25690.0;448.654229290458;0;0;0;0;0;0
Brenouille;60;0;0;0;0;0;0;0;0;24310.0;347.60258650821396;0;0;0;0;0;0
Bresles;60;0;0;0;0;0;0;0;0;22800.0;2442.6717056973084;0;0;0;0;0;0
Breteuil;60;0;0;0;0;0;0;0;0;19270.0;2690.6044215309335;0;0;0;0;0;0
Brétigny;60;0;0;0;0;0;0;0;0;22390.0;236.7370674589304;0;0;0;0;0;0
Breuil-le-Sec;60;0;0;0;0;0;0;0;0;25460.0;1148.0506815798672;0;0;0;0;0;0
Breuil-le-Vert;60;0;0;0;0;0;0;0;0;26030.0;980.2943900734009;0;0;0;0;0;0
Briot;60;0;0;0;0;0;0;0;0;23230.0;246.7277175812653;0;0;0;0;0;0
Brombos;60;0;0;0;0;0;0;0;0;23110.0;190.44748339741346;0;0;0;0;0;0
Broquiers;60;0;0;0;0;0;0;0;0;21810.0;200.65309332401262;0;0;0;0;0;0
Broyes;60;0;0;0;0;0;0;0;0;20850.0;157.7545438657812;0;0;0;0;0;0
Brunvillers-la-Motte;60;0;0;0;0;0;0;0;0;21620.0;257.6910171268787;0;0;0;0;0;0
Bucamps;60;0;0;0;0;0;0;0;0;23460.0;159.7112023767914;0;0;0;0;0;0
Buicourt;60;0;0;0;0;0;0;0;0;24400.0;119.83511010136318;0;0;0;0;0;0
Bulles;60;0;0;0;0;0;0;0;0;23340.0;705.298933939182;0;0;0;0;0;0
Bury;60;0;0;0;0;0;0;0;0;23580.0;2276.6585983921705;0;0;0;0;0;0
Bussy;60;0;0;0;0;0;0;0;0;23740.0;151.4423278573925;0;0;0;0;0;0
Caisnes;60;0;0;0;0;0;0;0;0;23300.0;236.19573575672845;0;0;0;0;0;0
Cambronne-lès-Ribécourt;60;0;0;0;0;0;0;0;0;22550.0;875.9879412792731;0;0;0;0;0;0
Cambronne-lès-Clermont;60;0;0;0;0;0;0;0;0;27170.0;580.4247640685076;0;0;0;0;0;0
Campagne;60;0;0;0;0;0;0;0;0;22640.0;119.12181055574975;0;0;0;0;0;0
Campeaux;60;0;0;0;0;0;0;0;0;20940.0;466.60616917161826;0;0;0;0;0;0
Campremy;60;0;0;0;0;0;0;0;0;21840.0;283.8205173016427;0;0;0;0;0;0
Candor;60;0;0;0;0;0;0;0;0;23310.0;306.70403704998256;0;0;0;0;0;0
Canly;60;0;0;0;0;0;0;0;0;25750.0;535.9289584061518;0;0;0;0;0;0
Cannectancourt;60;0;0;0;0;0;0;0;0;23610.0;251.06204124432017;0;0;0;0;0;0
Canny-sur-Matz;60;0;0;0;0;0;0;0;0;23490.0;289.3197308633345;0;0;0;0;0;0
Canny-sur-Thérain;60;0;0;0;0;0;0;0;0;21700.0;204.1509087731562;0;0;0;0;0;0
Carlepont;60;0;0;0;0;0;0;0;0;22980.0;845.1773855295351;0;0;0;0;0;0
Catenoy;60;0;0;0;0;0;0;0;0;26400.0;596.1951240824886;0;0;0;0;0;0
Catheux;60;0;0;0;0;0;0;0;0;24560.0;135.52464173365956;0;0;0;0;0;0
Catigny;60;0;0;0;0;0;0;0;0;23700.0;184.8044390073401;0;0;0;0;0;0
Catillon-Fumechon;60;0;0;0;0;0;0;0;0;22990.0;435.0038448095072;0;0;0;0;0;0
Cauffry;60;0;0;0;0;0;0;0;0;24570.0;839.732785739252;0;0;0;0;0;0
Cauvigny;60;0;0;0;0;0;0;0;0;25990.0;829.3342362810205;0;0;0;0;0;0
Cempuis;60;0;0;0;0;0;0;0;0;23280.0;519.2595246417337;0;0;0;0;0;0
Cernoy;60;0;0;0;0;0;0;0;0;25010.0;126.88972387277177;0;0;0;0;0;0
Chamant;60;0;0;0;0;0;0;0;0;32430.0;561.6604334148899;0;0;0;0;0;0
Chambly;60;1;1;0;0;0;1;0;0;23650.0;3853.11892694862;0;0;0;0;0;0
Chambors;60;0;0;0;0;0;0;0;0;26150.0;214.27953512757776;0;0;0;0;0;0
Chantilly;60;0;0;0;0;0;0;0;0;27440.0;6990.526127228243;2;2;4;1;0;0
La Chapelle-en-Serval;60;0;0;0;0;0;0;0;0;28050.0;642.635005242922;0;0;0;0;0;0
Chaumont-en-Vexin;60;0;0;0;0;0;0;0;0;23700.0;1751.76869975533;0;0;0;0;0;0
Chavençon;60;0;0;0;0;0;0;0;0;28760.0;83.62827682628455;0;0;0;0;0;0
Chelles;60;0;0;0;0;0;0;0;0;25440.0;307.4694162880112;0;0;0;0;0;0
Chepoix;60;0;0;0;0;0;0;0;0;20680.0;345.74580566235585;0;0;0;0;0;0
Chevincourt;60;0;0;0;0;0;0;0;0;26080.0;510.78067109402315;0;0;0;0;0;0
Chèvreville;60;0;0;0;0;0;0;0;0;27250.0;374.6094023068857;0;0;0;0;0;0
Chevrières;60;1;1;0;0;0;0;0;1;25080.0;1138.9861936385876;0;0;0;0;0;0
Chiry-Ourscamp;60;0;0;0;0;0;0;0;0;22770.0;922.7111149947572;0;0;0;0;0;0
Choisy-au-Bac;60;0;0;0;0;0;0;0;0;25830.0;1293.605732261447;0;0;0;0;0;0
Choisy-la-Victoire;60;0;0;0;0;0;0;0;0;24740.0;291.3526738902481;0;0;0;0;0;0
Choqueuse-les-Bénards;60;0;0;0;0;0;0;0;0;;100.00751485494581;0;0;0;0;0;0
Cinqueux;60;0;0;0;0;0;0;0;0;27420.0;679.0672841663753;0;0;0;0;0;0
Cires-lès-Mello;60;0;0;0;0;0;0;0;0;23730.0;1561.4849702901083;0;0;0;0;0;0
Clairoix;60;0;0;0;0;0;0;0;0;25270.0;1169.8982873121288;0;0;0;0;0;0
Clermont;60;1;1;0;0;0;1;0;0;21790.0;6658.176599091227;0;2;2;1;0;0
Coivrel;60;0;0;0;0;0;0;0;0;24200.0;217.78469066759877;0;0;0;0;0;0
Compiègne;60;2;2;0;0;0;2;0;0;21000.0;22492.440842362816;2;8;10;1;1;12
Conchy-les-Pots;60;0;0;0;0;0;0;0;0;23250.0;534.0903530234183;0;0;0;0;0;0
Conteville;60;0;0;0;0;0;0;0;0;;96.61927647675638;0;0;0;0;0;0
Corbeil-Cerf;60;0;0;0;0;0;0;0;0;26580.0;264.6764243271583;0;0;0;0;0;0
Cormeilles;60;0;0;0;0;0;0;0;0;22590.0;273.5619538622859;0;0;0;0;0;0
Le Coudray-Saint-Germer;60;0;0;0;0;0;0;0;0;20670.0;373.51301992310374;0;0;0;0;0;0
Le Coudray-sur-Thelle;60;0;0;0;0;0;0;0;0;24710.0;145.4591925900035;0;0;0;0;0;0
Coudun;60;0;0;0;0;0;0;0;0;25370.0;711.9095595945473;0;0;0;0;0;0
Couloisy;60;1;1;0;0;0;1;0;0;20830.0;228.27839916113248;0;0;0;0;0;0
Courcelles-Epayelles;60;0;0;0;0;0;0;0;0;22300.0;174.40152044739605;0;0;0;0;0;0
Courcelles-lès-Gisors;60;0;0;0;0;0;0;0;0;25840.0;508.57104159384835;0;0;0;0;0;0
Courteuil;60;0;0;0;0;0;0;0;0;34080.0;352.112635442153;0;0;0;0;0;0
Courtieux;60;0;0;0;0;0;0;0;0;24380.0;127.77804963299546;0;0;0;0;0;0
Coye-la-Forêt;60;1;1;0;0;0;1;0;0;32080.0;1908.8865781195384;0;0;0;0;0;0
Cramoisy;60;0;0;0;0;0;0;0;0;25170.0;621.5484096469767;0;0;0;0;0;0
Crapeaumesnil;60;0;0;0;0;0;0;0;0;21500.0;111.41401607829432;0;0;0;0;0;0
Creil;60;4;4;0;0;1;3;0;0;15440.0;15885.95220202726;0;3;3;1;0;0
Crépy-en-Valois;60;0;0;0;0;0;0;0;0;23100.0;6698.287661656764;0;2;2;1;0;0
Cressonsacq;60;0;0;0;0;0;0;0;0;25550.0;247.4327158336246;0;0;0;0;0;0
Crèvecœur-le-Grand;60;0;0;0;0;0;0;0;0;20500.0;2271.7465047186297;0;0;0;0;0;0
Crèvecœur-le-Petit;60;0;0;0;0;0;0;0;0;22420.0;110.95211464522896;0;0;0;0;0;0
Crillon;60;0;0;0;0;0;0;0;0;23280.0;418.36481999300946;0;0;0;0;0;0
Crisolles;60;0;0;0;0;0;0;0;0;22400.0;551.8441978329256;0;0;0;0;0;0
Le Crocq;60;0;0;0;0;0;0;0;0;22480.0;163.9270360013981;0;0;0;0;0;0
Croissy-sur-Celle;60;0;0;0;0;0;0;0;0;24470.0;294.91794826983573;0;0;0;0;0;0
Croutoy;60;0;0;0;0;0;0;0;0;25490.0;182.6493358965397;0;0;0;0;0;0
Crouy-en-Thelle;60;0;0;0;0;0;0;0;0;27700.0;356.5119713386928;0;0;0;0;0;0
Cuignières;60;0;0;0;0;0;0;0;0;25620.0;142.01118490038448;0;0;0;0;0;0
Cuigy-en-Bray;60;1;1;0;0;0;0;0;1;22850.0;428.36097518350226;0;0;0;0;0;0
Cuise-la-Motte;60;0;0;0;0;0;0;0;0;21720.0;1415.2320866829782;0;0;0;0;0;0
Cuts;60;0;0;0;0;0;0;0;0;24150.0;690.2016777350577;0;0;0;0;0;0
Cuvergnon;60;0;0;0;0;0;0;0;0;24640.0;235.6698706745893;0;0;0;0;0;0
Cuvilly;60;0;0;0;0;0;0;0;0;22150.0;433.7443201677735;0;0;0;0;0;0
Cuy;60;0;0;0;0;0;0;0;0;21990.0;162.46364907375045;0;0;0;0;0;0
Daméraucourt;60;0;0;0;0;0;0;0;0;23510.0;191.83947920307585;0;0;0;0;0;0
Dargies;60;0;0;0;0;0;0;0;0;23180.0;300.03993358965397;0;0;0;0;0;0
Delincourt;60;0;0;0;0;0;0;0;0;26740.0;368.5988290807411;0;0;0;0;0;0
La Drenne;60;0;0;0;0;0;0;0;0;26020.0;482.90484096469766;0;0;0;0;0;0
Dieudonné;60;0;0;0;0;0;0;0;0;26890.0;245.38876267039495;0;0;0;0;0;0
Dives;60;0;0;0;0;0;0;0;0;24130.0;236.55854596295003;0;0;0;0;0;0
Doméliers;60;0;0;0;0;0;0;0;0;25030.0;219.98846557147846;0;0;0;0;0;0
Domfront;60;0;0;0;0;0;0;0;0;22170.0;270.919084236281;0;0;0;0;0;0
Dompierre;60;0;0;0;0;0;0;0;0;22600.0;227.8971513456833;0;0;0;0;0;0
Duvy;60;0;0;0;0;0;0;0;0;25220.0;442.31413841314225;0;0;0;0;0;0
Écuvilly;60;0;0;0;0;0;0;0;0;22650.0;205.94189094722128;0;0;0;0;0;0
Élencourt;60;0;0;0;0;0;0;0;0;;57.885180006990566;0;0;0;0;0;0
Élincourt-Sainte-Marguerite;60;0;0;0;0;0;0;0;0;25880.0;481.4741349178609;0;0;0;0;0;0
Éméville;60;0;0;0;0;0;0;0;0;25090.0;180.69923103809862;0;0;0;0;0;0
Énencourt-Léage;60;0;0;0;0;0;0;0;0;29140.0;123.54814750087382;0;0;0;0;0;0
La Corne-en-Vexin;60;0;0;0;0;0;0;0;0;24780.0;366.1461027612723;0;0;0;0;0;0
Épineuse;60;0;0;0;0;0;0;0;0;25270.0;193.8828206920657;0;0;0;0;0;0
Éragny-sur-Epte;60;0;0;0;0;0;0;0;0;23950.0;501.8055749737855;0;0;0;0;0;0
Ercuis;60;0;0;0;0;0;0;0;0;24610.0;728.726232086683;0;0;0;0;0;0
Ermenonville;60;0;0;0;0;0;0;0;0;28970.0;515.6768612373295;0;0;0;0;0;0
Ernemont-Boutavent;60;0;0;0;0;0;0;0;0;22830.0;217.00838867528842;0;0;0;0;0;0
Erquery;60;0;0;0;0;0;0;0;0;27100.0;638.1037224746593;0;0;0;0;0;0
Erquinvillers;60;0;0;0;0;0;0;0;0;25500.0;103.30810905277876;0;0;0;0;0;0
Escames;60;0;0;0;0;0;0;0;0;23240.0;230.5247291156938;0;0;0;0;0;0
Esches;60;0;0;0;0;0;0;0;0;26240.0;392.5530408947921;0;0;0;0;0;0
Escles-Saint-Pierre;60;0;0;0;0;0;0;0;0;19490.0;165.28005941978327;0;0;0;0;0;0
Espaubourg;60;0;0;0;0;0;0;0;0;23860.0;225.18647326109755;0;0;0;0;0;0
Esquennoy;60;0;0;0;0;0;0;0;0;19160.0;785.9417161831528;0;0;0;0;0;0
Essuiles;60;0;0;0;0;0;0;0;0;25560.0;318.9434638238378;0;0;0;0;0;0
Estrées-Saint-Denis;60;0;0;0;0;0;0;0;0;23180.0;1750.2981475008737;2;0;2;1;0;0
Étavigny;60;0;0;0;0;0;0;0;0;21490.0;170.11936385879062;0;0;0;0;0;0
Étouy;60;0;0;0;0;0;0;0;0;24500.0;702.1782593498776;0;0;0;0;0;0
Ève;60;0;0;0;0;0;0;0;0;27410.0;297.7400384480951;0;0;0;0;0;0
Évricourt;60;0;0;0;0;0;0;0;0;22850.0;106.36569381335198;0;0;0;0;0;0
Fay-les-Étangs;60;0;0;0;0;0;0;0;0;27700.0;188.01101013631595;0;0;0;0;0;0
Le Fayel;60;0;0;0;0;0;0;0;0;27280.0;129.59708144005594;0;0;0;0;0;0
Le Fay-Saint-Quentin;60;0;0;0;0;0;0;0;0;25660.0;403.45316322964;0;0;0;0;0;0
Feigneux;60;0;0;0;0;0;0;0;0;27920.0;271.72990213212165;0;0;0;0;0;0
Ferrières;60;0;0;0;0;0;0;0;0;21840.0;335.69966794826985;0;0;0;0;0;0
Feuquières;60;1;1;0;0;0;1;0;0;19130.0;1166.6599965047187;0;0;0;0;0;0
Fitz-James;60;0;0;0;0;0;0;0;0;24800.0;1630.466882209018;0;0;0;0;0;0
Flavacourt;60;0;0;0;0;0;0;0;0;25200.0;520.5103984620762;0;0;0;0;0;0
Flavy-le-Meldeux;60;0;0;0;0;0;0;0;0;21310.0;169.27752534078996;0;0;0;0;0;0
Fléchy;60;0;0;0;0;0;0;0;0;;135.05679832226494;0;0;0;0;0;0
Fleurines;60;0;0;0;0;0;0;0;0;29520.0;719.869800768962;0;0;0;0;0;0
Fleury;60;0;0;0;0;0;0;0;0;24590.0;270.75148549458237;0;0;0;0;0;0
Fontaine-Bonneleau;60;0;0;0;0;0;0;0;0;22430.0;308.37792729814754;0;0;0;0;0;0
Fontaine-Chaalis;60;2;2;0;0;0;1;0;1;36590.0;335.0226319468718;0;0;0;0;0;0
Fontaine-Lavaganne;60;0;0;0;0;0;0;0;0;23390.0;300.92249213561695;0;0;0;0;0;0
Fontaine-Saint-Lucien;60;0;0;0;0;0;0;0;0;24840.0;116.40248164977281;0;0;0;0;0;0
Fontenay-Torcy;60;0;0;0;0;0;0;0;0;23800.0;165.61385879063263;0;0;0;0;0;0
Formerie;60;0;0;0;0;0;0;0;0;19260.0;1626.4258126529185;0;0;0;0;0;0
Fouilleuse;60;0;0;0;0;0;0;0;0;26170.0;58.10136315973437;0;0;0;0;0;0
Fouilloy;60;0;0;0;0;0;0;0;0;20340.0;231.21810555749738;0;0;0;0;0;0
Foulangues;60;0;0;0;0;0;0;0;0;30290.0;91.8476931142957;0;0;0;0;0;0
Fouquenies;60;0;0;0;0;0;0;0;0;26350.0;230.98549458231386;0;0;0;0;0;0
Fouquerolles;60;0;0;0;0;0;0;0;0;25430.0;166.75917511359665;0;0;0;0;0;0
Fournival;60;0;0;0;0;0;0;0;0;24660.0;310.84297448444596;0;0;0;0;0;0
Francastel;60;0;0;0;0;0;0;0;0;22850.0;351.77271932890596;0;0;0;0;0;0
Francières;60;0;0;0;0;0;0;0;0;27000.0;477.9052778748689;0;0;0;0;0;0
Fréniches;60;0;0;0;0;0;0;0;0;23120.0;280.0762845159036;0;0;0;0;0;0
Montchevreuil;60;0;0;0;0;0;0;0;0;25320.0;788.4861936385879;0;0;0;0;0;0
Fresne-Léguillon;60;0;0;0;0;0;0;0;0;24440.0;333.8581789584062;0;0;0;0;0;0
Fresnières;60;0;0;0;0;0;0;0;0;24210.0;105.79980775952464;0;0;0;0;0;0
Fresnoy-en-Thelle;60;0;0;0;0;0;0;0;0;26600.0;315.3810730513806;0;0;0;0;0;0
Fresnoy-la-Rivière;60;0;0;0;0;0;0;0;0;26720.0;368.83519748339745;0;0;0;0;0;0
Fresnoy-le-Luat;60;0;0;0;0;0;0;0;0;29820.0;327.1734533379937;0;0;0;0;0;0
Le Frestoy-Vaux;60;0;0;0;0;0;0;0;0;23970.0;240.99082488640337;0;0;0;0;0;0
Frétoy-le-Château;60;0;0;0;0;0;0;0;0;21980.0;187.19870674589302;0;0;0;0;0;0
Frocourt;60;0;0;0;0;0;0;0;0;25550.0;202.67415239426774;0;0;0;0;0;0
Froissy;60;0;0;0;0;0;0;0;0;21550.0;528.6957357567284;0;0;0;0;0;0
Le Gallet;60;0;0;0;0;0;0;0;0;23590.0;88.64190842362811;0;0;0;0;0;0
Gannes;60;0;0;0;0;0;0;0;0;24580.0;342.11071303739953;0;0;0;0;0;0
Gaudechart;60;0;0;0;0;0;0;0;0;22970.0;291.44800768961903;0;0;0;0;0;0
Genvry;60;0;0;0;0;0;0;0;0;24400.0;165.2294652219504;0;0;0;0;0;0
Gerberoy;60;0;0;0;0;0;0;0;0;;144.6481125480601;0;0;0;0;0;0
Gilocourt;60;0;0;0;0;0;0;0;0;26120.0;426.050244669696;0;0;0;0;0;0
Giraumont;60;0;0;0;0;0;0;0;0;27950.0;277.84725620412445;0;0;0;0;0;0
Glaignes;60;0;0;0;0;0;0;0;0;27290.0;226.61551904928348;0;0;0;0;0;0
Glatigny;60;0;0;0;0;0;0;0;0;24410.0;151.0747990213212;0;0;0;0;0;0
Godenvillers;60;0;0;0;0;0;0;0;0;24880.0;140.4159384830479;0;0;0;0;0;0
Goincourt;60;0;0;0;0;0;0;0;0;24700.0;669.3414016078294;0;0;0;0;0;0
Golancourt;60;0;0;0;0;0;0;0;0;22510.0;308.6110625655366;0;0;0;0;0;0
Gondreville;60;0;0;0;0;0;0;0;0;25870.0;138.2127752534079;0;0;0;0;0;0
Gourchelles;60;0;0;0;0;0;0;0;0;19850.0;160.45674589304437;0;0;0;0;0;0
Gournay-sur-Aronde;60;0;0;0;0;0;0;0;0;25370.0;595.6354421530933;0;0;0;0;0;0
Gouvieux;60;0;0;0;0;0;0;0;0;31500.0;4016.446609577071;1;0;1;1;0;0
Gouy-les-Groseillers;60;0;0;0;0;0;0;0;0;;31.870674589304436;0;0;0;0;0;0
Grandfresnoy;60;0;0;0;0;0;0;0;0;26230.0;903.6845508563439;0;0;0;0;0;0
Grandvillers-aux-Bois;60;0;0;0;0;0;0;0;0;24810.0;231.99606780845855;0;0;0;0;0;0
Grandvilliers;60;0;0;0;0;0;0;0;0;19400.0;1843.3316148199933;0;0;0;0;0;0
Grandrû;60;0;0;0;0;0;0;0;0;23880.0;251.29264243271584;0;0;0;0;0;0
