id,name,dept
19996,Fabrice Roussel,Loire-Atlantique
18417,Sophie Errante,Loire-Atlantique
19906,Jean-Michel Brard,Loire-Atlantique
19780,Jean-Claude Raux,Loire-Atlantique
19513,Luc Geismar,Loire-Atlantique
19067,Anne-France Brunet,Loire-Atlantique
17357,Michel Ménard,Loire-Atlantique
3910,Michel Hunault,Loire-Atlantique
10754,Christophe Priou,Loire-Atlantique
3883,Elisabeth Hubert,Loire-Atlantique
15475,"Robert, Jean-Pierre, Marie Diat",Loire-Atlantique
18400,Yves Daniel,Loire-Atlantique
18508,Monique Rabin,Loire-Atlantique
19190,Yannick Haury,Loire-Atlantique
18308,Jean-Pierre Fougerat,Loire-Atlantique
7795,René Leroux,Loire-Atlantique
17268,Philippe Boënnec,Loire-Atlantique
17270,Marie-Odile Bouillé,Loire-Atlantique
10043,Dominique Raimbourg,Loire-Atlantique
306,Jean-Marc Ayrault,Loire-Atlantique
2868,Claude Evin,Loire-Atlantique
5831,Dominique Pervenche,Loire-Atlantique
1852,Marie-Françoise Clergeau,Loire-Atlantique
10715,Jean-Pierre Le Ridant,Loire-Atlantique
5990,Serge Poignant,Loire-Atlantique
6775,Patrick Rimbert,Loire-Atlantique
5512,Jean Natiez,Loire-Atlantique
2266,Vincent Delaroux,Loire-Atlantique
3031,Jacques Floch,Loire-Atlantique
6572,Michel Rabreau,Loire-Atlantique
1759,Alain Chénard,Loire-Atlantique
3810,Pierre Hériaud,Loire-Atlantique
2513,Marie-Madeleine Dieulangard,Loire-Atlantique
289,François Autain,Loire-Atlantique
3260,Etienne Garnier,Loire-Atlantique
5676,Monique Papon,Loire-Atlantique
4301,Bernard Lambert,Loire-Atlantique
4325,Edouard Landrain,Loire-Atlantique
1730,Christian Chauvel,Loire-Atlantique
5117,Joseph-Henri Maujoüan du Gasset,Loire-Atlantique
1458,Georges Carpentier,Loire-Atlantique
3911,Xavier Hunault,Loire-Atlantique
3652,Olivier Guichard,Loire-Atlantique
6737,Lucien Richard,Loire-Atlantique
919,Alexandre Bolo,Loire-Atlantique
4870,Benoît Macquet,Loire-Atlantique
2150,Albert Dassié,Loire-Atlantique
7568,Bernard Le Douarec,Loire-Atlantique
6073,Nestor Rombeaut,Loire-Atlantique
3543,Jean Allard de Grandmaison,Loire-Atlantique
6702,Henri Rey,Loire-Atlantique
7870,Pierre Litoux,Loire-Atlantique
6019,Henri Robichon,Loire-Atlantique
2568,Louis Douineau,Loire-Atlantique
6809,Olivier de Sesmaisons,Loire-Atlantique
857,"François, Marie, Valentin Blancho",Loire-Atlantique
5614,Henry Orrion,Loire-Atlantique
19740,Thomas Ménagé,Loiret
19923,Emmanuel Duplessy,Loiret
19919,Constance De Pélichy,Loiret
19759,Mathilde Paris,Loiret
19201,Caroline Janvier,Loiret
19594,Anthony Brosse,Loiret
19358,Stéphanie Rist,Loiret
20048,Stéphane Chouin,Loiret
19348,Richard Ramos,Loiret
18396,Valérie Corre,Loiret
17299,Olivier Carré,Loiret
20058,Marie-Philippe Lubet,Loiret
10691,Serge Grouard,Loiret
17831,Marianne Dubois,Loiret
18429,Claude De Ganay,Loiret
1658,Jean-Paul Charié,Loiret
6919,Jean-Pierre Sueur,Loiret
2536,Eric Doligé,Loiret
11025,Claude Bourdin,Loiret
1464,Antoine Carré,Loiret
10666,Jean-Pierre Door,Loiret
4342,Jean-Pierre Lapaire,Loiret
2567,Jacques Douffiagues,Loiret
686,Jean-Louis Bernard,Loiret
6436,Jean-Claude Portheault,Loiret
2372,Xavier Deniau,Loiret
6251,Louis Sallé,Loiret
1659,Pierre Charié,Loiret
2807,"Henri, Albert, André Duvillard",Loiret
3182,Pierre Gabelle,Loiret
3002,Robert Figeat,Loiret
6931,Robert Szigeti,Loiret
1691,Jean-Baptiste Chassagne,Loiret
3430,Gaston Girard,Loiret
19341,Aurélien Pradié,Lot
19400,Huguette Tiegna,Lot
19990,Christophe Proença,Lot
4397,Jean Launay,Lot
17362,Dominique Orliac,Lot
1661,Bernard Charles,Lot
10765,Michel Roumegoux,Lot
4920,Marie-Claude Malaval,Lot
1697,Alain Chastagnol,Lot
4941,Martin Malvy,Lot
2932,Maurice Faure,Lot
5486,Guy Murat,Lot
5070,Edmond Massaud,Lot
4107,Georges Juskiewenski,Lot
19159,Alexandre Freschi,Lot-et-Garonne
19694,Hélène Laporte,Lot-et-Garonne
19964,Guillaume Lepers,Lot-et-Garonne
18422,Matthias Fekl,Lot-et-Garonne
19618,Annick Cousin,Lot-et-Garonne
19107,Olivier Damaisin,Lot-et-Garonne
18581,Jean-Louis Costes,Lot-et-Garonne
19436,Régine Povéda,Lot-et-Garonne
19231,Michel Lauzzana,Lot-et-Garonne
10663,Jean Dionis du Séjour,Lot-et-Garonne
10736,Alain Merly,Lot-et-Garonne
7482,Alain Veyret,Lot-et-Garonne
1358,Jérôme Cahuzac,Lot-et-Garonne
18472,Lucette Lousteau,Lot-et-Garonne
3476,Michel Gonelle,Lot-et-Garonne
10662,Michel Diefenbacher,Lot-et-Garonne
3529,Gérard Gouzes,Lot-et-Garonne
18310,Jean-Claude Gouget,Lot-et-Garonne
6881,Daniel Soulage,Lot-et-Garonne
7515,Christian Laurissergues,Lot-et-Garonne
573,Guy Bégué,Lot-et-Garonne
6734,Georges Richard,Lot-et-Garonne
1803,Paul Chollet,Lot-et-Garonne
1361,Georges Caillau,Lot-et-Garonne
3270,Marcel Garrouste,Lot-et-Garonne
7180,Joseph Turroques,Lot-et-Garonne
6341,Edouard Schloesing,Lot-et-Garonne
6602,Jacques Raphaël-Leygues,Lot-et-Garonne
968,"Jacques, Guillaume Bordeneuve",Lot-et-Garonne
4343,Gabriel Lapeyrusse,Lot-et-Garonne
2351,Jean Deltimple,Lot-et-Garonne
6190,Hubert Ruffe,Lot-et-Garonne
19985,Sophie Pantel,Lozère
10612,Pierre Morel-À-l'Huissier,Lozère
10768,Francis Saint-Léger,Lozère
1746,Jean-Claude Chazal,Lozère
848,Jacques Blanc,Lozère
2315,Jean-Jacques Delmas,Lozère
11052,Denis Salaville,Lozère
2752,"Adrien, Jean-Louis Durand",Lozère
3522,"Victor, Claudius Gouton",Lozère
2007,Pierre Couderc,Lozère
7228,"Félix, Baptiste, Calixte Viallet",Lozère
7145,Henri Trémolet de Villers,Lozère
1265,Louis Bruelle,Madagascar
7169,Philibert Tsiranana,Madagascar
6271,André Sanglier,Madagascar
2804,Roger Duveau,Madagascar
6586,ZZZ Rakotovelo,Madagascar
19504,Anne-Laure Blin,Maine-et-Loire
19269,Denis Masséglia,Maine-et-Loire
19372,Laetitia Saint-Paul,Maine-et-Loire
18356,Luc Belot,Maine-et-Loire
19137,Stella Dupont,Maine-et-Loire
19307,Matthieu Orphelin,Maine-et-Loire
19046,Philippe Bolo,Maine-et-Loire
19659,François Gernigon,Maine-et-Loire
10638,Gilles Bourdouleix,Maine-et-Loire
17395,Paul Jeanneteau,Maine-et-Loire
10759,Dominique Richard,Maine-et-Loire
10778,Jean-Charles Taugourdeau,Maine-et-Loire
10039,Jacques Percereau,Maine-et-Loire
19131,Nicole Dubré-Chirat,Maine-et-Loire
18348,Serge Bardy,Maine-et-Loire
4973,Jean-Michel Marchand,Maine-et-Loire
316,Roselyne Bachelot-Narquin,Maine-et-Loire
18287,Joseph Bossé,Maine-et-Loire
4250,Marc Laffineur,Maine-et-Loire
101,Edmond Alphandéry,Maine-et-Loire
1821,Jean-Claude Chupin,Maine-et-Loire
10750,Michel Piron,Maine-et-Loire
7794,Ginette Leroux,Maine-et-Loire
7835,Alain Levoyer,Maine-et-Loire
17319,Marc Goua,Maine-et-Loire
1656,Hervé de Charette,Maine-et-Loire
10604,René Bouin,Maine-et-Loire
5034,Christian Martin,Maine-et-Loire
3587,Hubert Grimault,Maine-et-Loire
11037,Jean-Pierre Huchon,Maine-et-Loire
7852,Maurice Ligot,Maine-et-Loire
7172,"Jean, Ernest, Charles Turc",Maine-et-Loire
5509,Jean Narquin,Maine-et-Loire
3765,Robert Hauret,Maine-et-Loire
3110,Jean Foyer,Maine-et-Loire
568,Jean Bégault,Maine-et-Loire
1611,Jean Chalopin,Maine-et-Loire
5959,Edgard Pisani,Maine-et-Loire
7543,René Le Bault de la Morinière,Maine-et-Loire
4176,René La Combe,Maine-et-Loire
6795,Philippe Rivain,Maine-et-Loire
1025,Paul Boudon,Maine-et-Loire
5291,Jacques Millot,Maine-et-Loire
1766,Paul Cherbonneau,Maine-et-Loire
1706,"Victor, Léon, Henri Chatenay",Maine-et-Loire
19216,Sonia Krimi,Manche
19768,Anna Pic,Manche
19457,Grégory Galbadon,Manche
18537,Stéphane Travert,Manche
17317,Philippe Gosselin,Manche
19384,Bertrand Sorre,Manche
1562,Bernard Cazeneuve,Manche
17325,Guénhaël Huet,Manche
18573,Geneviève Gosselin-Fleury,Manche
2037,Alain Cousin,Manche
10719,Jean Lemière,Manche
1537,Bernard Cauvin,Manche
18311,André Rouxel,Manche
134,René André,Manche
3287,Claude Gatignol,Manche
952,Yves Bonnet,Manche
7754,Jean-Claude Lemoine,Manche
2104,Jean-Marie Daillet,Manche
496,Henri Baudouin,Manche
2133,Louis Darinot,Manche
832,Emile Bizet,Manche
3776,Jacques Hébert,Manche
3665,Raymond Guilbert,Manche
3461,Pierre Godefroy,Manche
7787,Constant Lepourry,Manche
6346,René Schmitt,Manche
1481,Gabriel de Carville,Manche
7635,Edouard Lebas,Manche
3791,Pierre Hénault,Manche
19978,Maxime Michelet,Marne
19217,Aina Kuric,Marne
19259,Lise Magnier,Marne
19852,Laure Miller,Marne
17783,Arnaud Robinet,Marne
19653,Anne-Sophie Frigout,Marne
19553,Xavier Albertini,Marne
17263,Benoist Apparu,Marne
19032,Valérie Beauvais,Marne
19171,Éric Girardin,Marne
10783,Catherine Vautrin,Marne
10670,Francis Falala,Marne
1764,Annette Chépy-Léger,Marne
2031,Charles De Courson,Marne
1069,Jean-Pierre Bouquet,Marne
7048,Jean-Claude Thomas,Marne
13039,Philippe Feneuil,Marne
5045,Philippe Armand Martin,Marne
7123,Ghislaine Toutain-Sorin,Marne
1079,Bruno Bourg-Broc,Marne
2862,Jean-Claude Etienne,Marne
6352,Jean-Louis Schneiter,Marne
1896,Georges Colin,Marne
6902,Bernard Stasi,Marne
2896,Jean Falala,Marne
682,Jean Bernard,Marne
6940,Jean Taittinger,Marne
6715,Jean Reyssier,Marne
2069,"Roger, Albert, Marie Crespin",Marne
1533,Pierre Caurier,Marne
2227,Jean Degraeve,Marne
5419,"Robert, Jules, Ernest Morillon",Marne
1679,René Charpentier,Marne
6611,Roger Raulet,Marne
2897,Marcel Falala,Marne
19831,Jiovanny William,Martinique
19894,Béatrice Bellay,Martinique
19675,Johnny Hajjar,Martinique
19466,Manuéla Kéclard-Mondésir,Martinique
18489,Jean-Philippe Nilor,Martinique
19750,Marcellin Nadeau,Martinique
18345,Bruno Nestor Azerot,Martinique
12225,"Philippe, Calixte, Gérard Edmond-Mariette",Martinique
17343,Serge Letchimy,Martinique
19264,Josette Manin,Martinique
7816,André Lesueur,Martinique
7175,Anicet Turinay,Martinique
10729,Louis-Joseph Manscour,Martinique
10623,Alfred Almont,Martinique
4804,Guy Lordinot,Martinique
7865,Claude Lise,Martinique
4999,Alfred Marie-Jeanne,Martinique
10769,Pierre-Jean Samot,Martinique
2142,Camille Darsières,Martinique
5847,Pierre Petit,Martinique
4827,Maurice Louis-Joseph-Dogué,Martinique
6673,Michel Renard,Martinique
4963,Jean Maran,Martinique
1579,"Aimé, Fernand, David Césaire",Martinique
5842,Camille Petit,Martinique
6202,Victor Sablé,Martinique
7226,Emmanuel Véry-Hermence,Martinique
5797,Marie-Joseph Pernock,Martinique
19024,Géraldine Bannier,Mayenne
18390,Guillaume Chevrollier,Mayenne
17309,Guillaume Garot,Mayenne
10671,Yannick Favennec-Bécot,Mayenne
18580,Sylvie Pichot,Mayenne
235,François d'Aubert,Mayenne
10630,Marc Bernier,Mayenne
1174,René Boullier de Branche,Mayenne
3870,Henri Houdouin,Mayenne
7815,Roger Lestas,Mayenne
5943,André Pinçon,Mayenne
3283,Henri de Gastines,Mayenne
2180,André Davoust,Mayenne
1319,"Pierre, Camille, Emmanuel Buron",Mayenne
3094,"Louis, Henri Fourmont",Mayenne
1320,"Robert, Albert, Gaston Buron",Mayenne
2377,Bertrand Denis,Mayenne
19832,Estelle Youssouffa,Mayotte
19891,Anchya Bamana,Mayotte
18330,Ibrahim Aboubacar,Mayotte
19008,Ramlati Ali,Mayotte
18519,Boinali Said,Mayotte
17262,Abdoulatifou Aly,Mayotte
10706,Mansour Kamardine,Mayotte
3863,Jean-François Hory,Mayotte
360,Younoussa Bamana,Mayotte
4019,Henry Jean-Baptiste,Mayotte
19904,Anthony Boulogne,Meurthe
19029,Thibault Bazin,Meurthe
19177,Carole Grandjean,Meurthe
19153,Caroline Fiat,Meurthe
19846,Philippe Guillemard,Meurthe
20016,Frédéric Weber,Meurthe
19976,Estelle Mercier,Meurthe
19311,Xavier Paluszkiewicz,Meurthe
17375,Valérie Rosso-Debord,Meurthe
19691,Emmanuel Lacresse,Meurthe
19165,Laurent Garcia,Meurthe
14448,"Laurent, Emile, Michel Hénart",Meurthe
18449,Chaynesse Khirouni,Meurthe
19548,Pascale Cesar,Meurthe
17626,"Philippe, Lucien, Marie Morenvillier",Meurthe
19941,Stéphane Hablot,Meurthe
18502,Dominique Potier,Meurthe
10740,Nadine Morano,Meurthe
10700,Edouard Jacque,Meurthe
13042,Corinne Marchal-Tarnus,Meurthe
19431,Jean-Marc Fournel,Meurthe
17301,Hervé Féron,Meurthe
19640,Martine Etienne,Meurthe
17287,Christian Eckert,Meurthe
2381,Jean-Jacques Denis,Meurthe
17335,Jacques Lamblin,Meurthe
4960,René Mangin,Meurthe
2520,Michel Dinet,Meurthe
15476,Patricia Burckhart-Vandevelde,Meurthe
7767,Gérard Léonard,Meurthe
7566,Jean-Yves Le Déaut,Meurthe
3199,Claude Gaillard,Meurthe
3351,Aloys Geoffroy,Meurthe
6340,Jean-Marie Schleret,Meurthe
6665,Daniel Reiner,Meurthe
3470,Colette Goeuriot,Meurthe
6099,André Rossinot,Meurthe
10041,Guy Vattier,Meurthe
10474,Jean-Claude Demonté,Meurthe
2949,Nicole Feidt,Meurthe
3671,François Guillaume,Meurthe
7162,Jacques Trorial,Meurthe
2781,Job Durupt,Meurthe
2773,Jean-Paul Durieux,Meurthe
6877,Roger Souchal,Meurthe
6429,Antoine Porcu,Meurthe
5580,Joseph Nou,Meurthe
6807,Jean-Jacques Servan-Schreiber,Meurthe
2018,Claude Coulais,Meurthe
7097,Yvon Tondon,Meurthe
3721,René Haby,Meurthe
742,Jean Bertrand,Meurthe
795,Marcel Bigeard,Meurthe
6749,Robert Richoux,Meurthe
2720,Louis Dupont,Meurthe
2582,Robert Drapier,Meurthe
5040,Hubert Martin,Meurthe
3073,Christian Fouchet,Meurthe
7276,Pierre Weber,Meurthe
6361,Gilbert Schwartz,Meurthe
2475,Roger Devemy,Meurthe
3974,William Jacson,Meurthe
3131,"François, Charles, Joseph Valentin dit François-Valentin",Meurthe
783,Jean Bichat,Meurthe
5910,André Picquot,Meurthe
2106,Pierre Dalainzy,Meurthe
19888,Maxime Amblard,Meuse
19072,Émilie Cariou,Meuse
19665,Florence Goulet,Meuse
17363,Bertrand Pancher,Meuse
2562,François Dosé,Meuse
7886,Gérard Longuet,Meuse
2703,Jean-Louis Dumont,Meuse
4806,Claude Lorenzini,Meuse
830,Claude Biwer,Meuse
4859,Arsène Lux,Meuse
2594,"André, Marie, Antoine Droitcourt",Meuse
683,Jean Maurice Bernard,Meuse
532,"André, Emmanuel Beauguitte",Meuse
6143,René Rousselot,Meuse
3971,Louis Jacquinot,Meuse
18300,Gwendal  Rouillard,Morbihan
19934,Damien Girard,Morbihan
19698,Anne Le Hénanff,Morbihan
18467,Philippe Le Ray,Morbihan
19199,Jean-Michel Jacques,Morbihan
19741,Lysiane Métayer,Morbihan
20049,Michel Criaud,Morbihan
18482,Paul Molac,Morbihan
19309,Jimmy Pahun,Morbihan
17320,Michel Grall,Morbihan
19248,Nicole Le Peih,Morbihan
17361,Françoise Olivier-Coupeau,Morbihan
18490,Philippe Noguès,Morbihan
11057,Pierre Victoria,Morbihan
3503,François Goulard,Morbihan
18495,Hervé Pellois,Morbihan
12993,Josiane Boyce Née Pontieux,Morbihan
7606,Jacques Le Nay,Morbihan
7570,Jean-Yves Le Drian,Morbihan
18468,Jean-Pierre Le Roch,Morbihan
10724,Gérard Lorgeoux,Morbihan
4127,Aimé Kerguéris,Morbihan
3422,Jean Giovannelli,Morbihan
3459,Michel Godard,Morbihan
1540,Jean-Charles Cavaillé,Morbihan
1136,Loïc Bouvard,Morbihan
7327,Roger de Peyrus de Vitton,Morbihan
948,"Christian, Charles, Auguste Bonnet",Morbihan
7550,Yves Le Cabellec,Morbihan
1647,Paul Chapel,Morbihan
4967,Raymond Marcellin,Morbihan
3732,Yves du Halgouët,Morbihan
5694,Jean Pascal,Morbihan
3584,Jean Grimaud,Morbihan
7603,Louis Le Montagner,Morbihan
86,Yves Allainmat,Morbihan
6906,Yvonne Stephan,Morbihan
3928,Paul Ihuel,Morbihan
3124,Léonce Franco,Morbihan
398,Maurice Bardet,Morbihan
4394,Hervé Laudrin,Morbihan
19717,Alexandre Loubet,Moselle
19767,Kévin Pfeffer,Moselle
19280,Ludovic Mendes,Moselle
19799,Vincent Seitlinger,Moselle
19121,Fabien Di Filippo,Moselle
19703,Charlotte Leduc,Moselle
18547,Paola Zanetti,Moselle
19015,Christophe Arend,Moselle
17302,Aurélie Filippetti,Moselle
19428,Hélène Zannier,Moselle
19189,Brahim Hammouche,Moselle
17781,Anne Grommerch,Moselle
19682,Laurent Jacobelli,Moselle
19034,Belkhir Belhaddad,Moselle
19351,Isabelle Rauch,Moselle
19950,Pascal Jenft,Moselle
19916,Nathalie Colin-Oesterlé,Moselle
19403,Nicole Trisse,Moselle
18315,Joëlle Borowski,Moselle
3602,François Grosdidier,Moselle
7848,Michel Liebgott,Moselle
19253,Richard Lioger,Moselle
17215,André Wojciechowski,Moselle
18447,Laurent Kalinowski,Moselle
19474,Patrick Weiten,Moselle
5126,Gilbert Maurer,Moselle
10722,Céleste Lett,Moselle
7491,Marie-Jo Zimmermann,Moselle
6995,Gérard Terrier,Moselle
4927,Robert Malgras,Moselle
4332,Pierre Lang,Moselle
5084,Jean-Louis Masson,Moselle
10732,Alain Marty,Moselle
3961,Denis Jacquat,Moselle
2358,Jean-Marie Demange,Moselle
2598,René Drouin,Moselle
2977,Henri Ferretti,Moselle
5231,Roland Metzinger,Moselle
730,André Berthol,Moselle
239,Jean-Marie Aubron,Moselle
6338,Nicolas Schiffler,Moselle
4143,Jean Kiffer,Moselle
1080,Alphonse Bourgasser,Moselle
841,Paul Bladt,Moselle
7408,Aloyse Warhouver,Moselle
5230,Charles Metzinger,Moselle
4005,Maurice Jarrige,Moselle
6360,Julien Schvartz,Moselle
6374,Jean Seitlinger,Moselle
3157,Anne-Marie Fritsch,Moselle
4119,Pierre Kédinger,Moselle
2393,César Depietri,Moselle
7492,Jean Laurain,Moselle
3843,Etienne Hinsberger,Moselle
3813,Guy Herlory,Moselle
5510,Armand Nass,Moselle
2346,Jean Delrez,Moselle
5220,Pierre Messmer,Moselle
3277,Jean-Louis Gasparini,Moselle
5336,"Raymond, Joseph Mondon",Moselle
204,"Léon, Adrien Arnould",Moselle
5303,Paul Mirguet,Moselle
1108,Jean-Eric Bousch,Moselle
6348,Maurice Schnebelen,Moselle
7047,Georges Thomas,Moselle
4116,Henri Karcher,Moselle
2024,Jean Coumaros,Moselle
6329,Joseph Schaff,Moselle
5137,Félix Mayer,Moselle
6358,Robert Schuman,Moselle
1936,"Georges, Mahaman Condat",Niger
3736,Diori Hamani Diori,Niger
19939,Julien Guibert,Nièvre
19175,Perrine Goulet,Nièvre
19320,Patrice Perrot,Nièvre
5720,Christian Paul,Nièvre
3483,Gaetan Gorce,Nièvre
1051,Didier Boulaud,Nièvre
10642,Martine Carrillon-Couvreur,Nièvre
1671,Marcel Charmant,Nièvre
6768,Simone Rignault,Nièvre
575,Didier Béguin,Nièvre
9604,François Perrot,Nièvre
6975,Eugène Teisseire,Nièvre
399,Bernard Bardin,Nièvre
656,Pierre Bérégovoy,Nièvre
3917,Jacques Huyghues des Étages,Nièvre
1005,Jacques Bouchacourt,Nièvre
6325,Bernard-Claude Savy,Nièvre
5312,François Mitterrand,Nièvre
3866,Robert Hostier,Nièvre
2919,Jehan Faulquier,Nièvre
630,Daniel Benoist,Nièvre
1055,"Paul, Victor Boulet",Nièvre
2768,"Marius, Léon Durbet",Nièvre
19578,Pierrick Berteloot,Nord
19881,Alexandre Dufosset,Nord
19959,Aurélien Le Coq,Nord
19604,Victor Catteau,Nord
20034,Jean Moulliere,Nord
19722,Matthieu Marchio,Nord
19882,Guillaume Florquin,Nord
19671,David Guiraud,Nord
19195,Dimitri Houbron,Nord
19343,Adrien Quatennens,Nord
19651,Thibaut François,Nord
19037,Ugo Bernalicis,Nord
19075,Anne-Laure Cattelot,Nord
19793,Benjamin Saint-Huile,Nord
19936,Julien Gokel,Nord
18401,Gérald Darmanin,Nord
19814,Michaël Taverne,Nord
19238,Charlotte Parmentier-Lecocq,Nord
19119,Jennifer De Temmerman,Nord
19325,Valérie Petit,Nord
19880,Sandra Delannoy,Nord
19308,Catherine Osson,Nord
19658,Félicie Gérard,Nord
18471,Audrey Linkenheld,Nord
19090,Sébastien Chenu,Nord
19804,Violette Spillebout,Nord
19092,Paul Christophe,Nord
19521,Florence Morlighem,Nord
18415,Anne-Lise Dufour-Tonini,Nord
20020,Salvatore Castiglione,Nord
10699,Sébastien Huyghe,Nord
19365,Fabien Roussel,Nord
19330,Laurent Pietraszewski,Nord
19239,Vincent Ledoux,Nord
19626,Christine Decodts,Nord
18587,Laurent Degallaix,Nord
19122,Christophe Di Pompeo,Nord
13041,Jacques Houssin,Nord
19893,Jean-Pierre Bataille,Nord
19825,Roger Vicot,Nord
19530,Valérie Six,Nord
19965,Valérie Létard,Nord
2493,Franck Dhersin,Nord
19117,Béatrice Descamps,Nord
17327,Christian Hutin,Nord
7534,Thierry Lazaro,Nord
3758,Guy Hascoet,Nord
329,Dominique Baert,Nord
19254,Brigitte Liso,Nord
10785,Francis Vercamer,Nord
10766,Patrick Roy,Nord
20008,Thierry Tesson,Nord
18299,Marie-Claude Marchand,Nord
20027,Pierre Marle,Nord
17212,Bernard Gérard,Nord
3865,Françoise Hostalier,Nord
2154,Marc-Philippe Daubresse,Nord
6747,Jacques Richir,Nord
2535,Marc Dolez,Nord
10658,Jean-Pierre Decool,Nord
6071,Bernard Roman,Nord
7028,Fabien Thiémé,Nord
18494,Rémi Pauvros,Nord
19066,Alain Bruneel,Nord
980,Jean-Louis Borloo,Nord
17350,Christine Marin,Nord
242,Martine Aubry,Nord
10788,François-Xavier Villain,Nord
7802,Patrick Leroy,Nord
5009,Olivier Marlière,Nord
17366,Jean-Luc Perat,Nord
2486,Emmanuel Dewees,Nord
1478,Bernard Carton,Nord
6469,Alain Poyart,Nord
1344,Alain Cacheux,Nord
7415,Christian Vanneste,Nord
2565,Brigitte Douay,Nord
1584,Pierre Ceyrac,Nord
2234,Marcel Dehoux,Nord
9222,André Lebrun,Nord
2915,Régis Fauchoit,Nord
2760,Yves Durand,Nord
476,Christian Bataille,Nord
889,Alain Bocquet,Nord
2287,Michel Delebarre,Nord
7409,Gérard Vignoble,Nord
18334,Jean-Pierre Allossery,Nord
17278,Jean-Jacques Candelier,Nord
10657,Christian Decocq,Nord
2771,Bruno Durieux,Nord
7416,Jacques Vernier,Nord
19059,Guy Bricout,Nord
1733,Bruno Chauvierre,Nord
1876,Colette Codaccioni,Nord
2321,Patrick Delnatte,Nord
7710,Jacques Legendre,Nord
2383,Monique Denise,Nord
345,Jean-Pierre Balduyck,Nord
2178,Bernard Davoine,Nord
2408,Bernard Derosier,Nord
484,Umberto Battist,Nord
328,Christian Baeckeroot,Nord
2199,Jean-Claude Decagny,Nord
154,Robert Anselin,Nord
2917,Alain Faugaret,Nord
7351,Claude Wargnies,Nord
10609,Cécile Gallez,Nord
2454,Michel Dessaint,Nord
4004,Jean Jarosz,Nord
2190,Gabriel Deblock,Nord
2494,Claude Dhinnin,Nord
2772,Jean Durieux,Nord
7328,Gabriel Vancalster,Nord
2322,Jean Delobel,Nord
5622,Jacqueline Osselin,Nord
1345,Denise Cacheux,Nord
2269,André Delattre,Nord
6520,Pierre Prouvost,Nord
6501,Claude Pringalle,Nord
2378,Ernest Denis,Nord
7634,Bernard Lebas,Nord
7582,Jean Le Garrec,Nord
2406,Stéphane Dermaux,Nord
1459,René Carpentier,Nord
3875,Jacques Houssin,Nord
5131,Pierre Mauroy,Nord
2152,"Pierre, Jean, Adolphe Dassonville",Nord
1665,Serge Charles,Nord
1217,Georges Brice,Nord
6040,Hubert Rochet,Nord
3396,"Michel, Paul, Pierre Ghysel",Nord
3515,Marie-Fanny Gournay,Nord
5408,Paul Moreau,Nord
5618,François Ortoli,Nord
7501,André Laurent,Nord
5449,Arthur Moulin,Nord
5643,Charles Paccou,Nord
2534,Carlos Dolez,Nord
3724,Gérard Haesebroeck,Nord
153,Gustave Ansart,Nord
6368,Norbert Ségard,Nord
2550,Georges Donnez,Nord
2298,Georges Delfosse,Nord
3725,Georges Hage,Nord
808,Pierre Billecocq,Nord
7196,Robert Vandelanoitte,Nord
6049,Emile Roger,Nord
5185,Robert Menu,Nord
6394,Maurice Sergheraert,Nord
2279,Léon Delbecque,Nord
2516,André Diligent,Nord
1972,Maurice Cornette,Nord
5106,Albert Maton,Nord
7329,Alban Voisin,Nord
5440,Bertrand Motte,Nord
5579,"Arthur, Gustave, Louis Notebart",Nord
2446,André Desmulliez,Nord
1457,Pierre Carous,Nord
860,Henri Blary,Nord
3304,Marceau Gauthier,Nord
7309,Adrien Verkindere,Nord
2354,Jean Delvainquière,Nord
2821,Didier Eloy,Nord
6359,Maurice Schumann,Nord
3815,Pierre Herman,Nord
11056,Robert Valbrun,Nord
3001,"Henri, Jean-Baptiste Fiévez",Nord
1850,Léonce Clérambeaux,Nord
7742,Paul Leloir,Nord
3382,Raymond Gernez,Nord
1329,Georges Bustin,Nord
3173,Joseph Frys,Nord
2388,"Albert, Jérémie, Joseph, Cornil Denvers",Nord
6288,Georges Sarazin,Nord
561,Paul Bécue,Nord
2119,Liévin Danel,Nord
2115,"Auguste, Elie, Marie Damette",Nord
1971,"Arthur, Emile Cornette",Nord
5518,Charles Naveau,Nord
7261,Eugène Van Der Meersch,Nord
7508,Marceau Laurent,Nord
3055,Pierre Forest,Nord
5030,Henri Martel,Nord
3868,Jules Houcke,Nord
5048,Madeleine Martinache,Nord
6595,Arthur Ramette,Nord
7661,René Lecocq,Nord
2790,Henri Duterne,Nord
7596,Alain Le Marc'Hadour,Nord
5732,Narcisse Pavot,Nord
2644,Fernand Duchâteau,Nord
1817,"Louis, Winocq, Achille, Eugène Christiaens",Nord
5490,Arthur Musmeaux,Nord
6710,Paul Reynaud,Nord
19742,Nicolas Metzdorf,Nouvelle-Calédonie
20010,Emmanuel Tjibaou,Nouvelle-Calédonie
19136,Philippe Dunoyer,Nouvelle-Calédonie
17387,Gaël Yanno,Nouvelle-Calédonie
18435,Philippe Gomès,Nouvelle-Calédonie
3158,Pierre Frogier,Nouvelle-Calédonie
18453,Sonia Lagarde,Nouvelle-Calédonie
5526,Maurice Nenou-Pwataho,Nouvelle-Calédonie
4255,Jacques Lafleur,Nouvelle-Calédonie
7765,"Maurice, Joseph, Henri Lenormand",Nouvelle-Calédonie
5911,Roch Pidjot,Nouvelle-Calédonie
