name;tag;dob;pob
Philippe Madrelle;senat;1937;Saint-Seurin-de-Cursac
Jacques-Bernard Magner;senat;1952;Riom
Michel Magras;senat;1954;Saint-Barthélemy
Jacques Mahéas;senat;1939;Ivry-sur-Seine
Pierre Mailhe;senat;1909;Not found
Pierre Maille;senat;1923;Not found
Sylvain Maillols;senat;1901;Corbère
Paul Malassagne;senat;1918;Anglards-de-Salers
Fernand Male;senat;1899;Not found
Guy Male;senat;1930;Not found
Kléber Malécot;senat;1915;Neuville-aux-Bois
Viviane Malet;senat;1954;Unknown
Hermeline Malherbe;senat;1969;Carvin
Claude Malhuret;senat;1950;Strasbourg
Lucienne Malovry;senat;1931;Paris 10
André Maman;senat;1927;Oran
Christian Manable;senat;1948;Amiens
Didier Mandelli;senat;1964;Villers-Semeuse
Michel Manet;senat;1924;La Force
Jean-Yves Mano;senat;1947;Saint-Sulpice-et-Cameyrac
Bernard Mantienne;senat;1933;Paris 15
Alain Marc;senat;1957;Paris 14
François Marc;senat;1950;Plougoulm
Raymond Marcellin;senat;1914;Sézanne
Roger Marcellin;senat;1906;Aïn Bessem
Frédéric Marchand;senat;1965;Unknown
Pierre Marcilhacy;senat;1910;Paris 8
Max Marest;senat;1929;Le Havre
Jacques Marette;senat;1922;Paris 16
Marianne Margaté;senat;1971;Unknown
David Margueritte;senat;1980;Cherbourg-en-Cotentin
Didier Marie;senat;1960;Le Petit-Quevilly
Georges Marie Anne;senat;1906;Not found
Philippe Marini;senat;1950;Paris
André Maroselli;senat;1899;Not found
René Marquès;senat;1923;Perpignan
Georges Marrane;senat;1899;Not found
Louis Marre;senat;1909;Not found
Hervé Marseille;senat;1954;Abbeville
Daniel Marsin;senat;1951;Pointe-à-Pitre
James Marson;senat;1926;Villecresnes
André Martin;senat;1926;Vichy
Hubert Martin;senat;1912;Briey
Louis Martin;senat;1913;Not found
Marcel Martin;senat;1916;Charmes
Pascal Martin;senat;1960;Montville
Pauline Martin;senat;1966;Saint-Raphaël
Pierre Martin;senat;1943;Moyenneville
René Martin;senat;1918;Mantes
Pierre Marzin;senat;1905;Lannion
Patrick Masclet;senat;1952;Waziers
Paul Massa;senat;1914;Monaco
Jean-Pierre Masseret;senat;1944;Cusset
Michel Masset;senat;1965;Unknown
Marc Massion;senat;1935;Paris
Christian Masson;senat;1909;Termes
Jean Louis Masson;senat;1947;Not found
Paul Masson;senat;1920;Ussel
Hélène Masson-Maret;senat;1947;Unknown
Jacques Masteau;senat;1903;Poitiers
Pierre Mathey;senat;1899;Not found
Jean-Baptiste Mathias;senat;1913;Albertville
François Mathieu;senat;1934;Unknown
Serge Mathieu;senat;1936;Crest
Josiane Mathon-Poinat;senat;1954;La Ricamarie
Marcel Mathy;senat;1911;Brienne
Pierre Matraja;senat;1923;Ajaccio
Paulette Matray;senat;1955;Unknown
Hervé Maurey;senat;1961;Paris
Michel Maurice-Bokanowski;senat;1912;Paris 8
Pierre Mauroy;senat;1928;Cartignies
Jacques Maury;senat;1908;Le Mans
Jean-François Mayet;senat;1940;Vatan
Georges Mazars;senat;1934;Mirandol-Bourgnounac
Stéphane Mazars;senat;1969;Saint-Yrieix-la-Perche
Rachel Mazuir;senat;1940;Bourg-en-Bresse
Pierre Médevielle;senat;1960;Saint-Laurent-de-Neste
Mohamed Megdoud;senat;1908;Beni Amrane
Thierry Meignen;senat;1957;Ivry-sur-Seine
Jean-Luc Mélenchon;senat;1951;Tanger
Akli Mellouli;senat;1959;Souk El Ténine
Colette Mélot;senat;1947;Sète
Jacques Menard;senat;1914;Not found
Franck Menonville;senat;1972;Vitry-le-François
Roger Menu;senat;1910;Épernay
Jean-Claude Merceron;senat;1942;Givrand
Jean Mercier;senat;1914;Not found
Louis Mercier;senat;1920;Coutouvre
Marie Mercier;senat;1958;Coutances
Michel Mercier;senat;1947;Bourg-de-Thizy
André Meric;senat;1913;Not found
Serge Mérillou;senat;1952;Unknown
Pierre Merli;senat;1920;Arezzo
Louis Mermaz;senat;1931;Paris 12
Ali Merred;senat;1900;Not found
André Messager;senat;1901;Montluçon
Léon Messaud;senat;1899;Not found
Pierre Metayer;senat;1905;Arcueil
Charles Metzinger;senat;1929;Freyming
Michelle Meunier;senat;1956;Unknown
Sébastien Meurant;senat;1971;Enghien-les-Bains
Jacques Mézard;senat;1947;Aurillac
Jean Mézard;senat;1904;Vayrac
Damien Michallet;senat;1975;Unknown
Jean-Jacques Michau;senat;1956;Unknown
Lucette Michaux-Chevry;senat;1929;Saint-Claude
Danielle Michel;senat;1947;Castets
Jean-Pierre Michel;senat;1938;Nîmes
Edmond Michelet;senat;1899;Paris 19
Brigitte Micouleau;senat;1951;Unknown
Monique Midy;senat;1930;Paris 8
André Mignot;senat;1915;Versailles
Jean Milhau;senat;1929;Castelfranc
Daniel Millaud;senat;1928;Papeete
Guy Millot;senat;1925;Meaux
Alain Milon;senat;1947;Bully-les-Mines
François Minard;senat;1902;Pierrefitte-sur-Loire
Louis Minetti;senat;1925;La Ciotat
Paul Minot;senat;1899;Nevers
Gérard Minvielle;senat;1902;Geaune
Gérard Miquel;senat;1946;Nuzéjouls
Jean-Jacques Mirassou;senat;1952;Toulouse
Jean-Luc Miraux;senat;1953;Vernon
Michel Miroudot;senat;1915;Villersexel
Hélène Missoffe;senat;1927;Paris 9
Paul Mistral;senat;1904;Grenoble
François Mitterrand;senat;1916;Jarnac
Jean-Marie Mizzon;senat;1956;Unknown
Jean-Pierre Moga;senat;1947;Tonneins
Thani Mohamed Soilihi;senat;1972;Sada
Louis Moinard;senat;1930;Not found
Josy Moinet;senat;1929;Saint-Rogatien
Mohamed Mokrane;senat;1899;Not found
Marcel Molle;senat;1902;Aubenas
Max Monichon;senat;1900;Mios
Marie-Pierre Monier;senat;1958;Vaison-la-Romaine
Gaston Monnerville;senat;1899;Cayenne
René Monory;senat;1923;Loudun
François Monsarrat;senat;1900;Verdalle
Claude Mont;senat;1913;Pouilly-sous-Charlieu
Rene Montaldo;senat;1905;Not found
Franck Montaugé;senat;1961;Condom
André Monteil;senat;1915;Juillac
Gabriel Montpied;senat;1903;Clermont-Ferrand
Jacques Moquet;senat;1912;Longpont
Henri Moreau;senat;1915;Not found
Paul Moreau;senat;1929;Not found
Roger Moreau;senat;1904;Montrésor
Michel Moreigne;senat;1934;Unknown
Léopold Morel;senat;1912;Nice
Roger Moreve;senat;1899;Not found
Patricia Morhet-Richaud;senat;1961;Gap
André Morice;senat;1900;Nantes
Catherine Morin-Desailly;senat;1960;Le Petit-Quevilly
Jean-Marie Morisset;senat;1947;Parthenay
Dominique Mortemousque;senat;1950;Nojals-et-Clotte
Jacques Mossion;senat;1927;Saint-Valery-sur-Somme
Léon Motais de Narbonne;senat;1906;Champaissant
Jean-Baptiste Motroni;senat;1934;Unknown
Eugène Motte;senat;1910;Roubaix
Philippe Mouiller;senat;1969;Roanne
Arthur Moulin;senat;1924;Saint-Aubin
Jacques Moulinier;senat;1938;Lyon 2
Georges Mouly;senat;1931;Saint-Aulaire
Jacques Moutet;senat;1924;Orthez au XXe siècle
Marius Moutet;senat;1899;Not found
Marie-Pierre Mouton;senat;1965;Unknown
Jacques Muller;senat;1954;Mulhouse
Laurence Muller-Bronn;senat;1961;Unknown
Bernard Murat;senat;1946;Brive-la-Gaillarde
Menad Mustapha;senat;1899;Not found
Roland Muzeau;senat;1951;La Garenne-Colombes
Philippe Nachbar;senat;1950;Jarny
Solanges Nadille;senat;1976;Unknown
Christian Namy;senat;1938;Marseille
Louis Namy;senat;1908;Bordeaux
Corinne Narassiguin;senat;1975;Le Port
Jean Natali;senat;1905;Mazzola
Paul Natali;senat;1933;Saint-Geniès-de-Malgoirès
Georges Naturel;senat;1955;Nouméa
Robert Navarro;senat;1952;Cuxac-d'Aude
Charles Naveau;senat;1903;Ramousies
Jean Nayrou;senat;1914;Esplas-de-Sérou
Labidi Neddaf;senat;1899;Not found
Anne-Marie Nédélec;senat;1953;Unknown
Jean Negre;senat;1907;Armentières
Louis Nègre;senat;1947;Not found
Alain Néri;senat;1942;Clermont-Ferrand
Lucien Neuwirth;senat;1924;Saint-Étienne
Renée Nicoux;senat;1951;Unknown
Pierre Noe;senat;1926;Not found
Sylviane Noël;senat;1978;Bonneville
Philippe Nogrix;senat;1942;Fougères
Claude Nougein;senat;1946;Brive-la-Gaillarde
Jean Noury;senat;1904;Saint-Malo
Marcel Nuninger;senat;1905;Riedisheim
Nelly Olin;senat;1941;Paris 18
Henri Olivier;senat;1917;Alençon
Jean-Baptiste Olivier;senat;1979;Bordeaux
Mathilde Ollivier;senat;1994;Rennes
Saïd Omar Oili;senat;1957;Dzaoudzi
Jean Ooghe;senat;1928;Billy-Montigny
Pouvanaa Oopa Tetuaapua;senat;1899;Not found
Charles Ornano;senat;1919;Ajaccio
Louis Orvoen;senat;1919;Moëlan-sur-Mer
Joseph Ostermann;senat;1937;Not found
Georges Othily;senat;1944;Cayenne
Jacques Oudin;senat;1939;Tourane
Mireille Oudit;senat;1945;Vitry-le-François
Hacène Ouella;senat;1899;Not found
Alexandre Ouizille;senat;1988;Unknown
Pierre Ouzoulias;senat;1964;Unknown
Olivier Paccaud;senat;1969;Le Blanc-Mesnil
Dominique Pado;senat;1922;Unknown
Odette Pagani;senat;1910;Paris 12
Robert Pagès;senat;1933;Paris 10
Francis Palmero;senat;1917;Nice
Gaston Pams;senat;1918;Port-Vendres
Jacqueline Panis;senat;1948;Unknown
Guylène Pantel;senat;1963;Unknown
Jean-Jacques Panunzi;senat;1956;Ajaccio
Vanina Paoli-Gagin;senat;1967;Troyes
Soséfo Makapé Papilio;senat;1928;Alo
Monique Papon;senat;1934;Gentilly
Robert Parenty;senat;1921;Audresselles
Paul Toussaint Parigi;senat;1966;Not found
Henri Parisot;senat;1899;Not found
Bernard Parmantier;senat;1924;Unknown
Guy Pascaud;senat;1904;Chasseneuil-sur-Bonnieure
Charles Pasqua;senat;1927;Grasse
Isabelle Pasquet;senat;1962;Saint-Quentin
Jean-Marc Pastor;senat;1950;Le Ségur
François Patenotre;senat;1908;Not found
Georges Patient;senat;1949;Cayenne
Pierre Patria;senat;1904;Fontaine-Chaalis
François Patriat;senat;1943;Semur-en-Auxois
Anne-Sophie Patru;senat;1975;Saint-Méen-le-Grand
Philippe Paul;senat;1965;Douarnenez
Gilbert Paulian;senat;1903;Boufarik
Paul Pauly;senat;1901;Aubusson
Henri Paumelle;senat;1899;Auffay
Jean-Gérard Paumier;senat;1952;Seigy
Marc Pauzet;senat;1899;Not found
Anne-Marie Payet;senat;1949;Unknown
Lylian Payet;senat;1945;Unknown
Michel Pelchat;senat;1935;Paris
Michel Pélieu;senat;1946;Toulouse
Bernard Pellarin;senat;1928;Cruseilles en Haute-S
Marcel Pellenc;senat;1899;Not found
Paul Pelleray;senat;1899;Not found
Charles Pelletier;senat;1927;Reims
Jacques Pelletier;senat;1929;Not found
Cyril Pellevat;senat;1981;Annemasse
Philippe Pemezec;senat;1955;Granville
Albert Pen;senat;1931;Dartmouth
Guy Penne;senat;1925;Bondy
Jean Pépin;senat;1939;Villefranche-sur-Saône
Daniel Percheron;senat;1942;Beauvais
Lucien Perdereau;senat;1900;Bricy
Jean Peridier;senat;1909;Not found
Rolande Perlican;senat;1931;Le Pré-Saint-Gervais
Clément Pernot;senat;1961;Champagnole
Marie-Françoise Perol-Dumont;senat;1952;Not found
Raoul Perpere;senat;1907;Not found
Louis Perrein;senat;1917;Bordeaux
Cédric Perrin;senat;1974;Belfort
Pierre Perrin;senat;1918;Saint-Laurent-du-Pont
Maurice Perrion;senat;1955;Unknown
Jean-Jacques Perron;senat;1935;Hyères
Évelyne Perrot;senat;1951;Paris
Hector Peschaud;senat;1899;Not found
Ernest Petit;senat;1899;Not found
Guy Petit;senat;1905;Biarritz
Pierre Petit;senat;1919;Not found
Annick Petrus;senat;1961;Pointe-à-Pitre
Hubert Peyou;senat;1923;Ossun
Jean Peyrafitte;senat;1922;Bagnères-de-Luchon
Jacques Peyrat;senat;1931;Belfort
Alain Peyrefitte;senat;1925;Najac
Jean-Claude Peyronnet;senat;1940;Châlus
Louis Philibert;senat;1912;Pertuis
Gustave Philippon;senat;1900;Limoges
Marie-Laure Phinera-Horth;senat;1957;Not found
Paul Piales;senat;1899;Not found
Robert Piat;senat;1914;Unknown
Maurice Pic;senat;1913;Saint-Christol
André Picard;senat;1899;Marcigny-sous-Thil
Jean-François Picheral;senat;1934;Montpellier
Stéphane Piednoir;senat;1970;Rennes
Jackie Pierre;senat;1946;La Chapelle-aux-Bois
Jean-Jacques Pignard;senat;1947;Villefranche-sur-Saône
Bernard Pillefer;senat;1956;Unknown
François Pillet;senat;1950;Bourges
Paul Pillet;senat;1907;Roanne
Raymond Pinchard;senat;1899;Saint-Dizier
Jules Pinsard;senat;1906;Crêches-sur-Saône et
Jean-François Pintat;senat;1923;Bordeaux
Xavier Pintat;senat;1954;France
Auguste Pinton;senat;1901;Lyon 1
Louis Pinton;senat;1948;Bonnat
Jacques Piot;senat;1925;Saint-Fargeau
Bernard Piras;senat;1942;Grenoble
Edgard Pisani;senat;1918;Tunis
Sebastien Pla;senat;1977;Not found
Jean-Vincent Placé;senat;1968;Séoul
André Plait;senat;1899;Not found
Jean-Pierre Plancade;senat;1949;Saint-Amans
Marc Plantegenest;senat;1943;Saint-Pierre
Bernard Plasait;senat;1940;Unknown
Régis Ploton;senat;1936;Saint-Didier-en-Velay
Alain Pluchet;senat;1930;Grugies
Kristina Pluchet;senat;1973;Amiens
Gérard Poadja;senat;1963;Koné
Alain Poher;senat;1909;Ablon-sur-Seine
Hervé Poher;senat;1952;Calais
Fernand Poignant;senat;1908;Lavardin
Rémy Pointereau;senat;1953;Loigny-la-Bataille
Jean-Marie Poirier;senat;1929;Chartres
Raymond Poirier;senat;1917;Luisant
Guy Poirieux;senat;1936;Bron
Christian Poncelet;senat;1928;Blaise
Raymonde Poncet Monge;senat;1951;Unknown
Ladislas Poniatowski;senat;1946;Boulogne-Billancourt
Michel Poniatowski;senat;1922;Paris 7
Robert Pontillon;senat;1921;Paris 20
Alfred Poroi;senat;1906;Mataiea
Hugues Portelli;senat;1947;Constantine
Paul Porteu De La Morandiere;senat;1906;Not found
Henri Portier;senat;1921;Auxon
Georges Portmann;senat;1899;Not found
Roger Poudonson;senat;1922;Arras
Richard Pouille;senat;1921;Mance
Émilienne Poumirol;senat;1950;Varilhes
Jean Pourchet;senat;1925;Maisons-du-Bois-Lièvremont
André Pourny;senat;1928;Toulon-sur-Arroux
Danièle Pourtaud;senat;1951;Châteaudun
Roland Povinelli;senat;1941;Marseille
Alain Poyart;senat;1947;Hautmont
Yves Pozzo di Borgo;senat;1948;Ajaccio
Claude Pradille;senat;1942;Unknown
Marcel Prelot;senat;1899;Not found
Henri Pretre;senat;1899;Not found
Angèle Préville;senat;1955;Offenbourg
Maurice Prevoteau;senat;1908;Not found
François Prigent;senat;1911;Plouénan
Sophie Primas;senat;1962;Saint-Mandé
Jean-Paul Prince;senat;1944;Unknown
Gisèle Printz;senat;1933;Serémange-Erzange
Christophe Priou;senat;1958;Nantes
Catherine Procaccia;senat;1949;Paris
Jean Proriol;senat;1934;Beauzac
Pierre Prost;senat;1899;Not found
Claude Prouvoyeur;senat;1927;Estourmel
Victor Provo;senat;1903;Wattrelos
Christine Prunaud;senat;1950;Saint-Brieuc
Jean Puech;senat;1942;Viviez
Frédérique Puissat;senat;1967;Vif
Roger Quilliot;senat;1925;Hermaville
André Rabineau;senat;1911;Cusset
Etienne Rabouin;senat;1899;Not found
David Rachline;senat;1987;Saint-Raphaël
Daphné Ract-Madoux;senat;1972;Unknown
Jean-Pierre Raffarin;senat;1948;Poitiers
Isabelle Raimond-Pavero;senat;1961;Unknown
Marcel Rainaud;senat;1940;Talairan
Michel Raison;senat;1949;Besançon
Jack Ralite;senat;1928;Châlons-sur-Marne
Albert Ramassamy;senat;1923;Saint-André
Didier Rambaud;senat;1959;Grenoble
Salama Ramia;senat;1968;Unknown
Françoise Ramond;senat;1940;Unknown
Daniel Raoul;senat;1941;Pléhédel
Paul Raoult;senat;1944;Rieux-en-Cambrésis
Jean-François Rapin;senat;1966;Boulogne-sur-Mer
Irma Rapuzzi;senat;1910;Cadolive
Jacques Rastoin;senat;1900;Marseille
Noëlle Rauscent;senat;1946;Unknown
Jean-Marie Rausch;senat;1929;Sarreguemines
Stéphane Ravier;senat;1969;Gap
Joseph Raybaud;senat;1904;Levens
Claude Raynal;senat;1957;Toulouse
François Rebsamen;senat;1951;Dijon
Christian Redon-Sarrazy;senat;1959;Unknown
Damien Regnard;senat;1966;Paris
René Régnault;senat;1936;Lanrelas
André Reichardt;senat;1949;Wissembourg
Daniel Reiner;senat;1941;Moissac
Ivan Renar;senat;1937;Roubaix
Évelyne Renaud-Garabedian;senat;1950;Créteil
Thierry Repentin;senat;1963;Saint-Pierre-d'Albigny
Georges Repiquet;senat;1912;Port-Vila
Ernest Reptin;senat;1903;Bonnières
Jean-Claude Requier;senat;1947;Martel
Etienne Restat;senat;1899;Not found
Bruno Retailleau;senat;1960;Cholet
Victor Reux;senat;1929;Saint-Pierre
Charles Revet;senat;1937;Turretot
Henri Revol;senat;1936;Neuville-les-Dames
Hervé Reynaud;senat;1972;Saint-Chamond
Paul Ribeyre;senat;1906;Aubagne
Alain Richard;senat;1945;Paris
Jacques Richard;senat;1918;Ballée
Olivia Richard;senat;1977;Unknown
Marie-Pierre Richer;senat;1963;Unknown
Philippe Richert;senat;1953;Ingwiller
Roland Ries;senat;1945;Niederlauterbach
Olivier Rietmann;senat;1971;Unknown
Roger Rigaudière;senat;1932;Saint-Chamant
Michel Rigou;senat;1927;Montguyon
Roger Rinchet;senat;1933;Planaise
Stéphanie Riocreux;senat;1966;Unknown
Yves Rispat;senat;1931;Capdenac-Gare
Eugène Ritzenthaler;senat;1906;Holtzwihr
Évelyne Rivollier;senat;1958;Unknown
Didier Robert;senat;1964;Saint-Pierre
Guy Robert;senat;1921;Brux
Jean-Jacques Robert;senat;1924;Marseille
Paul Robert;senat;1912;Not found
Sylvie Robert;senat;1963;Unknown
Victor Robini;senat;1905;Le Muy
Michel Rocard;senat;1930;Courbevoie
Jacques Rocca Serra;senat;1943;Unknown
Gérard Roche;senat;1942;Le Puy-en-Velay
Henri Rochereau;senat;1908;Not found
Pierre Jean Rochette;senat;1982;Not found
Nelly Rodi;senat;1918;Saint-Gall
Léon Roge;senat;1924;Not found
Gilbert Roger;senat;1953;Bondy
Jean Roger;senat;1923;Not found
Maryse Roger-Coupin;senat;1949;Liévin
Teva Rohfritsch;senat;1975;Tahiti
Pierre-Alain Roiron;senat;1967;Unknown
Bruno Rojouan;senat;1957;Unknown
René Rollin;senat;1907;Saint-Dizier
Anne-Sophie Romagny;senat;1977;Unknown
Eugène Romaine;senat;1905;Archignat
Roger Romani;senat;1934;Tunis
Yves Rome;senat;1950;Marvejols
David Ros;senat;1970;Unknown
Marcel Rosette;senat;1925;Lyon 1
Jacques Rosselli;senat;1907;Paris 16
Laurence Rossignol;senat;1957;La Garenne-Colombes
Vincent Rotinat;senat;1899;Not found
Alex Roubert;senat;1901;La Colle-sur-Loup
Roger Roudier;senat;1926;La Villedieu
Georges Rougeron;senat;1911;Saint-Germain-des-Fossés
Gérard Roujas;senat;1943;Toulouse
Jules Roujon;senat;1920;Marvejols
René Rouquet;senat;1946;Charenton-le-Pont
Max Roustan;senat;1944;Saint-Julien-les-Rosiers
André Rouvière;senat;1936;Bessèges
Jean-Yves Roux;senat;1970;Digne-les-Bains
Olivier Roux;senat;1909;Unknown
Louis Roy;senat;1899;Not found
Pierre Roy;senat;1899;Not found
Janine Rozier;senat;1938;Unknown
Marcel Rudloff;senat;1923;Strasbourg
Jean-Marc Ruel;senat;1961;Unknown
Jean-Luc Ruelle;senat;1952;Unknown
Roland Ruet;senat;1921;Ferney-Voltaire
Michel Rufin;senat;1920;Verdun
Abdelkrim Sadi;senat;1913;Not found
Denise Saint-Pé;senat;1951;Abitain
Pierre Sallenave;senat;1920;Pau
Daniel Salmon;senat;1962;Unknown
Pierre Salvi;senat;1926;Paris 20
Maurice Sambron;senat;1899;Not found
Michèle San Vicente-Baudrin;senat;1955;Unknown
Jacques Sanglier;senat;1919;Bois-Colombes
Benaissa Sassi;senat;1912;Not found
Bernard Saugey;senat;1943;Lyon 4
Claude Saunier;senat;1943;Saint-Brieuc
Hugues Saury;senat;1958;Saint-Pryvé-Saint-Mesmin
Stéphane Sautarel;senat;1965;Aurillac
Jean Sauvage;senat;1909;Angers
Edmond Sauvageot;senat;1899;Not found
René-Paul Savary;senat;1953;Alger
Michel Savin;senat;1958;Grenoble
Pascal Savoldelli;senat;1961;Unknown
Gabrielle Scellier;senat;1911;Le Boisle
Elsa Schalck;senat;1986;Strasbourg
Laurent Schiaffino;senat;1899;Not found
Pierre Schiele;senat;1925;Not found
Patricia Schillinger;senat;1963;Strasbourg
François Schleiter;senat;1911;Verdun
Guy Schmaus;senat;1932;Paris
Robert Schmitt;senat;1917;Yutz
Alain Schmitz;senat;1948;Versailles
Marie-Noëlle Schoeller;senat;1946;Unknown
Jean-Pierre Schosteck;senat;1942;Paris
Maurice Schumann;senat;1911;Paris 16
Mireille Schurch;senat;1949;Lignerolles
René Schwartz;senat;1906;Nilvange
Robert Schwint;senat;1928;Montbéliard
Vincent Segouin;senat;1972;Le Mans
Bernard Seillier;senat;1941;Saint-Céré
Françoise Seligmann;senat;1919;Marseille
Abel Sempe;senat;1912;Not found
Marc Séné;senat;1964;Sarre-Union
Ghislaine Senée;senat;1969;Orléans
Paul Seramy;senat;1920;Saint-Voir
Michel Sergent;senat;1943;Desvres
Franck Sérusclat;senat;1921;Sarras
André Servat;senat;1907;Unknown
Alain Sévêque;senat;1950;Unknown
Henri Sibor;senat;1904;Garlin
Pierre Sicard;senat;1915;Le Creusot
Bruno Sido;senat;1951;Paris
Jacques Siffre;senat;1937;Foix
René-Pierre Signé;senat;1930;Unknown
Silvana Silvani;senat;1960;Unknown
Jean Simonin;senat;1916;Nancy
Charles Sinsout;senat;1899;Not found
Albert Sirgue;senat;1915;Coupiac
Esther Sittler;senat;1952;Unknown
Abdourahamane Soilihi;senat;1959;Mamoudzou
Jean Sol;senat;1952;Unknown
Edouard Soldani;senat;1911;Les Arcs
Nadia Sollogoub;senat;1961;Unknown
Laurent Somon;senat;1957;Bernaville
Michel Sordel;senat;1920;Aubepierre-sur-Aube
Raymond Soucaret;senat;1923;Nomdieu
Robert Soudant;senat;1905;Marvaux-Vieux
Jacques Soufflet;senat;1912;Lesbœufs
Paul Souffrin;senat;1932;Courbevoie
Daniel Soulage;senat;1942;Monflanquin
Michel Souplet;senat;1929;Chevrières
Marcel Souquet;senat;1914;Chalabre
Jacques Sourdille;senat;1922;Nantes
Louis Souvet;senat;1931;Grozon
Anne Souyris;senat;1964;Angoulême
Georges Spenale;senat;1913;Carcassonne
Raymond Splingard;senat;1912;Hirson
Lucien Stanzione;senat;1950;Unknown
Charles Stoessel;senat;1922;Bergheim
Jean-Pierre Sueur;senat;1947;Boulogne-sur-Mer
Charles Suran;senat;1904;Blajan
Simon Sutour;senat;1952;Sète
Paul Symphor;senat;1899;Le Robert
Christopher Szczurek;senat;1985;Unknown
Francis Szpiner;senat;1954;Paris 16
Philippe Tabarot;senat;1970;Cannes
Edgar Tailhades;senat;1904;Riols
Sophie Taillé-Polian;senat;1974;Ermont
Pierre-Christian Taittinger;senat;1926;Paris 16
Pierre Tajan;senat;1928;Toulouse
Louis Talamoni;senat;1912;Vezzani
Bernard Talon;senat;1930;Courcelles
Henri Tandonnet;senat;1949;Agen
Raymond Tarcy;senat;1936;Saint-Laurent-du-Maroni
Fernand Tardy;senat;1919;Saint-Uze
Catherine Tasca;senat;1941;Lyon
Martial Taugourdeau;senat;1926;Beaufort-en-Vallée
Gabriel Tellier;senat;1899;Boulogne-sur-Mer
Rachid Temal;senat;1973;Eaubonne
Odette Terrade;senat;1949;Grassac
Henri Terre;senat;1900;Not found
Michel Teston;senat;1944;Antraigues-sur-Volane
Lana Tetuanui;senat;1970;Uturoa
René Teulade;senat;1931;Monceaux-sur-Dordogne
Yannick Texier;senat;1948;Sixt-sur-Aff
Dominique Théophile;senat;1960;Les Abymes
Roger Thiebault;senat;1905;Not found
Louis Thioleron;senat;1899;Not found
Michel Thiollière;senat;1955;Saint-Étienne
Claudine Thomas;senat;1961;Épinal
Jeannette Thorez Vermeersch;senat;1910;Not found
Jacques Thyraud;senat;1925;Romorantin
René Tinant;senat;1913;Cauroy
Jean-Louis Tinaud;senat;1910;Porto Rico
Jean-Claude Tissot;senat;1963;Unknown
Jean-Pierre Tizon;senat;1920;Ducey
Nelly Tocqueville;senat;1950;Nogent-le-Rotrou
Jean-Marc Todeschini;senat;1952;Longwy
René Tomasini;senat;1919;Petreto-Bicchisano
René Toribio;senat;1912;Lamentin
Henri Torre;senat;1933;Casablanca
Jean-Louis Tourenne;senat;1944;La Mézière
Henri Tournan;senat;1915;Paris 15
Jacques Toutain;senat;1929;Saint-Martin-du-Manoir
René Touzet;senat;1918;Chasseneuil
André Traband;senat;1920;Haguenau
René Travert;senat;1919;Réville
René Trégouët;senat;1940;Saint-Cosme-de-Vair
Georges Treille;senat;1921;Niort
Pierre-Yvon Trémel;senat;1946;Cavan
Emile Tricon;senat;1908;Not found
André Trillard;senat;1947;Héric
Catherine Troendlé;senat;1961;Mulhouse
Ludovic Tron;senat;1904;Molines-en-Queyras
Robert Tropeano;senat;1939;Saint-Chinian
François Trucy;senat;1931;Toulon
Danièle Tubiana;senat;1950;Unknown
Richard Tuheiava;senat;1974;Papeete
Basile Tui;senat;1942;Unknown
Alex Türk;senat;1950;Roubaix
Dick Ukeiwe;senat;1928;Lifou
Maurice Ulrich;senat;1925;Paris 3
Simon Uzenat;senat;1985;Unknown
Raoul Vadepied;senat;1908;Châtres-la-Forêt
André Vairetto;senat;1960;Saint-Pierre-d'Albigny
Jacques Valade;senat;1930;Bordeaux
Edmond Valcin;senat;1913;Rivière-Salée
Amédée Valeau;senat;1899;Not found
Sylvie Valente Le Hir;senat;1965;Not found
Raymond Vall;senat;1942;Fleurance
André Vallet;senat;1935;Unknown
Mickaël Vallet;senat;1979;Saint-Léonard-de-Noblat
Camille Vallin;senat;1918;Givors
André Vallini;senat;1956;Tullins
Pierre Vallon;senat;1927;Lyon
Sabine Van Heghe;senat;1960;Unknown
René Vandierendonck;senat;1951;Lille
Jean-Marie Vanlerenberghe;senat;1939;Bully-les-Mines
Emile Vanrullen;senat;1903;Not found
André Vantomme;senat;1948;Bondues
Marie-Claude Varaillas;senat;1950;Unknown
Jean Varlet;senat;1916;Bourbourg-Campagne
Michel Vaspart;senat;1948;Créteil
Alain Vasselle;senat;1947;Unknown
Jacques Vassor;senat;1903;Tours
Yannick Vaugrenard;senat;1950;Trignac
Jean-Marc Vayssouze-Faure;senat;1972;Cahors
Albert Vecten;senat;1926;Billy-sur-Ourcq
François Vendasi;senat;1940;Bastia
Hilarion Vendegou;senat;1941;Île des Pins
Anne Ventalon;senat;1972;Aubenas
Bernard Vera;senat;1950;Villefranche-de-Rouergue
Fernand Verdeille;senat;1906;Penne
Paul Vergès;senat;1925;Ubon Ratchathani
Michel Vergoz;senat;1950;Saint-Denis
Dominique Vérien;senat;1965;Unknown
Maurice Verillon;senat;1906;Not found
Sylvie Vermeillet;senat;1967;Unknown
Jacques Verneuil;senat;1899;Cozes
Pierre-Jean Verzelen;senat;1983;Laon
René Vestri;senat;1938;Nice
André Vézinhet;senat;1939;Rodez
Cédric Vial;senat;1978;Chambéry
Jean-Pierre Vial;senat;1951;Chambéry
Etienne Viallanes;senat;1899;Not found
Marcel Vidal;senat;1940;Montpellier
