name;tag;dob;pob
Bernard Desbriere;senat;1935;Not found
Béatrice Descamps;senat;1951;Not found
Charles Descours;senat;1937;Unknown
Jacques Descours Desacres;senat;1914;Paris 8
Jean Desessard;senat;1952;Le Vieil-Baugé
Chantal Deseyne;senat;1957;Unknown
Rodolphe Désiré;senat;1937;Unknown
Sylvie Desmarescaux;senat;1950;Bergues
Jean Desmarets;senat;1910;Flers-Lez-Lille
Félix Desplan;senat;1943;Unknown
Georges Dessaigne;senat;1925;Le Horps
Henri Desseigne;senat;1903;Cuinzier
Denis Detcheverry;senat;1953;Miquelon-Langlade
Yves Détraigne;senat;1954;Reims
Brigitte Devésa;senat;1960;Oran
Gilbert Deveze;senat;1921;Not found
Gilbert-Luc Devinaz;senat;1953;Lyon 7
Franck Dhersin;senat;1962;Mazingarbe
Catherine Di Folco;senat;1960;Unknown
Emile Didier;senat;1909;Embrun
Évelyne Didier;senat;1948;Unknown
Marie-Madeleine Dieulangard;senat;1936;Saint-Nazaire
Claude Dilain;senat;1948;Saint-Denis
André Diligent;senat;1919;Roubaix
Nassimah Dindar;senat;1960;Saint-Louis
Muguette Dini;senat;1940;Illiers-Combray
Élisabeth Doineau;senat;1961;Nantes
Éric Doligé;senat;1943;Paris
Claude Domeizel;senat;1940;La Grand-Combe
Jacques Dominati;senat;1927;Ajaccio
Philippe Dominati;senat;1954;Unknown
Jacques Donnay;senat;1925;Lille
Paul d'Ornano;senat;1922;Unknown
Thomas Dossus;senat;1982;Unknown
Michel Doublet;senat;1939;Rochefort
Sabine Drexler;senat;1963;Unknown
Michel Dreyfus-Schmidt;senat;1932;Belfort
Paul Driant;senat;1909;Gravelotte
Roger du Halgouet;senat;1911;Paris 7
Ladislas du Luart;senat;1900;Paris 16
Roland du Luart;senat;1940;Paris 16
François Dubanchet;senat;1923;Saint-Étienne
Daniel Dubois;senat;1952;Oneux
Emile Dubois;senat;1913;Not found
Hector Dubois;senat;1908;Courcelles
René Dubois;senat;1899;Not found
Vincent Dubois;senat;1981;Cannes
Franz Duboscq;senat;1924;Saint-Jean-de-Luz
Paul Dubrule;senat;1934;Tourcoing
Marie-Annick Duchêne;senat;1940;Pau
Roger Duchet;senat;1904;Lyon 3
Jacques Duclos;senat;1899;Not found
Alain Dufaut;senat;1944;Apt
Jean-Baptiste Dufeu;senat;1899;Not found
Henri Duffaut;senat;1907;Béziers
Michel Duffour;senat;1940;Le Mans
Alain Duffourg;senat;1950;Unknown
Anne-Lise Dufour-Tonini;senat;1970;Denain
Xavier Dugoin;senat;1947;Neuilly-sur-Seine
André Dulait;senat;1937;Paris 1
André Dulin;senat;1900;Langoiran
Alexandre Dumas;senat;1899;Villers-Cotterêts
Catherine Dumas;senat;1957;Unknown
Pierre Dumas;senat;1924;Not found
Claude Dumont;senat;1923;Douai
Françoise Dumont;senat;1965;Nice
Jean Dumont;senat;1930;Thouars
Raymond Dumont;senat;1925;Saint-Léonard
Éric Dumoulin;senat;1965;Unknown
Laurent Duplomb;senat;1971;Rive-de-Gier
Ambroise Dupont;senat;1937;Victot-Pontfol
Bernadette Dupont;senat;1936;Nancy
Jean-Léonce Dupont;senat;1955;Bayeux
Michel Durafour;senat;1920;Saint-Étienne
Jérôme Durain;senat;1969;Nancy
Alain Duran;senat;1958;Tarascon-sur-Ariège
Abel Durand;senat;1899;Not found
Charles Durand;senat;1901;Bazoches
Hubert Durand;senat;1910;La Caillère
Jacques Durand;senat;1939;Mouzieys-Teulet
Yves Durand;senat;1910;Not found
Hubert Durand-Chastel;senat;1918;La Charité-sur-Loire
Nicole Duranton;senat;1958;Breteuil
Guy Durbec;senat;1942;Ollioules
Emile Durieux;senat;1905;Not found
Odette Duriez;senat;1948;Merville
André Duromea;senat;1917;Le Havre
Aymeric Durox;senat;1985;Paris 14
Josette Durrieu;senat;1937;Mazères-de-Neste
Bernard Dussaut;senat;1941;Unknown
Joëlle Dusseau;senat;1947;Bordeaux
Jean-Yves Dusserre;senat;1953;Gap
Fernand Dussert;senat;1904;Arleuf
Laurent Dutheil;senat;1956;Boulogne-Billancourt
Adolphe Dutoit;senat;1905;Vendin-le-Vieil
François Duval;senat;1903;Le Vauclin
Louis Duvernois;senat;1941;Le Creusot
Jacques Eberhard;senat;1919;Unknown
Vincent Éblé;senat;1957;Metz
Daniel Eckenspieller;senat;1931;Riedisheim
Hélène Edeline;senat;1919;Paris 10
Léon Eeckhoutte;senat;1911;Fins
André Égu;senat;1929;Rennes
Gérard Ehlers;senat;1930;Saint-Pol-sur-Mer
Michèle Einaudi;senat;1953;Unknown
Henri Elby;senat;1918;Bruay-la-Buissière
Jules Emaille;senat;1899;Not found
Anne Émery-Dumas;senat;1959;Not found
Jean-Paul Émin;senat;1939;Montréal-la-Cluse
Jean-Paul Émorine;senat;1944;Sennecey-le-Grand
René Enjalbert;senat;1899;Not found
Jean Errecart;senat;1909;Orègue
Anne-Marie Escoffier;senat;1942;Dax
Michel Esneu;senat;1943;Saint-Georges-de-Livoye
Philippe Esnol;senat;1954;Boulogne-Billancourt
Frédérique Espagnac;senat;1972;Tarbes
Raymond Espagnac;senat;1925;Grenoble
Fernand Esseul;senat;1901;La Pommeraye et décéd
Yves Esteve;senat;1899;Not found
Claude Estier;senat;1925;Paris 17
Dominique Estrosi Sassone;senat;1958;Nice
Jean-Claude Etienne;senat;1941;Vouziers
Jacqueline Eustache-Brinio;senat;1956;Houilles
Marie Evrard;senat;1957;Not found
Agnès Evren;senat;1970;Paris 12
Jacques Faggianelli;senat;1901;Bastia
Sébastien Fagnen;senat;1987;Cherbourg
Jules Faigt;senat;1916;Béziers
Hubert Falco;senat;1947;Pignans
Daniel Fargeot;senat;1958;Unknown
Jacqueline Farreyrol;senat;1939;Saint-Louis
Pierre Fastinger;senat;1916;Fontoy
Léon Fatous;senat;1926;Dainville
Pierre Fauchon;senat;1929;Avranches
Alain Fauconnier;senat;1945;Unknown
Edgar Faure;senat;1908;Béziers
Jean Faure;senat;1937;Autrans
Maurice Faure;senat;1922;Azerat
Christian Favier;senat;1951;Saint-Maur-des-Fossés
Paul Favre;senat;1921;Not found
Gilbert Favreau;senat;1949;La Rochelle
Gérard Fayolle;senat;1937;Le Bugue
Françoise Férat;senat;1949;Épernay
Rémi Féraud;senat;1971;Versailles
Corinne Féret;senat;1961;Caen
Jacques Fernique;senat;1961;Haguenau
André Ferrand;senat;1936;Lyon 4
Charles Ferrant;senat;1908;Unknown
Manuel Ferre;senat;1903;Not found
Bernard Fialaire;senat;1957;Belleville
Jean-Luc Fichet;senat;1953;Saint-Brieuc-de-Mauron
Jean Fichoux;senat;1914;Arzano
Jules Fil;senat;1899;Bize-Minervois
Jean Filippi;senat;1905;Genève
Jean-Jacques Filleul;senat;1943;Tours
Martine Filleul;senat;1953;Jeumont
François Fillon;senat;1954;Le Mans
Guy Fischer;senat;1944;Décines-Charpieu
Hilaire Flandre;senat;1937;Alincourt
Max Flechet;senat;1901;Chazelles-sur-Lyon
Louis-Constant Fleming;senat;1946;Saint-Martin
Jean Fleury;senat;1901;Not found
Isabelle Florennes;senat;1967;Arras
Gaston Flosse;senat;1931;Rikitea
Philippe Folliot;senat;1963;Albi
Maurice Fontaine;senat;1919;Aigues-Mortes
Michel Fontaine;senat;1952;Romans-sur-Isère
Jean Fonteneau;senat;1917;Tarbes
Michel Forissier;senat;1943;Lyon 3
François Fortassin;senat;1939;Sarp
Marcel Fortier;senat;1920;Genillé
Roger Fosse;senat;1920;Pavilly
André Fosset;senat;1918;Paris 19
Paulette Fost;senat;1937;Paris 10
Stéphane Fouassin;senat;1960;Unknown
Thierry Foucaud;senat;1954;Mont-Saint-Aignan
Alain Fouché;senat;1942;Unknown
Jean-Pierre Fourcade;senat;1929;Marmande
Bernard Fournier;senat;1946;Saint-Étienne
Catherine Fournier;senat;1955;Not found
Jean-Louis Fournier;senat;1899;Not found
Jean-Paul Fournier;senat;1945;Génolhac
Henri Fournis;senat;1912;Guémené-Penfao
Alfred Foy;senat;1934;Merville
Serge Franchis;senat;1933;Aillant-sur-Tholon
Philippe François;senat;1927;Villiers-le-Bel
Jean François-Poncet;senat;1928;Paris 16
Jean Francou;senat;1920;Salon-de-Provence
Christophe-André Frassa;senat;1968;Principauté de Monaco
Jacqueline Fraysse-Cazalis;senat;1947;Paris 12
Jean-Claude Frécon;senat;1944;Castellane
Henri Freville;senat;1905;Norrent-Fontes
Yves Fréville;senat;1934;Rennes
Bernard Frimat;senat;1940;Unknown
Pierre Frogier;senat;1950;Nouméa
Charles Fruh;senat;1899;Not found
Claude Fuzier;senat;1924;Paris
Jean-Marc Gabouty;senat;1949;Villeneuve-le-Roi
Amel Gacquerre;senat;1976;Unknown
Jacques Gadoin;senat;1899;Not found
Yann Gaillard;senat;1936;Paris 14
Maurice Gallard;senat;1899;Not found
Henri Gallet;senat;1921;Not found
Robert Galley;senat;1921;Paris 5
Pierre Gamboa;senat;1933;Pontoise
Jean Ganeval;senat;1899;Not found
Marie-Françoise Gaouyer;senat;1949;Unknown
Roger Garaudy;senat;1913;Marseille
Aubert Garcia;senat;1931;Toulouse
Danièle Garcia;senat;1948;Unknown
Jean Garcia;senat;1925;Marseille
Pierre Garet;senat;1905;Montdidier
Marcel Gargar;senat;1911;Pointe-à-Pitre
Laurence Garnier;senat;1978;Lille
René Garrec;senat;1934;Lanvéoc
Joëlle Garriaud-Maylam;senat;1955;Maghnia
André Gaspard;senat;1925;Perpignan
Françoise Gatel;senat;1953;Rochefort-en-Terre
André Gattolin;senat;1960;Bourgoin-Jallieu
Gérard Gaud;senat;1925;Juliénas
Christian Gaudin;senat;1950;Saint-Crespin-sur-Moine
Jean-Claude Gaudin;senat;1939;Marseille
Pierre Gaudin;senat;1913;Fréjus
Roger Gaudon;senat;1924;Ivry-sur-Seine
Abel Gauthier;senat;1905;Orbeil
Charles Gautier;senat;1945;Plélan-le-Grand
François Gautier;senat;1940;Paris
Gisèle Gautier;senat;1938;Nantes
Jacques Gautier;senat;1946;Aix-en-Provence
Lucien Gautier;senat;1913;Saumur
Etienne Gay;senat;1902;Not found
Fabien Gay;senat;1984;Bordeaux
Patrice Gélard;senat;1938;Toulon
Jacques Genest;senat;1950;Tain-l'Hermitage
Fabien Genet;senat;1975;Paray-le-Monial
Catherine Génisson;senat;1949;Paris
Jacques Genton;senat;1918;Bourges
André Geoffroy;senat;1941;Marseille
Jean Geoffroy;senat;1905;Malaucène
Alain Gérard;senat;1937;Tréméven
François Gerbaud;senat;1927;Châteauroux
Frédérique Gerbaud;senat;1959;Paris
Alfred Gerin;senat;1924;Ampuis
Jean Germain;senat;1947;Tours
Samia Ghali;senat;1968;Marseille
François Giacobbi;senat;1919;Venaco
Hervé Gillé;senat;1960;Unknown
Bruno Gilles;senat;1960;Marseille
Dominique Gillot;senat;1949;Conflans-Sainte-Honorine
Jacques Gillot;senat;1948;Le Gosier
Jordi Ginesta;senat;1942;Not found
Charles Ginésy;senat;1922;Guillaumes
Georges Ginoux;senat;1933;Anvers
Annick Girardin;senat;1964;Saint-Malo
Adrien Giraud;senat;1936;Dzoumogné
Éliane Giraud;senat;1952;La Flachère
Francis Giraud;senat;1932;Marseille
Michel Giraud;senat;1929;Pontoise
Pierre Giraud;senat;1913;Not found
Jean-Marie Girault;senat;1926;Pont-l’Évêque
Paul Girod;senat;1931;Boulogne-Billancourt
Colette Giudicelli;senat;1943;Alger
Serge Godard;senat;1936;Gerzat
Jean-Pierre Godefroy;senat;1944;Indret
Henri Goetschy;senat;1926;Mulhouse
Éric Gold;senat;1964;Vichy
Cécile Goldet;senat;1914;Pau
Jacques Golliet;senat;1931;Annecy
Victor Golvan;senat;1902;Gâvres
Pierre Gonard;senat;1909;Bert
Guillaume Gontard;senat;1971;Tours
Brigitte Gonthier-Maurin;senat;1956;Unknown
Gaëtan Gorce;senat;1958;Luzy
Béatrice Gosselin;senat;1958;Sartilly
Philippe Goujon;senat;1954;Paris 9
Daniel Goulet;senat;1928;Bretoncelles
Nathalie Goulet;senat;1958;Boulogne-Billancourt
Jacqueline Gourault;senat;1950;Montoire-sur-le-Loir
Alain Gournac;senat;1943;L'Étang-la-Ville
Marie-Fanny Gournay;senat;1926;Hazebrouck
Adeline Gousseau;senat;1936;Unknown
Yves Goussebaire-Dupin;senat;1930;Bordeaux
Adrien Gouteyron;senat;1933;Rosières
Marie-Thérèse Goutmann;senat;1933;Pontchartrain
Sylvie Goy-Chavent;senat;1963;Dunkerque
Jean-Pierre Grand;senat;1950;Montpellier
Lucien Grand;senat;1904;Saintes
Jacques Grandon;senat;1927;Saint-Benoît
Jean Grandon;senat;1926;La Ville-aux-Nonains
Edouard Grangier;senat;1899;Not found
Jean Gravier;senat;1915;Not found
Robert Gravier;senat;1905;Haudonville
Paul Graziani;senat;1925;Barbezieux-Saint-Hilaire
Michelle Gréaume;senat;1967;Valenciennes
Léon-Jean Gregory;senat;1909;Not found
Nadine Grelet-Certenais;senat;1959;Unknown
Daniel Gremillet;senat;1953;Bruyères
Francis Grignon;senat;1944;Unknown
Louis Grillot;senat;1932;Le Creusot
Roland Grimaldi;senat;1933;Rome
Brigitte Gros;senat;1925;Saint-Germain-en-Laye
Louis Gros;senat;1902;Not found
François Grosdidier;senat;1961;Metz
Jacques Grosperrin;senat;1955;Baden-Baden
Philippe Grosvalet;senat;1958;Saint-Nazaire
Georges Gruillot;senat;1931;Bretenière
Pascale Gruny;senat;1960;Cambrai
Yves Guena;senat;1922;Saint-Pierre-Quilbignon
Charles Guené;senat;1952;Puteaux
Jean Guenier;senat;1923;Theillement
Daniel Gueret;senat;1961;Not found
Georges Gueril;senat;1909;Not found
Jean-Noël Guérini;senat;1951;Calenzana
Mohammed Gueroui;senat;1915;Not found
Joël Guerriau;senat;1957;Uckange
Michel Guerry;senat;1932;Unknown
Antoinette Guhl;senat;1970;Thionville
Pierre Guichard;senat;1948;Unknown
Jocelyne Guidez;senat;1956;Toulouse
Paul Guillard;senat;1910;Nantes
Didier Guillaume;senat;1959;Bourg-de-Péage
Robert Guillaume;senat;1922;Unknown
Paul Guillaumot;senat;1913;Molesmes
Georges Guille;senat;1909;Badens
Annie Guillemot;senat;1956;Lyon
Véronique Guillotin;senat;1962;Unknown
Louis Guillou;senat;1921;Cléder
André Guiol;senat;1954;Néoules
Marcel Guislain;senat;1899;Nomain
Bernard Guyomard;senat;1926;Paris 8
Raymond Guyot;senat;1903;Auxerre
Jacques Habert;senat;1919;Nesles-la-Vallée
Hubert Haenel;senat;1942;Pompey
Djilali Hakiki;senat;1907;Mascara
Marceau Hamecher;senat;1929;Valenciennes
Emmanuel Hamel;senat;1922;Paris 5
Jean-Paul Hammann;senat;1925;Strasbourg
Yves Hamon;senat;1909;Lennon
Laurence Harribey;senat;1953;Lyon 6
Abdallah Hassani;senat;1954;Unknown
Claude Haut;senat;1944;Beaumes-de-Venise
Nadège Havet;senat;1975;Rennes
Ludovic Haye;senat;1975;Unknown
Léopold Heder;senat;1918;Not found
Anne Heinis;senat;1933;Cherbourg
Henri Henneguelle;senat;1908;Fruges
Françoise Henneron;senat;1948;Unknown
Olivier Henno;senat;1962;Roubaix
Jacques Henriet;senat;1904;Orchamps-Vennes
Marcel Henry;senat;1926;Mtsapéré
Gustave Heon;senat;1910;Not found
Pierre Hérisson;senat;1945;Annecy
Marie-Thérèse Hermange;senat;1947;Alger
Rémi Herment;senat;1932;Puxieux
Edmond Hervé;senat;1942;La Bouillie
Loïc Hervé;senat;1980;Vénissieux
Odette Herviaux;senat;1948;Brest
Christine Herzog;senat;1968;Dieuze
Roger Hesling;senat;1931;Sarralbe
Alain Hethener;senat;1946;Unknown
Jean Hingray;senat;1986;Nancy
Gélita Hoarau;senat;1956;Saint-André
Joshua Hochart;senat;1987;Denain
Daniel Hoeffel;senat;1929;Strasbourg
Roger Houdet;senat;1899;Angers
Michel Houel;senat;1942;Condé-Sainte-Libiaire
Jean-Michel Houllegatte;senat;1958;Cherbourg
Alain Houpert;senat;1957;Dijon
Marie-Lise Housseau;senat;1954;Unknown
Jean Huchon;senat;1928;La Salle-et-Chapelle-Aubry
Robert Hue;senat;1946;Paris
Bernard Charles Hugo;senat;1925;Not found
Bernard Michel Hugo;senat;1930;Not found
Jean-Raymond Hugonet;senat;1958;Palaiseau
Jean-Paul Hugot;senat;1948;Fontenay-le-Comte
Emile Hugues;senat;1901;Vence
Roland Huguet;senat;1933;Isbergues
Jean-François Humbert;senat;1952;Besançon
Christiane Hummel;senat;1942;Toulon
Benoît Huré;senat;1953;Sépeaux
Sandrine Hurel;senat;1968;Lisieux
Claude Huriet;senat;1930;Nancy
Jean-François Husson;senat;1961;Unknown
Roger Husson;senat;1924;Dieuze
Brigitte Hybert;senat;1960;Unknown
Jean-Jacques Hyest;senat;1943;Fontainebleau
Xavier Iacovelli;senat;1981;Suresnes
Soibahadine Ibrahim Ramadani;senat;1949;Chiconi
Corinne Imbert;senat;1958;Versailles
Teura Iriti;senat;1965;Papeete
Alfred Isautier;senat;1911;Saint-Pierre
Annick Jacquemet;senat;1956;Unknown
Micheline Jacques;senat;1971;Saint-Barthélemy
Marc Jacquet;senat;1913;Mercy-le-Bas
Olivier Jacquin;senat;1964;Nancy
Yannick Jadot;senat;1967;Clacy-et-Thierret
Said Mohamed Jaffar El Amjad;senat;1918;Not found
René Jager;senat;1909;Richeling
Eugène Jamain;senat;1899;Not found
Maurice Janetti;senat;1933;Seillons-Source-d'Argens
Jean-Marie Janssens;senat;1953;Unknown
Paul Jargot;senat;1925;Pont-de-Beauvoisin
Pierre Jarlier;senat;1954;Saint-Flour
Annie Jarraud-Vergnolle;senat;1948;Unknown
André Jarrot;senat;1909;Lux
Victoire Jasmin;senat;1955;Morne-à-l'Eau
Maxime Javelly;senat;1907;Riez
Pierre Jeambrun;senat;1921;Unknown
Geneviève Jean;senat;1945;Unknown
Claude Jeannerot;senat;1945;Besançon
Éric Jeansannetas;senat;1962;Unknown
Jean-Jacques Jégou;senat;1945;Versailles
Sophie Joissains;senat;1969;Aix-en-Provence
Charles Jolibois;senat;1928;Paris 7
Bernard Joly;senat;1934;Troyes
Patrice Joly;senat;1957;Paris 11
Bernard Jomier;senat;1963;Clermont-Ferrand
Lauriane Josende;senat;1977;Unknown
Else Joseph;senat;1961;Villers-Semeuse
Charles Josselin;senat;1938;Pleslin-Trigavou
Chantal Jouanno;senat;1969;Vernon
André Jouany;senat;1925;Nègrepelisse
Gisèle Jourda;senat;1955;Marbourg
Muriel Jourda;senat;1967;Unknown
André Jourdain;senat;1935;Goux-les-Usiers
Pierre Jourdan;senat;1923;Montpellier
Alain Journet;senat;1941;Le Vigan
Mireille Jouve;senat;1960;Aix-en-Provence
Alain Joyandet;senat;1954;Dijon
Léon Jozeau-Marigne;senat;1909;Not found
Jean-Marc Juilhard;senat;1940;Saint-Sandoux
Louis Jung;senat;1917;Zollingen
Lucien Junillon;senat;1909;Étoile-sur-Rhône
Paul-Jacques Kalb;senat;1899;Not found
Philippe Kaltenbach;senat;1966;Le Cannet
Mohamed Kamil;senat;1917;Not found
Christiane Kammermann;senat;1932;Boulogne-Billancourt
Patrick Kanner;senat;1957;Lille
Antoine Karam;senat;1950;Cayenne
Roger Karoutchi;senat;1951;Casablanca
Claudine Kauffmann;senat;1944;Unknown
Michel Kauffmann;senat;1914;Strasbourg
Paul Kauss;senat;1923;Strasbourg
Fabienne Keller;senat;1959;Sélestat
Guy-Dominique Kennel;senat;1952;Strasbourg
Ronan Kerdraon;senat;1962;Brest
Joseph Kergueris;senat;1938;Hennebont
Claude Kern;senat;1959;Bischwiller
Éric Kerrouche;senat;1967;Lille
Khalifé Khalifé;senat;1953;Unknown
M'hamed Kheirat;senat;1910;Not found
Bariza Khiari;senat;1946;Not found
Alfred Kieffer;senat;1906;Eichhoffen
Armand Kientzi;senat;1909;Strasbourg
Michel Kistler;senat;1899;Not found
Virginie Klès;senat;1961;Soissons
Christian Klinger;senat;1968;Colmar
Yves Krattinger;senat;1948;Boult
Mikaele Kulimoetoke;senat;1963;Unknown
Marie-Agnès Labarre;senat;1945;Unknown
André Labarrère;senat;1928;Pau
Georges Labazée;senat;1943;Viven
Joël Labbé;senat;1952;Saint-Nolff
Michel Labeguerie;senat;1921;Ustaritz
Philippe Labeyrie;senat;1938;Dax
Pierre Labonde;senat;1910;Lyon 3
Françoise Laborde;senat;1958;Saint-Maur-des-Fossés
Jean Lacaze;senat;1909;Bagnères-de-Luchon
Jean-Philippe Lachenaud;senat;1939;Civray
Roger Lachevre;senat;1906;Not found
Robert Lacoste;senat;1899;Not found
Pierre Lacour;senat;1923;Neuvic
Bernard Lafay;senat;1905;Not found
Pierre Laffitte;senat;1925;Saint-Paul-de-Vence
Henri Lafleur;senat;1902;Nouméa
Laurent Lafon;senat;1965;Saint-Germain-en-Laye
Jean-Pierre Lafond;senat;1940;Unknown
Catherine Lagatu;senat;1919;Quimerch
Serge Lagauche;senat;1940;Unknown
Roger Lagorsse;senat;1930;Le Bourget
Jean-Louis Lagourgue;senat;1947;Sainte-Marie
Pierre Lagourgue;senat;1921;Sainte-Marie
Roger Lagrange;senat;1913;Vaux-en-Pré
Gérard Lahellec;senat;1954;Plufur
Isabelle Lajoux;senat;1960;Unknown
Mohamed Lakhdari;senat;1899;Not found
Bernard Lalande;senat;1954;Jonzac
Maurice Lalloy;senat;1899;Not found
Alain Lambert;senat;1946;Alençon
Marcel Lambert;senat;1899;Not found
Marc Laménie;senat;1956;Givet
Georges Lamousse;senat;1909;Droux
Élisabeth Lamure;senat;1947;Bourgoin-Jallieu
Joseph Lanet;senat;1912;Puisserguier
Christine Lanfranchi Dorgal;senat;1961;Unknown
Lucien Lanier;senat;1919;Rouen
Ahmed Laouedj;senat;1968;Unknown
Adrien Laplace;senat;1909;Montauban
Jacques Larché;senat;1920;Paris 17
Gérard Larcher;senat;1949;Flers
Serge Larcher;senat;1945;Le Diamant
André Lardeux;senat;1946;Noëllet
Dominique Larifla;senat;1936;Petit-Bourg
Emmanuel Lartigue;senat;1908;Bayonne
Tony Larue;senat;1904;Rouen
Florence Lassarade;senat;1957;Bordeaux
Jean-Jacques Lasserre;senat;1944;Bidache
Patrick Lassourd;senat;1942;La Guerche-de-Bretagne
Robert Laucournet;senat;1921;Limoges
Robert Laufoaulu;senat;1947;Wallis
Michel Laugier;senat;1956;Aix-en-Provence
Robert Laurens;senat;1910;Lacroix-Barrez
Bernard Laurent;senat;1921;Marigny-le-Châtel
Daniel Laurent;senat;1949;Blaye
Pierre Laurent;senat;1957;Paris
Françoise Laurent-Perrigot;senat;1950;Nîmes
Charles Laurent-Thouverey;senat;1901;Dole
Edmond Lauret;senat;1949;Le Tampon
Nuihau Laurey;senat;1964;Papeete
René-Georges Laurin;senat;1921;Paris 10
Marc Lauriol;senat;1916;Alger
Christine Lavarde;senat;1984;Unknown
Arthur Lavy;senat;1905;Pringy
Louis Lazuech;senat;1912;Montbazens
Francis Le Basser;senat;1899;Not found
Edouard Le Bellegou;senat;1903;Not found
Geneviève Le Bellegou-Beguin;senat;1926;Not found
Henri Le Breton;senat;1928;Buléon
Gérard Le Cam;senat;1954;Plussulien
Yves Le Cozannet;senat;1927;Penvénan
Ronan Le Gleut;senat;1976;Berlin-Ouest
Jean-François Le Grand;senat;1942;Lessay
Annie Le Houerou;senat;1960;Plougonver
Edouard Le Jeune;senat;1921;Berrien
Jacky Le Menn;senat;1941;Rive-de-Gier
Louis Le Montagner;senat;1907;Guidel
Jacques Le Nay;senat;1949;Plouay
Louis Le Pensec;senat;1937;Mellac
Anicet Le Pors;senat;1931;Paris 13
Stéphane Le Rudulier;senat;1973;Lille
Etienne Le Sassier Boisauné;senat;1899;Not found
Michel Le Scouarnec;senat;1949;Meslan
Raymonde Le Texier;senat;1939;Thoras
Alain Le Vern;senat;1948;Portsall
Marcel Lebreton;senat;1900;Unknown
Jean Lecanuet;senat;1920;Rouen
Bastien Leccia;senat;1919;Conca
Jean-René Lecerf;senat;1951;Valenciennes
France Lechenault;senat;1910;Bouzeron
Dominique Leclerc;senat;1944;Ozoir-le-Breuil
Jean-Yves Leconte;senat;1966;Paris 12
Sébastien Lecornu;senat;1986;Eaubonne
Charles Lederman;senat;1913;Varsovie
Nadège Lefebvre;senat;1960;Cuigy-en-Bray
Pierre Lefebvre;senat;1938;Not found
Antoine Lefèvre;senat;1966;Düsseldorf
Fernand Lefort;senat;1911;Paris
Jean Legaret;senat;1913;Ambert
Jacques Legendre;senat;1941;Paris 15
Modeste Legouez;senat;1908;Épreville-près-le-Neubourg
Bernard Legrand;senat;1924;Châteaubriant
Marcel Legros;senat;1899;Not found
Guy Lèguevaques;senat;1936;Toulouse
André Lejeune;senat;1935;Ajain
Max Lejeune;senat;1909;Flesselles
Jean-Pierre Leleux;senat;1947;Gand
Guy Lemaire;senat;1938;Alger
Marcel Lemaire;senat;1906;Saint-Thierry
Bernard Lemarié;senat;1913;Caulnes
Jean-Baptiste Lemoyne;senat;1977;Bourg-la-Reine
Charles-Edmond Lenglet;senat;1917;Amiens
Jean-Claude Lenoir;senat;1944;Mortagne-au-Perche
Claude Léonard;senat;1948;Nancy
Olivier Léonhardt;senat;1964;Suresnes
Claudine Lepage;senat;1949;Paris
Serge Lepeltier;senat;1953;Le Veurdre
Marie-Claude Lermytte;senat;1965;Unknown
Sébastien Leroux;senat;1974;Unknown
Henri Leroy;senat;1945;Beyrouth
Jean-Claude Leroy;senat;1952;Wavrans-sur-l'Aa
Philippe Leroy;senat;1940;Lille
Marcel Lesbros;senat;1921;Gap
François Lesein;senat;1929;Sissonne
Valérie Létard;senat;1962;Orchies
Léandre Letoquart;senat;1919;Not found
François Levacher;senat;1915;Berchères-les-Pierres
Paul Leveque;senat;1899;Not found
Pierre-Antoine Levi;senat;1965;Batna
Martin Lévrier;senat;1962;Tours
Louis Leygue;senat;1899;Not found
Félix Leyzour;senat;1932;Plourac'h
Brigitte Lherbier;senat;1956;Unknown
Jean Lhospied;senat;1900;Pougues-les-Eaux
Waldeck L'Huillier;senat;1905;Chauvigny
Marie-Noëlle Lienemann;senat;1951;Belfort
Audrey Linkenheld;senat;1973;Strasbourg
Robert Liot;senat;1908;Royan
Hélène Lipietz;senat;1958;Paris
Claude Lise;senat;1941;Fort-de-France
Roger Lise;senat;1927;Fort-de-France
Anne-Catherine Loisier;senat;1969;Cayenne
Georges Lombard;senat;1925;Paris 11
Maurice Lombard;senat;1922;Tarsul
Henri Longchambon;senat;1899;Not found
Jean-François Longeot;senat;1956;Reims
Louis Longequeue;senat;1914;Saint-Léonard-de-Noblat
Christiane Longère;senat;1953;Unknown
Gérard Longuet;senat;1946;Neuilly-sur-Seine
Vivette Lopez;senat;1954;Unknown
Jeanny Lorgeoux;senat;1950;Crouy-sur-Cosson
Paul Loridant;senat;1948;Ille-sur-Têt
Jean-Louis Lorrain;senat;1948;Metz
Henri Loste;senat;1899;Bordeaux
Pierre Louault;senat;1949;Loches
Vincent Louault;senat;1972;Tours
Simon Loueckhote;senat;1957;Ouvéa
François Louisy;senat;1921;Goyave
Jean-Marie Louvel;senat;1900;La Ferté Macé
Pierre Louvot;senat;1922;Dampierre-sur-Salon
Jean-Jacques Lozach;senat;1954;Bourganeuf
Monique Lubin;senat;1963;Unknown
Hélène Luc;senat;1932;Saint-Étienne
Jean-Claude Luche;senat;1952;Pierrefiche
Virginie Lucot Avril;senat;1974;Unknown
Marcel Lucotte;senat;1922;Autun
Victorin Lurel;senat;1951;Vieux-Habitants
Brigitte Luypaert;senat;1954;Unknown
Philippe Machefer;senat;1933;Paris 13
Jacques Machet;senat;1923;Jonchery-sur-Suippe
Roger Madec;senat;1950;Paris 19
Jean Madelain;senat;1924;Nantes
